ortholog	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	outgroup percentage	HGT or not
OG217463	Debaryomyces_hansenii@Seq_2445	XP_008099809.1-645133-Colletotrichum_gr-Sordariom	645133	4e-14	WP_067723590.1-1805632-Acinetobacter_sp_-Proteoba	1805632	1e-82	157.962080684715	100.0	Yes
OG8322	Debaryomyces_hansenii@Seq_697	KPM44821.1-78410-Neonectria_ditiss-Sordariomy	78410	6e-103	WP_004964504.1-618-Serratia_odorifer-Proteobact	618	4e-146	99.41662410685214	92.3333333333333	Yes
OG7959	Debaryomyces_hansenii@Seq_3961	XP_007785568.1-1263415-Endocarpon_pusill-Eurotiom	1263415	2e-43	WP_053329287.1-1324352-Chryseobacterium_-BacteroC	1324352	1e-76	76.67845524936347	90.6666666666667	Yes
OG68996	Kuraishia_capsulata@Seq_118	na	na	1	WP_022688185.1-257003-Sphingomonas_phyl-Proteobac	257003	1e-92	211.8378285554522	100.0	Yes
OG15183	Kuraishia_capsulata@Seq_4014	na	na	1	WP_062549851.1-1727164-Pedobacter_sp_PAC-BacteroC	1727164	6e-78	177.8098777843075	96.6666666666667	Yes
OG10716	Kuraishia_capsulata@Seq_507	XP_018660102.1-398673-Trichoderma_gamsi-Sordariom	398673	1e-57	WP_012383278.1-533-Beijerinckia_indi-Proteobact	533	7e-82	55.61871717579584	97.3333333333333	Yes
OG11222	Kuraishia_capsulata@Seq_5000	XP_018136130.1-1380566-Pochonia_chlamydo-Sordario	1380566	6e-57	WP_009099866.1-595460-Rhodopirellula_sp-Planctomy	595460	2e-141	194.51576010016797	96.0	Yes
OG10716	Kuraishia_capsulata@Seq_3120	XP_013944941.1-452589-Trichoderma_atrov-Sordariom	452589	3e-57	WP_012383278.1-533-Beijerinckia_indi-Proteobact	533	6e-88	70.68699070225549	96.3333333333333	Yes
OG10614	Kuraishia_capsulata@Seq_5528	XP_014179196.1-1186058-Trichosporon_asah-Basidiom	1186058	1e-170	WP_013135432.1-28199-Arcobacter_nitrof-Proteobact	28199	0.0	69.07755278982137	94.3333333333333	Yes
OG11392	Kuraishia_capsulata@Seq_2499	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	3e-17	ACB93721.1-395963-Beijerinckia_indi-Proteobact	395963	6e-98	185.81624535195775	91.3333333333333	Yes
OG10716	Kuraishia_capsulata@Seq_2135	XP_018660102.1-398673-Trichoderma_gamsi-Sordariom	398673	2e-79	WP_012383278.1-533-Beijerinckia_indi-Proteobact	533	4e-117	86.8050863532138	97.0	Yes
OG11669	yHMPu5000035651_Torulaspora_microellipsoides@Seq_3591	OAQ22014.1-1314771-Mortierella_elong-other_Fung	1314771	8e-155	WP_007837899.1-1144315-Variovorax_sp_CF3-Proteoba	1144315	0.0	105.69577072641192	95.0	Yes
OG32027	yHMPu5000035651_Torulaspora_microellipsoides@Seq_4552	na	na	1	AFQ55381.1-1226531-Saccharomyces_cer-Viruses	1226531	0.0	460.51701859880916	96.7741935483871	Yes
OG13429	yHMPu5000035651_Torulaspora_microellipsoides@Seq_213	KYQ32041.1-39966-Hypsizygus_marmor-Basidiomyc	39966	4e-24	WP_066779772.1-1768786-Sphingomonas_sp_C-Proteoba	1768786	9e-69	102.80539896851573	99.3333333333333	Yes
OG7775	yHMPu5000035651_Torulaspora_microellipsoides@Seq_2882	XP_019008244.1-1296096-Kwoniella_pini_CB-Basidiom	1296096	7e-50	WP_042300880.1-984307-Paraburkholderia_-Proteobac	984307	1e-122	167.73203684462663	94.6666666666667	Yes
OG11154	yHMPu5000035651_Torulaspora_microellipsoides@Seq_509	KKP02910.1-5544-Trichoderma_harzi-Sordariomy	5544	2e-91	WP_029619306.1-1496690-Rhizobium_sp_MGL0-Proteoba	1496690	6e-117	58.76860012917709	98.6666666666667	Yes
OG11392	yHMPu5000035651_Torulaspora_microellipsoides@Seq_3726	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	2e-30	WP_050627073.1-1654716-Bradyrhizobium_vi-Proteoba	1654716	2e-128	225.6533391134165	93.6666666666667	Yes
OG11826	yHMPu5000035651_Torulaspora_microellipsoides@Seq_186	KGQ13790.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-137	WP_007718677.1-413497-Cronobacter_dubli-Proteobac	413497	0.0	145.75600803918485	100.0	Yes
OG9969	yHMPu5000035651_Torulaspora_microellipsoides@Seq_4156	KGQ02467.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-50	WP_026397994.1-285268-Acetobacter_nitro-Proteobac	285268	6e-127	176.20043987187339	99.6666666666667	Yes
OG11154	yHMPu5000035651_Torulaspora_microellipsoides@Seq_3337	KKP02910.1-5544-Trichoderma_harzi-Sordariomy	5544	2e-91	WP_029619306.1-1496690-Rhizobium_sp_MGL0-Proteoba	1496690	6e-117	58.76860012917709	98.6666666666667	Yes
OG3530	yHMPu5000034661_Dipodascus_albidus@Seq_1648	XP_013020125.1-483514-Schizosaccharomyc-Taphrinom	483514	3e-29	AHW40026.1-595605-Sphingobium_wenxi-Proteobact	595605	2e-92	145.46832596673306	100.0	Yes
OG35415	yHMPu5000034661_Dipodascus_albidus@Seq_202	XP_014176229.1-1186058-Trichosporon_asah-Basidiom	1186058	1e-21	OCA18719.1-8364-Xenopus_tropicali-Metazoa	8364	6e-46	55.77286785562309	92.6530612244898	Yes
OG15183	yHMPu5000026124_Ogataea_henricii@Seq_2885	na	na	1	WP_062549851.1-1727164-Pedobacter_sp_PAC-BacteroC	1727164	2e-75	172.00073479399347	96.3333333333333	Yes
OG6241	yHMPu5000026124_Ogataea_henricii@Seq_2551	KIW65990.1-5601-Capronia_semi_imm-Eurotiomyc	5601	1e-60	WP_058322149.1-1358418-Sinorhizobium_sp_-Proteoba	1358418	2e-111	116.73869256213638	96.3333333333333	Yes
OG6241	yHMPu5000026124_Ogataea_henricii@Seq_2460	XP_003004518.1-526221-Verticillium_alfa-Sordariom	526221	6e-57	WP_057255351.1-1736509-Ensifer_sp_Root27-Proteoba	1736509	9e-112	126.23671500656434	96.6666666666667	Yes
OG6241	yHMPu5000026124_Ogataea_henricii@Seq_2827	KXS19833.1-1344416-Gonapodya_prolife-other_Fung	1344416	5e-50	WP_057255351.1-1736509-Ensifer_sp_Root27-Proteoba	1736509	2e-105	127.55847084654665	96.6666666666667	Yes
OG13157	yHMPu5000026124_Ogataea_henricii@Seq_2343	na	na	1	WP_008087437.1-380397-Streptococcus_ict-Firmicute	380397	1e-43	99.01115899874397	96.6666666666667	Yes
OG9118	yHMPu5000026124_Ogataea_henricii@Seq_2575	KXT02611.1-113226-Pseudocercospora_-Dothideomy	113226	2e-46	WP_048637077.1-1109412-Brenneria_goodwin-Proteoba	1109412	0.0	355.291251501643	90.3333333333333	Yes
OG19862	yHMPu5000035675_Kregervanrija_fluxuum@Seq_1769	EGE05942.1-559882-Trichophyton_equi-Eurotiomyc	559882	3e-12	XP_014396063.1-109478-Myotis_brandtii-Metazoa	109478	7e-55	98.16386113835676	92.8571428571429	Yes
OG11700	yHMPu5000035675_Kregervanrija_fluxuum@Seq_5423	ODH47666.1-121759-Paracoccidioides_-Eurotiomyc	121759	2e-29	WP_011162466.1-33959-Lactobacillus_joh-Firmicutes	33959	3e-61	73.27725786770128	94.6666666666667	Yes
OG3924	yHMPu5000035675_Kregervanrija_fluxuum@Seq_236	OGM46131.1-109264-Aspergillus_bomby-Eurotiomyc	109264	5e-63	WP_037421465.1-82995-Serratia_grimesii-Proteobact	82995	1e-107	102.9231820041721	98.0	Yes
OG11222	yHMPu5000035242_Zygoascus_ofunaensis@Seq_4410	XP_018136130.1-1380566-Pochonia_chlamydo-Sordario	1380566	1e-58	CDD98064.1-1262691-Akkermansia_sp_CA-other_Bact	1262691	2e-119	139.76454349207685	95.6666666666667	Yes
OG13944	yHMPu5000035242_Zygoascus_ofunaensis@Seq_2709	XP_016221403.1-212818-Exophiala_mesophi-Eurotiomy	212818	8e-39	WP_065738514.1-1196095-Gilliamella_apico-Proteoba	1196095	0.0	372.7956415137212	98.6666666666667	Yes
OG10332	yHMPu5000035242_Zygoascus_ofunaensis@Seq_2945	XP_016601183.1-27334-Penicillium_expan-Eurotiomyc	27334	2e-17	XP_015798850.1-105023-Nothobranchius_fu-Metazoa	105023	3e-45	64.06691749572511	93.9890710382514	Yes
OG15526	yHMPu5000035242_Zygoascus_ofunaensis@Seq_5598	KGO45700.1-27334-Penicillium_expan-Eurotiomyc	27334	5e-14	XP_015171773.1-743375-Polistes_dominula-Metazoa	743375	1e-33	45.35855467932097	94.5454545454545	Yes
OG11222	yHMPu5000035242_Zygoascus_ofunaensis@Seq_742	XP_018136130.1-1380566-Pochonia_chlamydo-Sordario	1380566	6e-58	OGV66231.1-1798578-Lentisphaerae_bac-other_Bact	1798578	7e-134	174.84231638772022	95.6666666666667	Yes
OG11222	yHMPu5000035242_Zygoascus_ofunaensis@Seq_3648	XP_018136130.1-1380566-Pochonia_chlamydo-Sordario	1380566	7e-56	WP_009099866.1-595460-Rhodopirellula_sp-Planctomy	595460	3e-117	141.30498853302402	95.6666666666667	Yes
OG34666	yHMPu5000035242_Zygoascus_ofunaensis@Seq_1873	na	na	1	WP_007918779.1-363277-Ktedonobacter_rac-Chlorofle	363277	2e-81	185.81624535195775	99.3333333333333	Yes
OG11748	yHMPu5000035242_Zygoascus_ofunaensis@Seq_4012	na	na	1	WP_040006850.1-663275-Fibrisoma_limi-BacteroChl	663275	4e-95	217.35928947331445	96.0	Yes
OG26536	yHMPu5000035242_Zygoascus_ofunaensis@Seq_2642	KZW00727.1-1314781-Exidia_glandulosa-Basidiomyc	1314781	1e-15	WP_069728822.1-472705-Pantoea_conspicua-Proteobac	472705	1e-147	303.941232275214	99.0	Yes
OG11392	yHMPu5000035242_Zygoascus_ofunaensis@Seq_188	KXS16333.1-1344416-Gonapodya_prolife-other_Fung	1344416	3e-19	ACB93721.1-395963-Beijerinckia_indi-Proteobact	395963	9e-74	125.54356782600442	91.3333333333333	Yes
OG36952	yHMPu5000035242_Zygoascus_ofunaensis@Seq_1555	XP_018760718.1-334819-Fusarium_verticil-Sordariom	334819	1e-30	WP_002681071.1-1019-Capnocytophaga_sp-BacteroChl	1019	1e-74	101.31374409173802	99.6666666666667	Yes
OG18522	yHMPu5000035696_Hanseniaspora_singularis@Seq_2090	ESA14342.1-747089-Rhizophagus_irreg-other_Fung	747089	8e-23	WP_004868219.1-202952-Acinetobacter_ger-Proteobac	202952	3e-45	51.63770129888073	99.6666666666667	Yes
OG5514	yHMPu5000035696_Hanseniaspora_singularis@Seq_961	XP_019025134.1-698492-Saitoella_complic-Taphrinom	698492	6e-17	WP_002688328.1-1015-Bergeyella_zoohel-BacteroChl	1015	1e-42	59.35638679407919	99.3333333333333	Yes
OG54287	yHMPu5000035652_Torulaspora_maleeae@Seq_4050	KIM94503.1-913774-Oidiodendron_maiu-Leotiomyce	913774	1e-91	WP_068834207.1-457502-Polaromonas_jejue-Proteobac	457502	3e-114	51.86084485019492	100.0	Yes
OG5631	yHMPu5000035652_Torulaspora_maleeae@Seq_3181	XP_016260525.1-215243-Exophiala_oligosp-Eurotiomy	215243	3e-46	WP_036935471.1-585-Proteus_vulgaris-Proteobact	585	7e-104	132.70263753326742	97.0	Yes
OG5783	Candida_apicola@Seq_3160	KGQ13403.1-1245745-Beauveria_bassian-Sordariomy	1245745	8e-51	XP_018902249.1-7038-Bemisia_tabaci-Metazoa	7038	5e-78	62.63980114008497	98.6666666666667	Yes
OG5566	Candida_apicola@Seq_3128	XP_001258345.1-331117-Aspergillus_fisch-Eurotiomy	331117	1e-67	WP_064121408.1-376489-Halotalea_alkalil-Proteobac	376489	1e-157	207.23265836946408	98.6666666666667	Yes
OG4895	Candida_apicola@Seq_1226	XP_013018992.1-483514-Schizosaccharomyc-Taphrinom	483514	2e-49	WP_039388273.1-1206458-Novosphingobium_s-Proteoba	1206458	2e-77	64.47238260383328	90.6666666666667	Yes
OG69298	Candida_apicola@Seq_1511	XP_008719095.1-1220924-Cyphellophora_eur-Eurotiom	1220924	3e-13	WP_058603303.1-157782-Pseudomonas_paraf-Proteobac	157782	5e-46	75.47448244503752	99.3333333333333	Yes
OG5783	Candida_apicola@Seq_485	OKP00746.1-1316194-Penicillium_subru-Eurotiomyc	1316194	3e-52	WP_020950149.1-34003-Paracoccus_aminop-Proteobact	34003	8e-80	63.49155335082155	98.6666666666667	Yes
OG1010	Candida_apicola@Seq_2159	CEJ05066.1-58291-Rhizopus_microspo-other_Fung	58291	4e-91	WP_014106921.1-1177712-Komagataeibacter_-Proteoba	1177712	7e-159	156.01617053565965	98.3333333333333	Yes
OG23078	Candida_apicola@Seq_3293	XP_007680038.1-717646-Baudoinia_panamer-Dothideom	717646	1e-21	WP_021346362.1-1117645-Elizabethkingia_a-BacteroC	1117645	1e-62	94.40598881275588	99.0	Yes
OG1010	Candida_apicola@Seq_2077	CEJ05066.1-58291-Rhizopus_microspo-other_Fung	58291	9e-95	WP_056018363.1-1735685-Sphingomonas_sp_L-Proteoba	1735685	3e-144	113.92528184537633	97.6666666666667	Yes
OG26800	Candida_apicola@Seq_3162	APA08414.1-665079-Sclerotinia_scler-Leotiomyce	665079	2e-10	WP_020827963.1-614-Serratia_liquefac-Proteobact	614	2e-109	227.95592420641054	99.3333333333333	Yes
OG5766	Candida_apicola@Seq_3728	GAQ09175.1-293939-Aspergillus_lentu-Eurotiomyc	293939	6e-65	WP_025437122.1-28448-Komagataeibacter_-Proteobact	28448	3e-115	115.82240183026221	98.0	Yes
OG45958	Candida_apicola@Seq_2137	na	na	1	WP_047487742.1-1500289-Chryseobacterium_-BacteroC	1500289	2e-69	158.1852242360292	98.0769230769231	Yes
OG8372	Candida_apicola@Seq_2171	GAD94788.1-1356009-Byssochlamys_spec-Eurotiomyc	1356009	1e-63	WP_012838587.1-285-Comamonas_testost-Proteobact	285	2e-122	135.15937330608878	100.0	Yes
OG11969	Candida_apicola@Seq_1403	KIO33646.1-1051891-Tulasnella_calosp-Basidiomyc	1051891	2e-33	ODT96161.1-1660133-Rhodanobacter_sp_-Proteobact	1660133	2e-75	96.70857390574992	99.6666666666667	Yes
OG217674	Candida_apicola@Seq_846	XP_006666920.1-983644-Cordyceps_militar-Sordariom	983644	1e-14	WP_049744946.1-134601-Mycobacterium_goo-Actinobac	134601	8e-59	101.53688764305221	100.0	Yes
OG1944	Candida_apicola@Seq_1541	KXS18884.1-1344416-Gonapodya_prolife-other_Fung	1344416	1e-139	WP_026460634.1-121163-Actinomyces_suima-Actinobac	121163	0.0	140.45769067263683	99.3333333333333	Yes
OG4823	Candida_apicola@Seq_958	XP_016276281.1-1130832-Rhodotorula_torul-Basidiom	1130832	2e-44	WP_034378776.1-285-Comamonas_testost-Proteobact	285	1e-145	233.25424157295853	98.0	Yes
OG3811	Candida_apicola@Seq_2694	KDE04578.1-683840-Microbotryum_lych-Basidiomyc	683840	5e-64	CDC97889.1-1262693-Alistipes_sp_CAG_-BacteroChl	1262693	8e-107	98.54115536949823	99.0	Yes
OG5566	Candida_apicola@Seq_4815	XP_007401811.1-650164-Phanerochaete_car-Basidiomy	650164	3e-69	WP_064121408.1-376489-Halotalea_alkalil-Proteobac	376489	2e-176	246.78207005847108	98.6666666666667	Yes
OG27101	Candida_apicola@Seq_1633	KGQ03848.1-1245745-Beauveria_bassian-Sordariomy	1245745	2.00E-161	SDG59557.1-311180-Yangia_pacifica-Proteobact	311180	0	90.49396580732775	99.66666667	Yes
OG10373	Candida_apicola@Seq_1733	XP_018701195.1-1081104-Isaria_fumosorose-Sordario	1081104	3e-26	WP_008900348.1-506534-Rheinheimera_sp_A-Proteobac	506534	2e-60	78.6933582699057	100.0	Yes
OG4867	Candida_apicola@Seq_4003	KII83703.1-944288-Plicaturopsis_cri-Basidiomyc	944288	6e-29	WP_018297299.1-541095-Corynebacterium_l-Actinobac	541095	4e-49	46.45716696798908	99.3333333333333	Yes
OG1570	Candida_apicola@Seq_3783	EXX56228.1-1432141-Rhizophagus_irreg-other_Fung	1432141	2e-96	WP_063918705.1-1759437-Serratia_sp_YD25-Proteobac	1759437	2e-137	94.40598881275588	98.3333333333333	Yes
OG4106	Candida_apicola@Seq_4103	XP_017991815.1-77020-Malassezia_pachyd-Basidiomyc	77020	6e-57	WP_037034172.1-1500266-Rahnella_sp_WP5-Proteobact	1500266	3e-81	55.95518941241704	99.0	Yes
OG26928	Candida_apicola@Seq_2437	GAN05222.1-91626-Mucor_ambiguus-other_Fung	91626	5e-28	WP_066490367.1-1768778-Sphingomonas_sp_C-Proteoba	1768778	2e-57	67.69125842870147	99.6666666666667	Yes
OG45954	Candida_apicola@Seq_369	KFA65029.1-1283841-Stachybotrys_chlo-Sordariomy	1283841	1e-12	WP_051659266.1-106591-Ensifer-Proteobact	106591	1e-65	122.03700992868443	99.6666666666667	Yes
OG1010	Candida_apicola@Seq_1577	CDS10079.1-688394-Lichtheimia_ramos-other_Fung	688394	2e-86	WP_070323143.1-438-Acetobacter_paste-Proteobact	438	6e-157	162.3849293139091	98.0	Yes
OG1020	Candida_apicola@Seq_1667	XP_003026659.1-578458-Schizophyllum_com-Basidiomy	578458	1e-89	WP_067667580.1-1806892-Acinetobacter_sp_-Proteoba	1806892	2e-119	68.38440560926142	98.0	Yes
OG2919	Candida_apicola@Seq_4621	ESA15964.1-747089-Rhizophagus_irreg-other_Fung	747089	7e-79	WP_008331264.1-1175306-Herbaspirillum_sp-Proteoba	1175306	5e-103	55.5985144684783	99.3333333333333	Yes
OG45958	Candida_apicola@Seq_2657	na	na	1	WP_047487742.1-1500289-Chryseobacterium_-BacteroC	1500289	6e-88	200.83572871424798	98.0769230769231	Yes
OG9795	Candida_apicola@Seq_918	SAL95379.1-4829-Absidia_glauca-other_Fung	4829	1e-66	WP_007708491.1-1144307-Sphingobium_sp_AP-Proteoba	1144307	9e-93	59.97257293350302	99.6666666666667	Yes
OG16459	Candida_apicola@Seq_4623	KXS15546.1-1344416-Gonapodya_prolife-other_Fung	1344416	9e-17	WP_073272176.1-494016-Microbulbifer_don-Proteobac	494016	2e-39	52.160949442645276	99.0	Yes
OG32767	Candida_apicola@Seq_3222	XP_016612692.1-645134-Spizellomyces_pun-other_Fun	645134	5e-28	WP_008104333.1-1144341-Pantoea_sp_YR343-Proteobac	1144341	2e-129	233.47738512427279	99.3333333333333	Yes
OG5783	Candida_apicola@Seq_1114	XP_009152604.1-858893-Exophiala_dermati-Eurotiomy	858893	5e-46	SDG34091.1-1036780-Bosea_robiniae-Proteobact	1036780	1e-70	56.87148014429121	99.0	Yes
OG4823	Candida_apicola@Seq_1759	XP_016276281.1-1130832-Rhodotorula_torul-Basidiom	1130832	7e-45	WP_035570863.1-81029-Hyphomonas_adhaer-Proteobact	81029	1e-144	229.90183435546584	98.0	Yes
OG150166	Candida_apicola@Seq_767	KIL92183.1-40199-Fusarium_avenaceu-Sordariomy	40199	9e-26	WP_026530614.1-479106-Arthrobacter_sang-Actinobac	479106	1e-74	112.72130904105042	99.0	Yes
OG15979	Candida_apicola@Seq_1390	KZV94073.1-1314781-Exidia_glandulosa-Basidiomyc	1314781	6e-37	WP_010113322.1-1029823-Acinetobacter_sp_-Proteoba	1029823	8e-142	241.48375269192303	100.0	Yes
OG45954	Candida_apicola@Seq_1895	XP_018033776.1-1460663-Paraphaeosphaeria-Dothideo	1460663	4e-11	WP_051659266.1-106591-Ensifer-Proteobact	106591	1e-45	79.67418752291744	99.6666666666667	Yes
OG1020	Candida_apicola@Seq_3747	KIK69473.1-944289-Gymnopus_luxurian-Basidiomyc	944289	7e-86	KVI08636.1-59895-Cynara_cardunculu-Streptophy	59895	0.0	264.44061075037655	93.6666666666667	Yes
OG4867	Candida_apicola@Seq_2123	KDQ56023.1-933084-Jaapia_argillacea-Basidiomyc	933084	1e-28	WP_074591313.1-1045773-Arthrobacter_cupr-Actinoba	1045773	4e-49	46.96799259175506	99.0	Yes
OG27441	Candida_apicola@Seq_4528	EKC99089.1-1220162-Trichosporon_asah-Basidiomyc	1220162	2e-24	WP_058358062.1-1689272-Vitreoscilla_sp_S-Proteoba	1689272	5e-51	61.25350677896507	100.0	Yes
OG3581	Candida_apicola@Seq_4682	XP_001229397.1-306901-Chaetomium_globos-Sordariom	306901	5e-44	SFE53051.1-72304-Peptostreptococcu-Firmicutes	72304	2e-87	99.92744973061811	98.0	Yes
OG26358	Candida_apicola@Seq_3813	KXS21490.1-1344416-Gonapodya_prolife-other_Fung	1344416	2e-76	EGL62271.1-82789-Agrobacterium_sp_-Proteobact	82789	8e-160	192.03085345037994	99.0	Yes
OG1016	Candida_apicola@Seq_4299	CCX10586.1-1076935-Pyronema_omphalod-other_Pezi	1076935	4e-81	WP_063353251.1-1633874-Acetobacter_sp_SL-Proteoba	1633874	6e-139	133.14447028554648	99.3333333333333	Yes
OG17703	Candida_apicola@Seq_1399	KFH72939.1-1069443-Mortierella_verti-other_Fung	1069443	3e-95	WP_045140842.1-553-Pantoea_ananatis-Proteobact	553	0.0	242.87004705304292	99.3333333333333	Yes
OG31266	Candida_apicola@Seq_2752	OAR01953.1-1105325-Cordyceps_confrag-Sordariomy	1105325	2e-29	WP_023653553.1-665097-Erwinia_piriflori-Proteobac	665097	5e-106	176.38276142866735	99.6666666666667	Yes
OG5783	Candida_apicola@Seq_2540	KGQ13403.1-1245745-Beauveria_bassian-Sordariomy	1245745	9e-50	WP_025823302.1-610244-Asaia_astilbis-Proteobact	610244	9e-78	64.47238260383328	98.6666666666667	Yes
OG19614	Candida_apicola@Seq_1438	CAB76572.1-73868-Piromyces_sp_E2-other_Fung	73868	2e-52	SEB03249.1-1798223-Leifsonia_sp_21MF-Actinobact	1798223	0.0	341.4757409436787	98.3333333333333	Yes
OG4564	Candida_apicola@Seq_1537	KGQ03849.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-80	WP_025860651.1-1076592-Acetobacter_papay-Proteoba	1076592	2e-150	161.58642161769134	99.0	Yes
OG19999	Candida_apicola@Seq_799	na	na	1	WP_068851837.1-216778-Stenotrophomonas_-Proteobac	216778	3e-55	125.5435678260044	99.0	Yes
OG9311	Candida_apicola@Seq_2042	XP_007387146.1-741275-Punctularia_strig-Basidiomy	741275	2e-39	WP_033535544.1-123899-Bordetella_tremat-Proteobac	123899	5e-68	65.85867696495316	100.0	Yes
OG15082	Candida_apicola@Seq_3796	KZO89866.1-1330018-Calocera_viscosa_-Basidiomyc	1330018	5e-08	WP_043558466.1-1343158-Saccharibacter_sp-Proteoba	1343158	5e-30	50.656872045869	91.2408759124088	Yes
OG7307	Candida_apicola@Seq_2827	OAJ37592.1-403673-Batrachochytrium_-other_Fung	403673	3e-71	WP_064122348.1-376489-Halotalea_alkalil-Proteobac	376489	2e-131	138.5605706877509	99.6666666666667	Yes
OG32748	Candida_apicola@Seq_264	XP_016617219.1-1442370-Cladophialophora_-Eurotiom	1442370	5e-21	WP_056821604.1-1736592-Rhizobium_sp_Root-Proteoba	1736592	3e-115	216.95382436520626	99.3333333333333	Yes
OG5563	Candida_apicola@Seq_4218	OCH90684.1-1052685-Obba_rivulosa-Basidiomyc	1052685	2e-14	WP_052213735.1-1545443-Belnapia_sp_F_4_1-Proteoba	1545443	2e-93	181.9042223465296	99.3333333333333	Yes
OG19962	Candida_apicola@Seq_4144	KGQ03849.1-1245745-Beauveria_bassian-Sordariomy	1245745	6e-57	WP_010667427.1-435-Acetobacter_aceti-Proteobact	435	3e-108	118.12498692325627	99.0	Yes
OG30387	Candida_apicola@Seq_3013	CEI99921.1-58291-Rhizopus_microspo-other_Fung	58291	2e-25	SER10618.1-988801-Rosenbergiella_ne-Proteobact	988801	7e-116	208.2824804939628	99.6666666666667	Yes
OG4124	Candida_apicola@Seq_3006	XP_019021075.1-698492-Saitoella_complic-Taphrinom	698492	1e-74	WP_014404315.1-81475-Frateuria_auranti-Proteobact	81475	2e-100	59.17406523728525	99.3333333333333	Yes
OG6167	Candida_apicola@Seq_1927	KXS10161.1-1344416-Gonapodya_prolife-other_Fung	1344416	3e-78	WP_040975764.1-244366-Klebsiella_variic-Proteobac	244366	3e-166	202.62748818347603	100.0	Yes
OG19962	Candida_apicola@Seq_4337	KYQ33354.1-39966-Hypsizygus_marmor-Basidiomyc	39966	1e-08	WP_019088054.1-438-Acetobacter_paste-Proteobact	438	3e-76	155.47717403492697	99.0	Yes
OG32798	Candida_apicola@Seq_666	KGQ03827.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-108	WP_049292133.1-357240-Franconibacter_he-Proteobac	357240	0.0	211.83782855545223	99.3333333333333	Yes
OG32771	Candida_apicola@Seq_1245	na	na	1	WP_048783829.1-470934-Pantoea_vagans-Proteobact	470934	3e-29	65.67635540815921	99.3333333333333	Yes
OG51641	yHMPu5000034758_Lipomyces_japonicus@Seq_2887	KFH70587.1-1069443-Mortierella_verti-other_Fung	1069443	2e-14	WP_010278888.1-33968-Leuconostoc_pseud-Firmicutes	33968	9e-59	102.11225178795578	99.6666666666667	Yes
OG20884	yHMPu5000034758_Lipomyces_japonicus@Seq_5485	XP_016229060.1-212818-Exophiala_mesophi-Eurotiomy	212818	2e-12	WP_070271742.1-1781066-Duganella_sp_HH10-Proteoba	1781066	2e-43	71.38013788281542	99.0	Yes
OG13157	yHMPu5000034636_Ogataea_nitratoaversa@Seq_2107	KIY62348.1-1314674-Cylindrobasidium_-Basidiomyc	1314674	4e-04	WP_026217677.1-55085-Streptococcus_tho-Firmicutes	55085	7e-44	91.5437879318264	96.6666666666667	Yes
OG9671	Metschnikowia_lockheadii@Seq_1007	XP_009255900.1-1028729-Fusarium_pseudogr-Sordario	1028729	6e-17	XP_013074608.1-6526-Biomphalaria_glab-Metazoa	6526	6e-56	89.80081862676778	92.0289855072464	Yes
OG8095	Metschnikowia_lockheadii@Seq_2266	XP_018665615.1-398673-Trichoderma_gamsi-Sordariom	398673	1e-35	KRZ47407.1-6335-Trichinella_nativ-Metazoa	6335	1e-88	122.03700992868443	97.6666666666667	Yes
OG13251	Metschnikowia_lockheadii@Seq_2541	KDB10763.1-1159556-Ustilaginoidea_vi-Sordariomy	1159556	6e-41	OIW08862.1-3871-Lupinus_angustifo-Streptophy	3871	3e-99	134.24308257421458	95.3333333333333	Yes
OG13208	Metschnikowia_lockheadii@Seq_4920	KFY43884.1-1420907-Pseudogymnoascus_-Leotiomyce	1420907	1e-45	XP_018014739.1-294128-Hyalella_azteca-Metazoa	294128	2e-96	116.73869256213638	97.3977695167286	Yes
OG11392	yHMPu5000034862_Zygotorulaspora_florentina@Seq_1848	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	2e-30	WP_024513396.1-1040989-Bradyrhizobium_sp-Proteoba	1040989	5e-128	224.7370483815423	93.6666666666667	Yes
OG10116	yHMPu5000034862_Zygotorulaspora_florentina@Seq_3402	EYB22346.1-5518-Fusarium_graminea-Sordariomy	5518	6e-49	WP_034581581.1-1488-Clostridium_aceto-Firmicutes	1488	6e-102	122.03700992868441	96.0	Yes
OG182989	yHMPu5000034862_Zygotorulaspora_florentina@Seq_735	KDQ05766.1-930990-Botryobasidium_bo-Basidiomyc	930990	2e-08	WP_053062961.1-754436-Photobacterium_ap-Proteobac	754436	1e-30	51.35001922642895	94.0	Yes
OG7775	yHMPu5000034862_Zygotorulaspora_florentina@Seq_2934	CEL06557.1-454130-Aspergillus_calid-Eurotiomyc	454130	2e-28	SEQ22587.1-1855383-bacterium_A52C2-other_Bact	1855383	1e-66	88.19138071433368	94.3333333333333	Yes
