query id	uniprot id	identity
Kluyveromyces_lactis@Seq_1945	tr|Q6CYF8|Q6CYF8_KLULA	100.0
Kluyveromyces_lactis@Seq_1946	tr|Q6CSF2|Q6CSF2_KLULA	100.0
Kluyveromyces_lactis@Seq_1947	sp|Q6CXR8|PAM17_KLULA	100.0
Kluyveromyces_lactis@Seq_1948	tr|Q6CMR1|Q6CMR1_KLULA	100.0
Kluyveromyces_lactis@Seq_1949	sp|Q9C2U0|ALF_KLULA	100.0
Kluyveromyces_lactis@Seq_195	tr|Q6CMC8|Q6CMC8_KLULA	100.0
Kluyveromyces_lactis@Seq_1950	tr|Q6CKD6|Q6CKD6_KLULA	100.0
Kluyveromyces_lactis@Seq_1951	tr|Q6CN18|Q6CN18_KLULA	100.0
Kluyveromyces_lactis@Seq_1953	tr|F2Z6D6|F2Z6D6_KLULA	100.0
Kluyveromyces_lactis@Seq_1954	tr|Q6CTE3|Q6CTE3_KLULA	100.0
Kluyveromyces_lactis@Seq_1955	tr|Q6CU77|Q6CU77_KLULA	100.0
Kluyveromyces_lactis@Seq_1956	tr|Q6CNE8|Q6CNE8_KLULA	100.0
Kluyveromyces_lactis@Seq_1957	tr|Q6CUN6|Q6CUN6_KLULA	100.0
Kluyveromyces_lactis@Seq_1958	tr|Q6CNS5|Q6CNS5_KLULA	100.0
Kluyveromyces_lactis@Seq_1959	tr|Q6CQX3|Q6CQX3_KLULA	100.0
Kluyveromyces_lactis@Seq_196	tr|Q6CUM4|Q6CUM4_KLULA	100.0
Kluyveromyces_lactis@Seq_1960	tr|Q6CSJ7|Q6CSJ7_KLULA	100.0
Kluyveromyces_lactis@Seq_1961	sp|Q6CLJ5|MRS2_KLULA	100.0
Kluyveromyces_lactis@Seq_1962	tr|Q6CUL2|Q6CUL2_KLULA	100.0
Kluyveromyces_lactis@Seq_1963	tr|Q6CLL4|Q6CLL4_KLULA	100.0
Kluyveromyces_lactis@Seq_1964	tr|Q6CIC8|Q6CIC8_KLULA	100.0
Kluyveromyces_lactis@Seq_1965	sp|P33284|HXK_KLULA	100.0
Kluyveromyces_lactis@Seq_1966	tr|Q6CVD2|Q6CVD2_KLULA	100.0
Kluyveromyces_lactis@Seq_1967	tr|Q6CQ97|Q6CQ97_KLULA	100.0
Kluyveromyces_lactis@Seq_1968	tr|Q6CP45|Q6CP45_KLULA	100.0
Kluyveromyces_lactis@Seq_1969	tr|Q6CVW4|Q6CVW4_KLULA	100.0
Kluyveromyces_lactis@Seq_197	tr|Q6CNF7|Q6CNF7_KLULA	100.0
Kluyveromyces_lactis@Seq_1970	tr|Q6CXM7|Q6CXM7_KLULA	100.0
Kluyveromyces_lactis@Seq_1971	tr|Q6CLX8|Q6CLX8_KLULA	100.0
Kluyveromyces_lactis@Seq_1972	tr|Q6CJ79|Q6CJ79_KLULA	100.0
Kluyveromyces_lactis@Seq_1973	tr|Q6CQN8|Q6CQN8_KLULA	100.0
Kluyveromyces_lactis@Seq_1974	tr|Q6CQ95|Q6CQ95_KLULA	100.0
Kluyveromyces_lactis@Seq_1975	tr|Q6CLI1|Q6CLI1_KLULA	100.0
Kluyveromyces_lactis@Seq_1976	tr|Q6CXX1|Q6CXX1_KLULA	100.0
Kluyveromyces_lactis@Seq_1977	sp|Q6CTW6|COX10_KLULA	100.0
Kluyveromyces_lactis@Seq_1978	tr|Q6CQ15|Q6CQ15_KLULA	100.0
Kluyveromyces_lactis@Seq_1979	sp|Q6CKY2|NUR1_KLULA	100.0
Kluyveromyces_lactis@Seq_198	sp|Q6CXK7|PALH_KLULA	100.0
Kluyveromyces_lactis@Seq_1980	tr|Q6CPK0|Q6CPK0_KLULA	100.0
Kluyveromyces_lactis@Seq_1981	tr|Q6CX70|Q6CX70_KLULA	100.0
Kluyveromyces_lactis@Seq_1982	tr|Q6CNA6|Q6CNA6_KLULA	99.11200000000001
Kluyveromyces_lactis@Seq_1983	tr|Q6CRU3|Q6CRU3_KLULA	100.0
Kluyveromyces_lactis@Seq_1984	tr|Q6CJX9|Q6CJX9_KLULA	100.0
Kluyveromyces_lactis@Seq_1985	tr|Q6CNI8|Q6CNI8_KLULA	100.0
Kluyveromyces_lactis@Seq_1986	tr|Q6CVD0|Q6CVD0_KLULA	100.0
Kluyveromyces_lactis@Seq_1987	tr|Q6CSB5|Q6CSB5_KLULA	100.0
Kluyveromyces_lactis@Seq_1988	tr|Q6CMZ2|Q6CMZ2_KLULA	100.0
Kluyveromyces_lactis@Seq_1989	tr|Q6CU27|Q6CU27_KLULA	100.0
Kluyveromyces_lactis@Seq_1990	sp|Q6CU71|GUAA_KLULA	100.0
Kluyveromyces_lactis@Seq_1991	sp|O43112|PCKA_KLULA	100.0
Kluyveromyces_lactis@Seq_1992	tr|Q6CVG3|Q6CVG3_KLULA	100.0
Kluyveromyces_lactis@Seq_1993	sp|Q6CLD3|LKHA4_KLULA	100.0
Kluyveromyces_lactis@Seq_1994	tr|Q6CIU9|Q6CIU9_KLULA	100.0
Kluyveromyces_lactis@Seq_1995	tr|B4UN91|B4UN91_KLULA	100.0
Kluyveromyces_lactis@Seq_1996	sp|Q6CQQ8|RRG8_KLULA	100.0
Kluyveromyces_lactis@Seq_1997	tr|Q6CJS4|Q6CJS4_KLULA	100.0
Kluyveromyces_lactis@Seq_1998	tr|Q6CT54|Q6CT54_KLULA	100.0
Kluyveromyces_lactis@Seq_1999	tr|Q6CIE6|Q6CIE6_KLULA	100.0
Kluyveromyces_lactis@Seq_2	sp|P49348|APA2_KLULA	100.0
Kluyveromyces_lactis@Seq_20	tr|Q6CT41|Q6CT41_KLULA	100.0
Kluyveromyces_lactis@Seq_200	tr|Q6CLI6|Q6CLI6_KLULA	100.0
Kluyveromyces_lactis@Seq_2000	tr|Q6CJG0|Q6CJG0_KLULA	100.0
Kluyveromyces_lactis@Seq_2001	tr|Q6CS50|Q6CS50_KLULA	100.0
Kluyveromyces_lactis@Seq_2002	tr|Q6CVQ5|Q6CVQ5_KLULA	100.0
Kluyveromyces_lactis@Seq_2003	tr|Q6CXR9|Q6CXR9_KLULA	100.0
Kluyveromyces_lactis@Seq_2004	tr|Q6CU31|Q6CU31_KLULA	100.0
Kluyveromyces_lactis@Seq_2005	tr|Q6CRB8|Q6CRB8_KLULA	93.29299999999999
Kluyveromyces_lactis@Seq_2006	sp|Q6CQZ5|PPME1_KLULA	100.0
Kluyveromyces_lactis@Seq_2007	tr|Q6CUI8|Q6CUI8_KLULA	100.0
Kluyveromyces_lactis@Seq_2008	tr|Q6CJE3|Q6CJE3_KLULA	100.0
Kluyveromyces_lactis@Seq_2009	tr|Q6CTX9|Q6CTX9_KLULA	100.0
Kluyveromyces_lactis@Seq_201	tr|Q6CWP1|Q6CWP1_KLULA	100.0
Kluyveromyces_lactis@Seq_2010	tr|Q6CN43|Q6CN43_KLULA	100.0
Kluyveromyces_lactis@Seq_2011	sp|Q6CRM2|DSE2_KLULA	100.0
Kluyveromyces_lactis@Seq_2012	tr|Q6CWT6|Q6CWT6_KLULA	100.0
Kluyveromyces_lactis@Seq_2013	tr|Q6CMH4|Q6CMH4_KLULA	100.0
Kluyveromyces_lactis@Seq_2014	tr|Q6CR68|Q6CR68_KLULA	100.0
Kluyveromyces_lactis@Seq_2015	tr|Q6CJ28|Q6CJ28_KLULA	100.0
Kluyveromyces_lactis@Seq_2016	tr|Q6CMN2|Q6CMN2_KLULA	100.0
Kluyveromyces_lactis@Seq_2017	tr|Q6CW62|Q6CW62_KLULA	100.0
Kluyveromyces_lactis@Seq_2018	tr|Q6CRQ0|Q6CRQ0_KLULA	100.0
Kluyveromyces_lactis@Seq_2019	sp|Q6CRX0|BOS1_KLULA	100.0
Kluyveromyces_lactis@Seq_202	sp|Q6CXP5|SET2_KLULA	100.0
Kluyveromyces_lactis@Seq_2020	tr|Q6CL12|Q6CL12_KLULA	100.0
Kluyveromyces_lactis@Seq_2021	sp|Q6CJF4|ARP6_KLULA	100.0
Kluyveromyces_lactis@Seq_2022	tr|Q6CPD4|Q6CPD4_KLULA	100.0
Kluyveromyces_lactis@Seq_2023	tr|Q6CLL3|Q6CLL3_KLULA	100.0
Kluyveromyces_lactis@Seq_2024	tr|Q6CLL6|Q6CLL6_KLULA	100.0
Kluyveromyces_lactis@Seq_2025	tr|Q6CJC1|Q6CJC1_KLULA	100.0
Kluyveromyces_lactis@Seq_2026	tr|Q6CRK2|Q6CRK2_KLULA	100.0
Kluyveromyces_lactis@Seq_2027	tr|Q6CS08|Q6CS08_KLULA	100.0
Kluyveromyces_lactis@Seq_2029	tr|Q6CR14|Q6CR14_KLULA	100.0
Kluyveromyces_lactis@Seq_203	sp|Q6CRY2|MED14_KLULA	100.0
Kluyveromyces_lactis@Seq_2030	tr|Q6CPN6|Q6CPN6_KLULA	100.0
Kluyveromyces_lactis@Seq_2031	sp|P32556|CYC_KLULA	100.0
Kluyveromyces_lactis@Seq_2032	tr|Q6CLS4|Q6CLS4_KLULA	100.0
Kluyveromyces_lactis@Seq_2033	tr|Q6CN37|Q6CN37_KLULA	100.0
Kluyveromyces_lactis@Seq_2034	tr|Q6CTR2|Q6CTR2_KLULA	100.0
Kluyveromyces_lactis@Seq_2035	tr|Q6CTA3|Q6CTA3_KLULA	100.0
Kluyveromyces_lactis@Seq_2036	tr|Q6CUN4|Q6CUN4_KLULA	100.0
Kluyveromyces_lactis@Seq_2037	sp|Q6CYD8|SHE10_KLULA	100.0
Kluyveromyces_lactis@Seq_2038	sp|Q6CQ13|ATG10_KLULA	100.0
Kluyveromyces_lactis@Seq_2039	tr|Q6CW86|Q6CW86_KLULA	100.0
Kluyveromyces_lactis@Seq_204	tr|Q6CNF5|Q6CNF5_KLULA	100.0
Kluyveromyces_lactis@Seq_2040	tr|Q6CIE8|Q6CIE8_KLULA	100.0
Kluyveromyces_lactis@Seq_2041	tr|Q6CSK3|Q6CSK3_KLULA	89.096
Kluyveromyces_lactis@Seq_2042	tr|Q6CR78|Q6CR78_KLULA	100.0
Kluyveromyces_lactis@Seq_2043	tr|Q6CVX7|Q6CVX7_KLULA	100.0
Kluyveromyces_lactis@Seq_2044	tr|Q6CKD5|Q6CKD5_KLULA	100.0
Kluyveromyces_lactis@Seq_2045	sp|Q6CK58|MSC3_KLULA	100.0
Kluyveromyces_lactis@Seq_2047	tr|Q6CKL3|Q6CKL3_KLULA	100.0
Kluyveromyces_lactis@Seq_2048	tr|Q6CS18|Q6CS18_KLULA	100.0
Kluyveromyces_lactis@Seq_2049	tr|Q6CYG7|Q6CYG7_KLULA	100.0
Kluyveromyces_lactis@Seq_2050	tr|Q6CYH4|Q6CYH4_KLULA	100.0
Kluyveromyces_lactis@Seq_2051	tr|Q6CVG1|Q6CVG1_KLULA	100.0
Kluyveromyces_lactis@Seq_2052	tr|Q6CRF7|Q6CRF7_KLULA	100.0
Kluyveromyces_lactis@Seq_2053	tr|Q6CXY5|Q6CXY5_KLULA	100.0
Kluyveromyces_lactis@Seq_2055	sp|Q6CSG8|U507_KLULA	100.0
Kluyveromyces_lactis@Seq_2056	tr|Q6CJH9|Q6CJH9_KLULA	100.0
Kluyveromyces_lactis@Seq_2057	tr|Q6CSE9|Q6CSE9_KLULA	100.0
Kluyveromyces_lactis@Seq_2058	tr|Q6CXY6|Q6CXY6_KLULA	100.0
Kluyveromyces_lactis@Seq_2059	tr|F2Z642|F2Z642_KLULA	100.0
Kluyveromyces_lactis@Seq_206	tr|Q6CKM2|Q6CKM2_KLULA	100.0
Kluyveromyces_lactis@Seq_2060	sp|Q6CQV4|CFD1_KLULA	100.0
Kluyveromyces_lactis@Seq_2061	sp|Q6CMB8|EAF1_KLULA	100.0
Kluyveromyces_lactis@Seq_2062	sp|Q6CS52|OCA5_KLULA	100.0
Kluyveromyces_lactis@Seq_2063	tr|Q6CV48|Q6CV48_KLULA	100.0
Kluyveromyces_lactis@Seq_2064	tr|Q6CMT7|Q6CMT7_KLULA	100.0
Kluyveromyces_lactis@Seq_2065	tr|Q6CSM7|Q6CSM7_KLULA	100.0
Kluyveromyces_lactis@Seq_2066	tr|Q6CTV1|Q6CTV1_KLULA	100.0
Kluyveromyces_lactis@Seq_2067	tr|Q6CQH1|Q6CQH1_KLULA	100.0
Kluyveromyces_lactis@Seq_2068	tr|Q6CTQ1|Q6CTQ1_KLULA	100.0
Kluyveromyces_lactis@Seq_2069	tr|Q6CWL8|Q6CWL8_KLULA	100.0
Kluyveromyces_lactis@Seq_207	sp|O74190|ATPO_KLULA	100.0
Kluyveromyces_lactis@Seq_2070	tr|Q6CW57|Q6CW57_KLULA	100.0
Kluyveromyces_lactis@Seq_2071	tr|Q6CRF0|Q6CRF0_KLULA	100.0
Kluyveromyces_lactis@Seq_2072	tr|Q6CMI3|Q6CMI3_KLULA	100.0
Kluyveromyces_lactis@Seq_2073	tr|Q6CJT9|Q6CJT9_KLULA	100.0
Kluyveromyces_lactis@Seq_2074	tr|Q6CS10|Q6CS10_KLULA	100.0
Kluyveromyces_lactis@Seq_2075	tr|B4UN75|B4UN75_KLULA	100.0
Kluyveromyces_lactis@Seq_2076	sp|Q6CJR2|ALG8_KLULA	100.0
Kluyveromyces_lactis@Seq_2077	tr|Q6CVX3|Q6CVX3_KLULA	100.0
Kluyveromyces_lactis@Seq_2078	tr|Q6CUY2|Q6CUY2_KLULA	100.0
Kluyveromyces_lactis@Seq_208	tr|Q6CWU0|Q6CWU0_KLULA	100.0
Kluyveromyces_lactis@Seq_2080	sp|Q6CKH1|SWC5_KLULA	100.0
Kluyveromyces_lactis@Seq_2081	tr|Q6CIE9|Q6CIE9_KLULA	100.0
Kluyveromyces_lactis@Seq_2082	tr|Q6CLA5|Q6CLA5_KLULA	100.0
Kluyveromyces_lactis@Seq_2083	tr|Q6CQ68|Q6CQ68_KLULA	100.0
Kluyveromyces_lactis@Seq_2084	sp|Q6CQI2|CWC15_KLULA	100.0
Kluyveromyces_lactis@Seq_2085	tr|Q6CK47|Q6CK47_KLULA	100.0
Kluyveromyces_lactis@Seq_2086	tr|Q6CUI7|Q6CUI7_KLULA	100.0
Kluyveromyces_lactis@Seq_2087	tr|Q6CKV5|Q6CKV5_KLULA	100.0
Kluyveromyces_lactis@Seq_2088	tr|Q6CSK8|Q6CSK8_KLULA	100.0
Kluyveromyces_lactis@Seq_2089	tr|Q6CKP0|Q6CKP0_KLULA	100.0
Kluyveromyces_lactis@Seq_209	tr|B5FV97|B5FV97_KLULA	100.0
Kluyveromyces_lactis@Seq_2090	tr|Q6CY28|Q6CY28_KLULA	100.0
Kluyveromyces_lactis@Seq_2091	tr|Q6CWT5|Q6CWT5_KLULA	100.0
Kluyveromyces_lactis@Seq_2092	tr|Q6CRL4|Q6CRL4_KLULA	100.0
Kluyveromyces_lactis@Seq_2093	tr|Q6CVN4|Q6CVN4_KLULA	100.0
Kluyveromyces_lactis@Seq_2094	tr|Q6CUE7|Q6CUE7_KLULA	100.0
Kluyveromyces_lactis@Seq_2095	tr|Q6CNT3|Q6CNT3_KLULA	100.0
Kluyveromyces_lactis@Seq_2096	tr|Q6CMD5|Q6CMD5_KLULA	100.0
Kluyveromyces_lactis@Seq_2097	tr|Q6CV09|Q6CV09_KLULA	100.0
Kluyveromyces_lactis@Seq_2098	tr|Q6CVD8|Q6CVD8_KLULA	100.0
Kluyveromyces_lactis@Seq_2099	sp|Q6CQQ0|MED18_KLULA	100.0
Kluyveromyces_lactis@Seq_21	tr|Q6CKI6|Q6CKI6_KLULA	100.0
Kluyveromyces_lactis@Seq_210	tr|Q6CQA4|Q6CQA4_KLULA	100.0
Kluyveromyces_lactis@Seq_2100	sp|Q6CJA0|SEC22_KLULA	100.0
Kluyveromyces_lactis@Seq_2101	tr|Q6CXP2|Q6CXP2_KLULA	100.0
Kluyveromyces_lactis@Seq_2102	tr|Q6CU06|Q6CU06_KLULA	100.0
Kluyveromyces_lactis@Seq_2103	sp|Q6CP23|PAN3_KLULA	100.0
Kluyveromyces_lactis@Seq_2104	tr|Q6CP90|Q6CP90_KLULA	100.0
Kluyveromyces_lactis@Seq_2105	sp|P81205|SPT4_KLULA	100.0
Kluyveromyces_lactis@Seq_2106	tr|Q6CUM1|Q6CUM1_KLULA	100.0
Kluyveromyces_lactis@Seq_2107	tr|Q6CLE4|Q6CLE4_KLULA	99.333
Kluyveromyces_lactis@Seq_2108	tr|Q6CV30|Q6CV30_KLULA	100.0
Kluyveromyces_lactis@Seq_2109	tr|Q6CWI3|Q6CWI3_KLULA	99.413
Kluyveromyces_lactis@Seq_211	tr|Q6CV01|Q6CV01_KLULA	100.0
Kluyveromyces_lactis@Seq_2110	sp|Q6CQC4|PUS5_KLULA	100.0
Kluyveromyces_lactis@Seq_2111	tr|Q6CR30|Q6CR30_KLULA	100.0
Kluyveromyces_lactis@Seq_2112	tr|Q6CXI6|Q6CXI6_KLULA	100.0
Kluyveromyces_lactis@Seq_2113	sp|Q6CU52|AIM9_KLULA	100.0
Kluyveromyces_lactis@Seq_2114	sp|P00723|BGAL_KLULA	100.0
Kluyveromyces_lactis@Seq_2115	sp|Q6CU59|YTM1_KLULA	100.0
Kluyveromyces_lactis@Seq_2116	tr|F2Z6A3|F2Z6A3_KLULA	100.0
Kluyveromyces_lactis@Seq_2117	sp|Q6CXB7|HAS1_KLULA	100.0
Kluyveromyces_lactis@Seq_2118	tr|Q6CM66|Q6CM66_KLULA	100.0
Kluyveromyces_lactis@Seq_2119	tr|Q6CQV2|Q6CQV2_KLULA	100.0
Kluyveromyces_lactis@Seq_212	tr|Q6CLU2|Q6CLU2_KLULA	100.0
Kluyveromyces_lactis@Seq_2120	tr|B5FV81|B5FV81_KLULA	100.0
Kluyveromyces_lactis@Seq_2121	tr|Q6CMW8|Q6CMW8_KLULA	100.0
Kluyveromyces_lactis@Seq_2122	tr|Q6CJJ5|Q6CJJ5_KLULA	100.0
Kluyveromyces_lactis@Seq_2123	sp|Q6CMA5|ATP22_KLULA	100.0
Kluyveromyces_lactis@Seq_2124	tr|Q6CP82|Q6CP82_KLULA	100.0
Kluyveromyces_lactis@Seq_2125	tr|Q6CWK8|Q6CWK8_KLULA	100.0
Kluyveromyces_lactis@Seq_2126	sp|Q6CQH2|TRM82_KLULA	100.0
Kluyveromyces_lactis@Seq_2127	tr|Q6CRF3|Q6CRF3_KLULA	100.0
Kluyveromyces_lactis@Seq_2128	tr|Q6CWZ0|Q6CWZ0_KLULA	100.0
Kluyveromyces_lactis@Seq_2129	sp|Q6CWS4|LONP2_KLULA	100.0
Kluyveromyces_lactis@Seq_213	tr|Q6CP68|Q6CP68_KLULA	100.0
Kluyveromyces_lactis@Seq_2130	sp|Q6CQ61|SSU72_KLULA	100.0
Kluyveromyces_lactis@Seq_2131	tr|Q6CVT2|Q6CVT2_KLULA	100.0
Kluyveromyces_lactis@Seq_2132	tr|Q6CL48|Q6CL48_KLULA	100.0
Kluyveromyces_lactis@Seq_2133	tr|Q6CY35|Q6CY35_KLULA	100.0
Kluyveromyces_lactis@Seq_2134	sp|Q6CS27|MCR1_KLULA	100.0
Kluyveromyces_lactis@Seq_2135	tr|Q6CPU9|Q6CPU9_KLULA	100.0
Kluyveromyces_lactis@Seq_2136	tr|Q6CXT0|Q6CXT0_KLULA	100.0
Kluyveromyces_lactis@Seq_2137	tr|Q6CPQ7|Q6CPQ7_KLULA	100.0
Kluyveromyces_lactis@Seq_2138	tr|Q6CXS4|Q6CXS4_KLULA	100.0
Kluyveromyces_lactis@Seq_2139	sp|Q6CJX3|TIM13_KLULA	100.0
Kluyveromyces_lactis@Seq_214	tr|Q6CV22|Q6CV22_KLULA	100.0
Kluyveromyces_lactis@Seq_2140	tr|Q6CKM0|Q6CKM0_KLULA	100.0
Kluyveromyces_lactis@Seq_2141	tr|Q6CN16|Q6CN16_KLULA	100.0
Kluyveromyces_lactis@Seq_2142	tr|Q6CL63|Q6CL63_KLULA	100.0
Kluyveromyces_lactis@Seq_2143	tr|Q6CL53|Q6CL53_KLULA	100.0
Kluyveromyces_lactis@Seq_2144	tr|Q6CX33|Q6CX33_KLULA	100.0
Kluyveromyces_lactis@Seq_2145	tr|Q6CK24|Q6CK24_KLULA	100.0
Kluyveromyces_lactis@Seq_2146	sp|Q6CPR4|NKP1_KLULA	100.0
Kluyveromyces_lactis@Seq_2147	tr|Q6CXT5|Q6CXT5_KLULA	100.0
Kluyveromyces_lactis@Seq_2148	tr|Q6CQ11|Q6CQ11_KLULA	100.0
Kluyveromyces_lactis@Seq_2149	sp|Q6CN12|RSSA_KLULA	100.0
Kluyveromyces_lactis@Seq_215	tr|Q6CIW6|Q6CIW6_KLULA	100.0
Kluyveromyces_lactis@Seq_2150	tr|Q6CSQ2|Q6CSQ2_KLULA	100.0
Kluyveromyces_lactis@Seq_2151	tr|Q6CTY7|Q6CTY7_KLULA	100.0
Kluyveromyces_lactis@Seq_2152	tr|Q6CUY7|Q6CUY7_KLULA	100.0
Kluyveromyces_lactis@Seq_2153	tr|Q6CKR5|Q6CKR5_KLULA	100.0
Kluyveromyces_lactis@Seq_2155	tr|Q6CUT7|Q6CUT7_KLULA	100.0
Kluyveromyces_lactis@Seq_2156	tr|Q6CNI0|Q6CNI0_KLULA	100.0
Kluyveromyces_lactis@Seq_2157	tr|Q6CV00|Q6CV00_KLULA	100.0
Kluyveromyces_lactis@Seq_2158	tr|Q6CY78|Q6CY78_KLULA	100.0
Kluyveromyces_lactis@Seq_2159	tr|Q6CSF9|Q6CSF9_KLULA	100.0
Kluyveromyces_lactis@Seq_216	tr|Q6CXF9|Q6CXF9_KLULA	100.0
Kluyveromyces_lactis@Seq_2160	tr|Q6CX72|Q6CX72_KLULA	100.0
Kluyveromyces_lactis@Seq_2161	tr|Q6CQP0|Q6CQP0_KLULA	100.0
Kluyveromyces_lactis@Seq_2162	tr|Q6CVF8|Q6CVF8_KLULA	100.0
Kluyveromyces_lactis@Seq_2163	tr|Q6CXR6|Q6CXR6_KLULA	100.0
Kluyveromyces_lactis@Seq_2164	tr|Q6CYD9|Q6CYD9_KLULA	100.0
Kluyveromyces_lactis@Seq_2165	tr|Q6CU67|Q6CU67_KLULA	100.0
Kluyveromyces_lactis@Seq_2166	tr|Q6CW93|Q6CW93_KLULA	100.0
Kluyveromyces_lactis@Seq_2167	tr|Q6CK55|Q6CK55_KLULA	100.0
Kluyveromyces_lactis@Seq_2168	tr|Q6CPZ5|Q6CPZ5_KLULA	100.0
Kluyveromyces_lactis@Seq_2169	tr|Q6CUI3|Q6CUI3_KLULA	100.0
Kluyveromyces_lactis@Seq_217	sp|P09609|GAL10_KLULA	100.0
Kluyveromyces_lactis@Seq_2170	tr|Q6CNE6|Q6CNE6_KLULA	100.0
Kluyveromyces_lactis@Seq_2171	tr|Q6CVH1|Q6CVH1_KLULA	100.0
Kluyveromyces_lactis@Seq_2172	tr|Q6CVP0|Q6CVP0_KLULA	100.0
Kluyveromyces_lactis@Seq_2173	tr|Q6CWH4|Q6CWH4_KLULA	100.0
Kluyveromyces_lactis@Seq_2174	tr|Q6CLK0|Q6CLK0_KLULA	100.0
Kluyveromyces_lactis@Seq_2175	tr|Q6CWQ9|Q6CWQ9_KLULA	100.0
Kluyveromyces_lactis@Seq_2176	tr|Q6CU85|Q6CU85_KLULA	100.0
Kluyveromyces_lactis@Seq_2177	sp|Q6CUC1|AIM34_KLULA	100.0
Kluyveromyces_lactis@Seq_2178	tr|Q6CJK1|Q6CJK1_KLULA	100.0
Kluyveromyces_lactis@Seq_2179	sp|Q6CL84|CD123_KLULA	100.0
Kluyveromyces_lactis@Seq_218	tr|B4UNA3|B4UNA3_KLULA	97.64200000000001
Kluyveromyces_lactis@Seq_2180	sp|Q6CS47|COX19_KLULA	100.0
Kluyveromyces_lactis@Seq_2181	tr|Q6CYG6|Q6CYG6_KLULA	100.0
Kluyveromyces_lactis@Seq_2182	tr|Q6CS01|Q6CS01_KLULA	100.0
Kluyveromyces_lactis@Seq_2183	tr|Q6CPJ2|Q6CPJ2_KLULA	100.0
Kluyveromyces_lactis@Seq_2184	sp|Q6CUZ8|FKBP2_KLULA	100.0
Kluyveromyces_lactis@Seq_2185	tr|Q6CIR9|Q6CIR9_KLULA	100.0
Kluyveromyces_lactis@Seq_2186	tr|Q6CJH5|Q6CJH5_KLULA	100.0
Kluyveromyces_lactis@Seq_2187	tr|Q6CLD0|Q6CLD0_KLULA	100.0
Kluyveromyces_lactis@Seq_2188	tr|Q6CM64|Q6CM64_KLULA	100.0
Kluyveromyces_lactis@Seq_2189	tr|Q6CPU2|Q6CPU2_KLULA	100.0
Kluyveromyces_lactis@Seq_219	sp|P26375|ABF1_KLULA	100.0
Kluyveromyces_lactis@Seq_2190	sp|Q6CK52|MTC2_KLULA	100.0
Kluyveromyces_lactis@Seq_2191	tr|Q6CK54|Q6CK54_KLULA	100.0
Kluyveromyces_lactis@Seq_2192	sp|Q9Y761|GNT1A_KLULA	100.0
Kluyveromyces_lactis@Seq_2193	tr|Q6CJU3|Q6CJU3_KLULA	100.0
Kluyveromyces_lactis@Seq_2194	sp|Q6CIN9|BST1_KLULA	100.0
Kluyveromyces_lactis@Seq_2196	tr|Q6CIW1|Q6CIW1_KLULA	100.0
Kluyveromyces_lactis@Seq_2197	tr|Q6CLX0|Q6CLX0_KLULA	98.404
Kluyveromyces_lactis@Seq_2198	tr|Q6CN55|Q6CN55_KLULA	100.0
Kluyveromyces_lactis@Seq_2199	sp|P07921|LACP_KLULA	100.0
Kluyveromyces_lactis@Seq_22	tr|Q6CMP1|Q6CMP1_KLULA	100.0
Kluyveromyces_lactis@Seq_220	sp|Q6CPY9|SC61A_KLULA	100.0
Kluyveromyces_lactis@Seq_2200	sp|O13366|ODPA_KLULA	100.0
Kluyveromyces_lactis@Seq_2201	tr|Q6CNI9|Q6CNI9_KLULA	100.0
Kluyveromyces_lactis@Seq_2202	tr|Q6CUR0|Q6CUR0_KLULA	100.0
Kluyveromyces_lactis@Seq_2203	tr|Q6CLC4|Q6CLC4_KLULA	100.0
Kluyveromyces_lactis@Seq_2204	tr|Q6CP42|Q6CP42_KLULA	100.0
Kluyveromyces_lactis@Seq_2205	tr|Q6CNF4|Q6CNF4_KLULA	100.0
Kluyveromyces_lactis@Seq_2206	tr|Q6CN98|Q6CN98_KLULA	100.0
Kluyveromyces_lactis@Seq_2207	tr|Q6CLT9|Q6CLT9_KLULA	100.0
Kluyveromyces_lactis@Seq_2208	tr|Q6CJL5|Q6CJL5_KLULA	100.0
Kluyveromyces_lactis@Seq_2209	tr|Q6CUC2|Q6CUC2_KLULA	100.0
Kluyveromyces_lactis@Seq_221	tr|Q6CSE3|Q6CSE3_KLULA	100.0
Kluyveromyces_lactis@Seq_2210	tr|Q6CMR8|Q6CMR8_KLULA	96.55799999999999
Kluyveromyces_lactis@Seq_2211	tr|Q6CIT8|Q6CIT8_KLULA	100.0
Kluyveromyces_lactis@Seq_2212	tr|Q6CQS0|Q6CQS0_KLULA	100.0
Kluyveromyces_lactis@Seq_2213	sp|Q6CMA8|SBE2_KLULA	100.0
Kluyveromyces_lactis@Seq_2214	tr|Q6CUB1|Q6CUB1_KLULA	100.0
Kluyveromyces_lactis@Seq_2215	tr|Q6CR44|Q6CR44_KLULA	100.0
Kluyveromyces_lactis@Seq_2216	sp|Q6CS90|DPH2_KLULA	100.0
Kluyveromyces_lactis@Seq_2217	tr|Q6CIE4|Q6CIE4_KLULA	100.0
Kluyveromyces_lactis@Seq_2218	tr|Q6CIR2|Q6CIR2_KLULA	100.0
Kluyveromyces_lactis@Seq_2219	tr|Q6CMC5|Q6CMC5_KLULA	100.0
Kluyveromyces_lactis@Seq_222	tr|Q6CSB6|Q6CSB6_KLULA	100.0
Kluyveromyces_lactis@Seq_2220	tr|Q6CID8|Q6CID8_KLULA	100.0
