complex type	sequence id	index	ortholog
SNARE complex	Candida_albicans@C2_00420W_A	12_3807	OG5023
SNARE complex	Candida_albicans@C2_02210C_B	12_5900	OG4194
SNARE complex	Candida_albicans@C2_09680W_A	12_1446	OG3087
SNARE complex	Candida_albicans@C2_09740W_A	12_3295	OG1324
SNARE complex	Candida_albicans@C3_03400C_A	12_189	OG3761
SNARE complex	Candida_albicans@C3_04320W_A	12_4421	OG3849
SNARE complex	Candida_albicans@C5_02720W_A	12_3254	OG3827
SNARE complex	Candida_albicans@C5_04150C_A	12_2435	OG4038
SNARE complex	Candida_albicans@C6_00240C_A	12_2425	OG2767
SNARE complex	Candida_albicans@C6_01100W_A	12_5523	OG2698
SNARE complex	Candida_albicans@C6_02570C_A	12_1175	OG2799
SNARE complex	Candida_albicans@C6_02680W_A	12_4835	OG5174
SNARE complex	Candida_albicans@C6_03300C_A	12_805	OG2700
SNARE complex	Candida_albicans@C7_01740C_A	12_324	OG2995
SNARE complex	Candida_albicans@C7_04270C_A	12_5957	OG2474
SNARE complex	Candida_albicans@CR_01190C_A	12_2244	OG4454
SNARE complex	Candida_albicans@CR_01350C_A	12_757	OG2334
SNARE complex	Candida_albicans@CR_03140C_A	12_5284	OG3844
SNARE complex	Candida_albicans@CR_03970C_A	12_694	OG3515
SPOTS complex	Candida_albicans@C1_09990W_A	12_5589	OG1743
SPOTS complex	Candida_albicans@C1_13900C_A	12_5747	OG1683
SPOTS complex	Candida_albicans@C6_03770C_A	12_5968	OG3178
SPOTS complex	Candida_albicans@CR_08640C_A	12_2197	OG2382
SUMO activating enzyme complex	Candida_albicans@C1_08020W_A	12_260	OG1713
SUMO activating enzyme complex	Candida_albicans@CR_02770C_A	12_1164	OG3105
SUMO-targeted ubiquitin ligase complex	Candida_albicans@C2_02240C_A	12_2132	OG5209
SUMO-targeted ubiquitin ligase complex	Candida_albicans@C3_00310C_A	12_3634	OG4606
SWI/SNF complex	Candida_albicans@C1_03310W_A	12_5928	OG3922
SWI/SNF complex	Candida_albicans@C1_05780W_A	12_4449	OG2710
SWI/SNF complex	Candida_albicans@C1_07080W_A	12_1004	OG8031
SWI/SNF complex	Candida_albicans@C1_08160W_A	12_5797	OG3708
SWI/SNF complex	Candida_albicans@C1_14240W_A	12_963	OG1718
SWI/SNF complex	Candida_albicans@C2_02100W_A	12_1356	OG1051
SWI/SNF complex	Candida_albicans@C2_03930C_A	12_1953	OG6012
SWI/SNF complex	Candida_albicans@C2_04220C_A	12_690	OG1464
SWI/SNF complex	Candida_albicans@C2_04620W_B	12_1650	OG3183
SWI/SNF complex	Candida_albicans@C2_07100W_A	12_5158	OG3955
SWI/SNF complex	Candida_albicans@C3_01030W_A	12_3963	OG4121
SWI/SNF complex	Candida_albicans@C3_04290C_A	12_3392	OG3052
SWI/SNF complex	Candida_albicans@C4_00300C_A	12_463	OG4037
SWI/SNF complex	Candida_albicans@C6_03350C_B	12_2053	OG2949
SWI/SNF superfamily-type complex	Candida_albicans@C1_02750C_A	12_2220	OG1415
SWI/SNF superfamily-type complex	Candida_albicans@C2_00830C_A	12_4528	OG4992
Scc2-Scc4 cohesin loading complex	Candida_albicans@C4_07220C_A	12_933	OG2802
Sec61 translocon complex	Candida_albicans@C1_05530C_A	12_2707	OG4221
Sec61 translocon complex	Candida_albicans@C3_06750W_A	12_3839	OG4207
Sec61 translocon complex	Candida_albicans@C3_07810C_A	12_2268	OG1391
Sec62/Sec63 complex	Candida_albicans@C1_03340C_A	12_5145	OG3842
Sec62/Sec63 complex	Candida_albicans@C1_09280W_A	12_374	OG6171
Sec62/Sec63 complex	Candida_albicans@C4_00630C_A	12_4244	OG3936
Sec62/Sec63 complex	Candida_albicans@C4_04440W_A	12_3079	OG2641
Sec62/Sec63 complex	Candida_albicans@CR_04080C_A	12_3495	OG2962
Seh1-associated complex	Candida_albicans@C1_02610W_A	12_4994	OG1504
Seh1-associated complex	Candida_albicans@C2_07950W_A	12_2794	OG2333
Seh1-associated complex	Candida_albicans@C3_03170W_A	12_1433	OG3646
Seh1-associated complex	Candida_albicans@C3_03290C_A	12_3641	OG3561
Seh1-associated complex	Candida_albicans@C3_04460W_A	12_54	OG1138
Seh1-associated complex	Candida_albicans@CR_01130W_A	12_6187	OG3845
Seh1-associated complex	Candida_albicans@CR_08680C_A	12_4044	OG3106
Seh1-associated complex	Candida_albicans@CR_10510W_A	12_2959	OG3742
Set1C/COMPASS complex	Candida_albicans@C1_00960C_A	12_4874	OG1097
Set1C/COMPASS complex	Candida_albicans@C1_03250C_A	12_366	OG3650
Set1C/COMPASS complex	Candida_albicans@C1_06030C_B	12_4376	OG5457
Set1C/COMPASS complex	Candida_albicans@C1_07550W_A	12_4657	OG2143
Set1C/COMPASS complex	Candida_albicans@C3_00690C_A	12_2521	OG2874
Set1C/COMPASS complex	Candida_albicans@C5_04160W_A	12_3753	OG4541
Set1C/COMPASS complex	Candida_albicans@C5_04780W_A	12_4570	OG2555
Set1C/COMPASS complex	Candida_albicans@C6_02170C_A	12_1328	OG4300
Set3 complex	Candida_albicans@C1_08700W_A	12_2402	OG3850
Set3 complex	Candida_albicans@C1_09050W_B	12_5635	OG1414
Set3 complex	Candida_albicans@C1_12230W_A	12_3592	OG3542
Set3 complex	Candida_albicans@C1_14140C_A	12_500	OG2805
Set3 complex	Candida_albicans@C2_01330C_A	12_3352	OG9816
Set3 complex	Candida_albicans@C3_00780W_A	12_2002	OG2000
Set3 complex	Candida_albicans@C6_01220C_A	12_6164	OG3482
Set3 complex	Candida_albicans@C7_02380C_A	12_4127	OG1234
Sid2-Mob1 complex	Candida_albicans@C2_06670C_A	12_4060	OG1541
Sid2-Mob1 complex	Candida_albicans@C6_02590C_A	12_3087	OG3432
Sin3-type complex	Candida_albicans@C1_00930C_A	12_1430	OG1453
Sin3-type complex	Candida_albicans@C2_04130W_A	12_2918	OG2296
Sin3-type complex	Candida_albicans@C3_03150W_A	12_6091	OG5832
Sin3-type complex	Candida_albicans@C3_07000W_A	12_5190	OG1363
Sin3-type complex	Candida_albicans@C6_02280W_A	12_3866	OG5986
Sin3-type complex	Candida_albicans@CR_02760C_A	12_1592	OG1363
Sin3-type complex	Candida_albicans@CR_06780W_A	12_879	OG4453
Ski complex	Candida_albicans@C1_09830W_A	12_425	OG1990
Ski complex	Candida_albicans@C6_03890C_A	12_5824	OG2483
Ski complex	Candida_albicans@CR_08570W_A	12_4954	OG1036
Slx1-Slx4 complex	Candida_albicans@C4_02590C_A	12_698	OG17850
Slx1-Slx4 complex	Candida_albicans@C5_00230C_A	12_298	OG4474
Smc5-Smc6 complex	Candida_albicans@C3_06200C_A	12_196	OG4635
Smc5-Smc6 complex	Candida_albicans@C4_00800W_A	12_5129	OG3119
Smc5-Smc6 complex	Candida_albicans@C4_03170W_A	12_5321	OG5997
Smc5-Smc6 complex	Candida_albicans@C5_04790C_A	12_3669	OG4687
Smc5-Smc6 complex	Candida_albicans@C7_01580W_A	12_5183	OG1841
Smc5-Smc6 complex	Candida_albicans@CR_03100W_A	12_5236	OG3326
Ssh1 translocon complex	Candida_albicans@C1_05530C_A	12_2707	OG4221
Ssh1 translocon complex	Candida_albicans@C3_06750W_A	12_3839	OG4207
Ssh1 translocon complex	Candida_albicans@CR_01490C_A	12_2027	OG2011
Ste12p-Dig1p-Dig2p complex	Candida_albicans@C1_07370C_A	12_4633	OG3216
Ste12p-Dig1p-Dig2p complex	Candida_albicans@C3_01800C_A	12_82	OG5757
Swi5-Sfr1 complex	Candida_albicans@C1_07980C_A	12_4262	OG5519
Swr1 complex	Candida_albicans@C1_10330C_A	12_67	OG2813
Swr1 complex	Candida_albicans@C1_13700W_A	12_1500	OG1896
Swr1 complex	Candida_albicans@C2_04770W_A	12_443	OG5357
Swr1 complex	Candida_albicans@C2_04780W_A	12_209	OG5357
Swr1 complex	Candida_albicans@C2_07560W_A	12_1170	OG1949
Swr1 complex	Candida_albicans@C3_03280C_A	12_5357	OG4208
Swr1 complex	Candida_albicans@C4_01130C_A	12_112	OG7654
Swr1 complex	Candida_albicans@C4_06800W_A	12_3482	OG1721
Swr1 complex	Candida_albicans@C5_00200C_A	12_4353	OG2481
Swr1 complex	Candida_albicans@C6_01850W_A	12_1825	OG3609
Swr1 complex	Candida_albicans@C6_03350C_B	12_2053	OG2949
Swr1 complex	Candida_albicans@C6_03950C_A	12_5036	OG2885
Swr1 complex	Candida_albicans@C7_01810W_A	12_1159	OG2118
Swr1 complex	Candida_albicans@C7_03770C_A	12_30	OG3717
Swr1 complex	Candida_albicans@CR_00400C_A	12_5046	OG2653
TACC/TOG complex	Candida_albicans@CR_09520C_A	12_1109	OG1672
THO complex part of transcription export complex	Candida_albicans@C2_04870C_A	12_3413	OG2611
THO complex part of transcription export complex	Candida_albicans@C5_00840W_A	12_4043	OG3822
TIM22 mitochondrial import inner membrane insertion complex	Candida_albicans@C2_08310W_A	12_5425	OG3016
TIM22 mitochondrial import inner membrane insertion complex	Candida_albicans@C4_01740W_A	12_6096	OG4069
TIM22 mitochondrial import inner membrane insertion complex	Candida_albicans@C5_05280C_A	12_4113	OG4286
TIM22 mitochondrial import inner membrane insertion complex	Candida_albicans@C7_03120W_A	12_88	OG3490
TIM22 mitochondrial import inner membrane insertion complex	Candida_albicans@C7_03630C_A	12_1410	OG4297
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C1_00460W_A	12_995	OG3555
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C1_02350W_A	12_2763	OG2395
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C1_11220C_A	12_4300	OG2080
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C1_14150C_A	12_1087	OG2858
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C2_04680W_A	12_2381	OG3077
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C2_09900C_A	12_5275	OG2694
TIM23 mitochondrial import inner membrane translocase complex	Candida_albicans@C4_00520W_A	12_5611	OG2440
TORC1 complex	Candida_albicans@C1_03630W_A	12_3247	OG2745
TORC1 complex	Candida_albicans@C1_04810W_A	12_3098	OG6322
TORC1 complex	Candida_albicans@C1_05460W_A	12_1357	OG1034
TORC1 complex	Candida_albicans@C2_07330W_A	12_6118	OG1035
TORC1 complex	Candida_albicans@C7_00210C_A	12_5489	OG2955
TORC1 complex	Candida_albicans@CR_06090W_A	12_1947	OG2387
TORC1 complex	Candida_albicans@CR_10660W_A	12_2065	OG2171
TORC2 complex	Candida_albicans@C1_03630W_A	12_3247	OG2745
TORC2 complex	Candida_albicans@C1_12430W_A	12_1304	OG1286
TORC2 complex	Candida_albicans@C2_07330W_A	12_6118	OG1035
TORC2 complex	Candida_albicans@C2_08920W_A	12_46	OG4027
TORC2 complex	Candida_albicans@C7_00210C_A	12_5489	OG2955
TORC2 complex	Candida_albicans@CR_06090W_A	12_1947	OG2387
TORC2 complex	Candida_albicans@CR_07580C_A	12_5427	OG3133
TORC2 complex	Candida_albicans@CR_10660W_A	12_2065	OG2171
TRAMP complex	Candida_albicans@C1_05360C_A	12_2414	OG1295
TRAMP complex	Candida_albicans@C1_09790C_A	12_5222	OG5169
TRAMP complex	Candida_albicans@C3_04420W_A	12_4634	OG2610
TRAMP complex	Candida_albicans@C7_03400C_A	12_4524	OG1036
TRAPP complex	Candida_albicans@C1_02160W_A	12_2910	OG4059
TRAPP complex	Candida_albicans@C2_02870W_A	12_3131	OG3083
TRAPP complex	Candida_albicans@C3_03060W_A	12_3908	OG4039
TRAPP complex	Candida_albicans@C7_02180C_A	12_5680	OG3975
TRAPP complex	Candida_albicans@CR_10390W_A	12_1029	OG3309
TRAPPI protein complex	Candida_albicans@C1_01260C_A	12_4411	OG1925
TRAPPI protein complex	Candida_albicans@C1_02160W_A	12_2910	OG4059
TRAPPI protein complex	Candida_albicans@C2_02870W_A	12_3131	OG3083
TRAPPI protein complex	Candida_albicans@C3_03060W_A	12_3908	OG4039
TRAPPI protein complex	Candida_albicans@C7_02180C_A	12_5680	OG3975
TRAPPI protein complex	Candida_albicans@CR_10390W_A	12_1029	OG3309
TRAPPII protein complex	Candida_albicans@C1_01260C_A	12_4411	OG1925
TRAPPII protein complex	Candida_albicans@C1_02160W_A	12_2910	OG4059
TRAPPII protein complex	Candida_albicans@C1_05320C_A	12_3672	OG5306
TRAPPII protein complex	Candida_albicans@C2_02870W_A	12_3131	OG3083
TRAPPII protein complex	Candida_albicans@C3_03060W_A	12_3908	OG4039
TRAPPII protein complex	Candida_albicans@C4_05790W_A	12_3055	OG2318
TRAPPII protein complex	Candida_albicans@C4_06460C_A	12_5753	OG4634
TRAPPII protein complex	Candida_albicans@C7_02180C_A	12_5680	OG3975
TRAPPII protein complex	Candida_albicans@CR_10290C_A	12_1086	OG2234
TRAPPII protein complex	Candida_albicans@CR_10390W_A	12_1029	OG3309
TRAPPIII protein complex	Candida_albicans@C1_01260C_A	12_4411	OG1925
TRAPPIII protein complex	Candida_albicans@C1_02160W_A	12_2910	OG4059
TRAPPIII protein complex	Candida_albicans@C1_12520W_A	12_2058	OG3730
TRAPPIII protein complex	Candida_albicans@C2_02870W_A	12_3131	OG3083
TRAPPIII protein complex	Candida_albicans@C3_03060W_A	12_3908	OG4039
TRAPPIII protein complex	Candida_albicans@C7_02180C_A	12_5680	OG3975
TRAPPIII protein complex	Candida_albicans@CR_10390W_A	12_1029	OG3309
TRC complex	Candida_albicans@C2_02830C_A	12_2529	OG3316
TRC complex	Candida_albicans@C5_01890W_A	12_2049	OG5637
TRC complex	Candida_albicans@C5_02210W_A	12_1488	OG2536
TRC complex	Candida_albicans@C7_03830C_A	12_2883	OG4818
TRC complex	Candida_albicans@CR_04200W_A	12_3606	OG1917
TRC complex	Candida_albicans@CR_08250C_A	12_5455	OG1037
TSC1-TSC2 complex	Candida_albicans@C2_06090W_A	12_95	OG5469
TSC1-TSC2 complex	Candida_albicans@C4_05420C_B	12_4068	OG4458
Tec1p-Ste12p-Dig1p complex	Candida_albicans@C1_07370C_A	12_4633	OG3216
Tec1p-Ste12p-Dig1p complex	Candida_albicans@C3_04530C_A	12_924	OG4821
Tor2-Mei2-Ste11 complex	Candida_albicans@C2_07330W_A	12_6118	OG1035
U1 snRNP	Candida_albicans@C1_08890C_A	12_1348	OG3985
U1 snRNP	Candida_albicans@C2_01820C_A	12_5946	OG5290
U1 snRNP	Candida_albicans@C2_01830W_B	12_5985	OG2378
U1 snRNP	Candida_albicans@C2_03880C_A	12_898	OG3543
U1 snRNP	Candida_albicans@C2_05540C_A	12_719	OG2974
U1 snRNP	Candida_albicans@C2_06240W_A	12_2784	OG4990
U1 snRNP	Candida_albicans@C2_06300W_A	12_5650	OG4924
U1 snRNP	Candida_albicans@C2_07520C_A	12_2706	OG1084
U1 snRNP	Candida_albicans@C3_05940C_A	12_2513	OG4441
U1 snRNP	Candida_albicans@C4_06930C_A	12_3696	OG2778
U1 snRNP	Candida_albicans@C5_01510W_A	12_4725	OG3454
U1 snRNP	Candida_albicans@C5_03110C_A	12_3024	OG4627
U1 snRNP	Candida_albicans@C6_00530C_A	12_5407	OG3423
U1 snRNP	Candida_albicans@CR_01050C_A	12_5996	OG4047
U1 snRNP	Candida_albicans@CR_03750C_A	12_974	OG4179
U1 snRNP	Candida_albicans@CR_07510W_A	12_4848	OG2733
U1 snRNP	Candida_albicans@CR_10820W_A	12_5390	OG2905
U12-type spliceosomal complex	Candida_albicans@C2_03880C_A	12_898	OG3543
U12-type spliceosomal complex	Candida_albicans@C5_01510W_A	12_4725	OG3454
U12-type spliceosomal complex	Candida_albicans@C5_03400C_A	12_1918	OG3632
U12-type spliceosomal complex	Candida_albicans@CR_10820W_A	12_5390	OG2905
U2 snRNP	Candida_albicans@C1_01850C_A	12_516	OG1853
U2 snRNP	Candida_albicans@C1_04120C_A	12_5123	OG3264
U2 snRNP	Candida_albicans@C1_08660C_A	12_4949	OG4089
U2 snRNP	Candida_albicans@C1_08890C_A	12_1348	OG3985
U2 snRNP	Candida_albicans@C1_09880C_A	12_5179	OG3664
U2 snRNP	Candida_albicans@C1_11680C_A	12_855	OG4084
U2 snRNP	Candida_albicans@C2_03880C_A	12_898	OG3543
U2 snRNP	Candida_albicans@C2_06240W_A	12_2784	OG4990
U2 snRNP	Candida_albicans@C2_06790W_A	12_1876	OG4608
U2 snRNP	Candida_albicans@C2_07060W_A	12_4222	OG4217
U2 snRNP	Candida_albicans@C3_00660W_A	12_4062	OG2009
U2 snRNP	Candida_albicans@C3_05540C_A	12_676	OG5082
U2 snRNP	Candida_albicans@C3_05880C_A	12_5260	OG3818
U2 snRNP	Candida_albicans@C4_01280C_A	12_3597	OG2660
U2 snRNP	Candida_albicans@C4_03150W_A	12_1106	OG1592
U2 snRNP	Candida_albicans@C4_05750C_A	12_4577	OG3852
U2 snRNP	Candida_albicans@C5_01510W_A	12_4725	OG3454
U2 snRNP	Candida_albicans@C5_03110C_A	12_3024	OG4627
U2 snRNP	Candida_albicans@C6_00530C_A	12_5407	OG3423
U2 snRNP	Candida_albicans@C6_03910C_A	12_1374	OG4840
U2 snRNP	Candida_albicans@CR_07510W_A	12_4848	OG2733
U2 snRNP	Candida_albicans@CR_10060W_A	12_3657	OG2975
U2 snRNP	Candida_albicans@CR_10820W_A	12_5390	OG2905
U2-type catalytic step 1 spliceosome	Candida_albicans@C1_09370W_A	12_6148	OG4163
U2-type catalytic step 1 spliceosome	Candida_albicans@C1_11280W_A	12_4902	OG3004
U2-type catalytic step 1 spliceosome	Candida_albicans@C2_10810W_A	12_631	OG3741
U2-type catalytic step 1 spliceosome	Candida_albicans@C3_00100W_A	12_6106	OG3390
U2-type catalytic step 1 spliceosome	Candida_albicans@C3_03330C_A	12_5950	OG1790
U2-type catalytic step 1 spliceosome	Candida_albicans@C3_04230W_A	12_5512	OG1004
U2-type catalytic step 1 spliceosome	Candida_albicans@C3_07480W_A	12_5723	OG3223
U2-type catalytic step 1 spliceosome	Candida_albicans@C4_06410W_A	12_1189	OG2650
U2-type catalytic step 1 spliceosome	Candida_albicans@C6_02440C_A	12_1767	OG4013
U2-type catalytic step 1 spliceosome	Candida_albicans@C7_03530C_A	12_2418	OG3916
U2-type catalytic step 1 spliceosome	Candida_albicans@C7_04290W_A	12_3745	OG4987
U2-type catalytic step 2 spliceosome	Candida_albicans@C1_11280W_A	12_4902	OG3004
U2-type catalytic step 2 spliceosome	Candida_albicans@C2_04640C_A	12_1540	OG1025
U2-type catalytic step 2 spliceosome	Candida_albicans@C2_10810W_A	12_631	OG3741
U2-type catalytic step 2 spliceosome	Candida_albicans@C3_03330C_A	12_5950	OG1790
U2-type catalytic step 2 spliceosome	Candida_albicans@C4_06410W_A	12_1189	OG2650
U2-type catalytic step 2 spliceosome	Candida_albicans@C5_05370C_A	12_4239	OG1004
U2-type catalytic step 2 spliceosome	Candida_albicans@C6_02440C_A	12_1767	OG4013
U2-type catalytic step 2 spliceosome	Candida_albicans@C7_03530C_A	12_2418	OG3916
U2-type catalytic step 2 spliceosome	Candida_albicans@C7_04290W_A	12_3745	OG4987
U2-type catalytic step 2 spliceosome	Candida_albicans@CR_02590C_A	12_2601	OG1004
U2-type post-mRNA release spliceosomal complex	Candida_albicans@C1_02900C_A	12_5202	OG6180
U2-type post-mRNA release spliceosomal complex	Candida_albicans@C3_03330C_A	12_5950	OG1790
U2-type post-mRNA release spliceosomal complex	Candida_albicans@C4_06410W_A	12_1189	OG2650
U2-type post-mRNA release spliceosomal complex	Candida_albicans@C7_03530C_A	12_2418	OG3916
U2-type post-mRNA release spliceosomal complex	Candida_albicans@C7_04290W_A	12_3745	OG4987
U2-type post-spliceosomal complex	Candida_albicans@C2_00200W_A	12_4468	OG4256
U2-type post-spliceosomal complex	Candida_albicans@C3_06770W_A	12_1838	OG3796
U2-type post-spliceosomal complex	Candida_albicans@C5_05370C_A	12_4239	OG1004
U2-type prespliceosome	Candida_albicans@C1_04990C_A	12_91	OG4742
U2-type prespliceosome	Candida_albicans@C1_08660C_A	12_4949	OG4089
U2-type prespliceosome	Candida_albicans@C1_08890C_A	12_1348	OG3985
U2-type prespliceosome	Candida_albicans@C2_01820C_A	12_5946	OG5290
U2-type prespliceosome	Candida_albicans@C2_01830W_B	12_5985	OG2378
U2-type prespliceosome	Candida_albicans@C2_02770W_A	12_6092	OG3385
U2-type prespliceosome	Candida_albicans@C2_03880C_A	12_898	OG3543
U2-type prespliceosome	Candida_albicans@C2_05540C_A	12_719	OG2974
U2-type prespliceosome	Candida_albicans@C2_06240W_A	12_2784	OG4990
U2-type prespliceosome	Candida_albicans@C2_06300W_A	12_5650	OG4924
U2-type prespliceosome	Candida_albicans@C2_07060W_A	12_4222	OG4217
U2-type prespliceosome	Candida_albicans@C2_07520C_A	12_2706	OG1084
U2-type prespliceosome	Candida_albicans@C3_00660W_A	12_4062	OG2009
U2-type prespliceosome	Candida_albicans@C3_03330C_A	12_5950	OG1790
U2-type prespliceosome	Candida_albicans@C3_05940C_A	12_2513	OG4441
U2-type prespliceosome	Candida_albicans@C4_01280C_A	12_3597	OG2660
U2-type prespliceosome	Candida_albicans@C4_03150W_A	12_1106	OG1592
U2-type prespliceosome	Candida_albicans@C4_05750C_A	12_4577	OG3852
U2-type prespliceosome	Candida_albicans@C4_06410W_A	12_1189	OG2650
U2-type prespliceosome	Candida_albicans@C4_06930C_A	12_3696	OG2778
U2-type prespliceosome	Candida_albicans@C5_01510W_A	12_4725	OG3454
U2-type prespliceosome	Candida_albicans@C5_01930W_A	12_3012	OG3723
U2-type prespliceosome	Candida_albicans@C5_03400C_A	12_1918	OG3632
U2-type prespliceosome	Candida_albicans@C6_00530C_A	12_5407	OG3423
U2-type prespliceosome	Candida_albicans@C7_04290W_A	12_3745	OG4987
U2-type prespliceosome	Candida_albicans@CR_01050C_A	12_5996	OG4047
U2-type prespliceosome	Candida_albicans@CR_03750C_A	12_974	OG4179
U2-type prespliceosome	Candida_albicans@CR_07510W_A	12_4848	OG2733
U2-type prespliceosome	Candida_albicans@CR_10060W_A	12_3657	OG2975
U2-type prespliceosome	Candida_albicans@CR_10820W_A	12_5390	OG2905
U2-type spliceosomal complex	Candida_albicans@C1_09880C_A	12_5179	OG3664
U2-type spliceosomal complex	Candida_albicans@C1_10080W_A	12_1134	OG3729
U2-type spliceosomal complex	Candida_albicans@C1_12630C_A	12_74	OG4600
U2-type spliceosomal complex	Candida_albicans@C1_13380W_A	12_1935	OG3465
U2-type spliceosomal complex	Candida_albicans@C2_00280C_A	12_5935	OG3598
U2-type spliceosomal complex	Candida_albicans@C2_10100W_A	12_2022	OG2726
U2-type spliceosomal complex	Candida_albicans@C3_00100W_A	12_6106	OG3390
U2-type spliceosomal complex	Candida_albicans@C3_01560W_A	12_1820	OG1004
U2-type spliceosomal complex	Candida_albicans@C3_05540C_A	12_676	OG5082
U2-type spliceosomal complex	Candida_albicans@C4_04930C_A	12_1659	OG4462
U2-type spliceosomal complex	Candida_albicans@C5_04080C_A	12_4117	OG3930
U2-type spliceosomal complex	Candida_albicans@C6_03910C_A	12_1374	OG4840
U2-type spliceosomal complex	Candida_albicans@CR_04710W_A	12_1360	OG44788
U2-type spliceosomal complex	Candida_albicans@CR_10060W_A	12_3657	OG2975
U2AF	Candida_albicans@C1_04990C_A	12_91	OG4742
U2AF	Candida_albicans@C1_05090W_A	12_1521	OG4742
U2AF	Candida_albicans@C2_02770W_A	12_6092	OG3385
U4 snRNP	Candida_albicans@C2_03880C_A	12_898	OG3543
U4 snRNP	Candida_albicans@C2_06650C_B	12_3	OG3971
U4 snRNP	Candida_albicans@C5_01510W_A	12_4725	OG3454
U4 snRNP	Candida_albicans@C6_00530C_A	12_5407	OG3423
U4 snRNP	Candida_albicans@CR_07510W_A	12_4848	OG2733
U4 snRNP	Candida_albicans@CR_10820W_A	12_5390	OG2905
U4/U6 snRNP	Candida_albicans@C1_12670C_B	12_3463	OG2388
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C1_11130W_A	12_3492	OG4655
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C1_12670C_B	12_3463	OG2388
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C1_14410W_A	12_2054	OG4421
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_00200W_A	12_4468	OG4256
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_02300W_B	12_5803	OG4066
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_03200W_A	12_1810	OG2895
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_03880C_A	12_898	OG3543
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_04640C_A	12_1540	OG1025
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_06240W_A	12_2784	OG4990
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C2_06650C_B	12_3	OG3971
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C3_04380C_A	12_4134	OG1882
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C4_07100C_A	12_3290	OG1006
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_00920W_A	12_3988	OG4071
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_01510W_A	12_4725	OG3454
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_02810W_A	12_4155	OG4588
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_03010W_A	12_2134	OG4936
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_03110C_A	12_3024	OG4627
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C5_03400C_A	12_1918	OG3632
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C6_00530C_A	12_5407	OG3423
U4/U6 x U5 tri-snRNP complex	Candida_albicans@C7_02510W_A	12_2834	OG3888
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_00240W_A	12_2248	OG3758
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_04260W_A	12_2200	OG4593
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_07330W_A	12_254	OG2153
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_07510W_A	12_4848	OG2733
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_08660W_A	12_4467	OG1538
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_09480W_A	12_358	OG3330
U4/U6 x U5 tri-snRNP complex	Candida_albicans@CR_10820W_A	12_5390	OG2905
U5 snRNP	Candida_albicans@C1_11300C_A	12_3611	OG4028
U5 snRNP	Candida_albicans@C2_00200W_A	12_4468	OG4256
U5 snRNP	Candida_albicans@C2_03880C_A	12_898	OG3543
U5 snRNP	Candida_albicans@C2_04640C_A	12_1540	OG1025
U5 snRNP	Candida_albicans@C2_06240W_A	12_2784	OG4990
U5 snRNP	Candida_albicans@C4_07100C_A	12_3290	OG1006
U5 snRNP	Candida_albicans@C5_00920W_A	12_3988	OG4071
U5 snRNP	Candida_albicans@C5_01510W_A	12_4725	OG3454
U5 snRNP	Candida_albicans@C5_03110C_A	12_3024	OG4627
U5 snRNP	Candida_albicans@C6_00530C_A	12_5407	OG3423
U5 snRNP	Candida_albicans@CR_06970C_A	12_3421	OG3777
U5 snRNP	Candida_albicans@CR_07510W_A	12_4848	OG2733
U5 snRNP	Candida_albicans@CR_08660W_A	12_4467	OG1538
U5 snRNP	Candida_albicans@CR_10820W_A	12_5390	OG2905
U6 snRNP	Candida_albicans@C1_14410W_A	12_2054	OG4421
U6 snRNP	Candida_albicans@C5_02810W_A	12_4155	OG4588
U6 snRNP	Candida_albicans@C5_03400C_A	12_1918	OG3632
U6 snRNP	Candida_albicans@C7_02510W_A	12_2834	OG3888
