complex type	sequence id	index	ortholog
HIR complex	Candida_glabrata@Seq_4984	19_4983	OG4087
HIR complex	Candida_glabrata@Seq_5084	19_5083	OG3301
HOPS complex	Candida_glabrata@Seq_1651	19_1650	OG6356
HOPS complex	Candida_glabrata@Seq_2324	19_2323	OG3672
HOPS complex	Candida_glabrata@Seq_4036	19_4035	OG1889
HOPS complex	Candida_glabrata@Seq_4888	19_4887	OG2415
HOPS complex	Candida_glabrata@Seq_543	19_542	OG2803
HULC complex	Candida_glabrata@Seq_1870	19_1869	OG3182
HULC complex	Candida_glabrata@Seq_3216	19_3215	OG3492
Holliday junction resolvase complex	Candida_glabrata@Seq_3623	19_3622	OG6866
Holliday junction resolvase complex	Candida_glabrata@Seq_4510	19_4509	OG3963
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_1529	19_1528	OG3875
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_1821	19_1820	OG4176
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_2156	19_2155	OG4734
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_2409	19_2408	OG6255
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_2535	19_2534	OG1505
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_2716	19_2715	OG5731
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_2817	19_2816	OG4249
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_3772	19_3771	OG2998
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_572	19_571	OG4246
Hrd1p ubiquitin ligase ERAD-L complex	Candida_glabrata@Seq_880	19_879	OG3550
Hrd1p ubiquitin ligase ERAD-M complex	Candida_glabrata@Seq_3772	19_3771	OG2998
Hrd1p ubiquitin ligase ERAD-M complex	Candida_glabrata@Seq_880	19_879	OG3550
INA complex	Candida_glabrata@Seq_1041	19_1040	OG5595
INA complex	Candida_glabrata@Seq_3207	19_3206	OG3555
Ino80 complex	Candida_glabrata@Seq_1076	19_1075	OG182356
Ino80 complex	Candida_glabrata@Seq_1077	19_1076	OG2366
Ino80 complex	Candida_glabrata@Seq_1296	19_1295	OG1896
Ino80 complex	Candida_glabrata@Seq_1524	19_1523	OG2549
Ino80 complex	Candida_glabrata@Seq_1935	19_1934	OG2601
Ino80 complex	Candida_glabrata@Seq_1993	19_1992	OG1721
Ino80 complex	Candida_glabrata@Seq_2051	19_2050	OG7761
Ino80 complex	Candida_glabrata@Seq_2600	19_2599	OG2949
Ino80 complex	Candida_glabrata@Seq_3349	19_3348	OG3887
Ino80 complex	Candida_glabrata@Seq_3475	19_3474	OG3768
Ino80 complex	Candida_glabrata@Seq_3645	19_3644	OG4208
Ino80 complex	Candida_glabrata@Seq_3891	19_3890	OG6712
Ino80 complex	Candida_glabrata@Seq_4330	19_4329	OG1464
Ino80 complex	Candida_glabrata@Seq_4490	19_4489	OG2118
Ino80 complex	Candida_glabrata@Seq_869	19_868	OG6830
Isw1a complex	Candida_glabrata@Seq_2443	19_2442	OG1038
Isw1a complex	Candida_glabrata@Seq_3697	19_3696	OG6390
Isw1b complex	Candida_glabrata@Seq_1573	19_1572	OG6372
Isw1b complex	Candida_glabrata@Seq_2443	19_2442	OG1038
Isw1b complex	Candida_glabrata@Seq_2835	19_2834	OG6493
Kelch-containing formin regulatory complex	Candida_glabrata@Seq_1949	19_1948	OG28197
Kelch-containing formin regulatory complex	Candida_glabrata@Seq_2572	19_2571	OG2047
Kelch-containing formin regulatory complex	Candida_glabrata@Seq_465	19_464	OG6624
Ku70:Ku80 complex	Candida_glabrata@Seq_3685	19_3684	OG3527
Ku70:Ku80 complex	Candida_glabrata@Seq_5104	19_5103	OG2349
L-cysteine desulfurase complex	Candida_glabrata@Seq_4377	19_4376	OG2596
Las1 complex	Candida_glabrata@Seq_2303	19_2302	OG6297
Lid2 complex	Candida_glabrata@Seq_4545	19_4544	OG2555
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_1404	19_1403	OG3758
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_2013	19_2012	OG2153
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_289	19_288	OG2918
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_3219	19_3218	OG3888
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_3769	19_3768	OG3632
Lsm1-7-Pat1 complex	Candida_glabrata@Seq_4789	19_4788	OG4096
Lst4-Lst7 complex	Candida_glabrata@Seq_326	19_325	OG3915
Lst4-Lst7 complex	Candida_glabrata@Seq_793	19_792	OG6706
MBF transcription complex	Candida_glabrata@Seq_1168	19_1167	OG6767
MBF transcription complex	Candida_glabrata@Seq_1241	19_1240	OG2185
MBF transcription complex	Candida_glabrata@Seq_3815	19_3814	OG2991
MBF transcription complex	Candida_glabrata@Seq_4291	19_4290	OG7326
MCM complex	Candida_glabrata@Seq_1190	19_1189	OG2003
MCM complex	Candida_glabrata@Seq_132	19_131	OG1049
MCM complex	Candida_glabrata@Seq_2333	19_2332	OG1893
MCM complex	Candida_glabrata@Seq_3864	19_3863	OG2034
MCM complex	Candida_glabrata@Seq_3997	19_3996	OG2001
MCM complex	Candida_glabrata@Seq_802	19_801	OG2191
MCM core complex	Candida_glabrata@Seq_1190	19_1189	OG2003
MCM core complex	Candida_glabrata@Seq_3864	19_3863	OG2034
MCM core complex	Candida_glabrata@Seq_802	19_801	OG2191
MICOS complex	Candida_glabrata@Seq_1009	19_1008	OG3620
MICOS complex	Candida_glabrata@Seq_1939	19_1938	OG3005
MICOS complex	Candida_glabrata@Seq_322	19_321	OG7822
MICOS complex	Candida_glabrata@Seq_4290	19_4289	OG2796
MICOS complex	Candida_glabrata@Seq_5026	19_5025	OG8061
MIH complex	Candida_glabrata@Seq_2868	19_2867	OG2426
MIH complex	Candida_glabrata@Seq_5108	19_5107	OG6463
MIH complex	Candida_glabrata@Seq_897	19_896	OG2345
MIS12/MIND type complex	Candida_glabrata@Seq_4428	19_4427	OG6386
MUB1-RAD6-UBR2 ubiquitin ligase complex	Candida_glabrata@Seq_2152	19_2151	OG2911
MUB1-RAD6-UBR2 ubiquitin ligase complex	Candida_glabrata@Seq_3216	19_3215	OG3492
MUB1-RAD6-UBR2 ubiquitin ligase complex	Candida_glabrata@Seq_372	19_371	OG1649
Mcs4 RR-MAPKKK complex	Candida_glabrata@Seq_1004	19_1003	OG1145
Mcs4 RR-MAPKKK complex	Candida_glabrata@Seq_940	19_939	OG1373
Mei2 nuclear dot complex	Candida_glabrata@Seq_2422	19_2421	OG2800
Mis6-Sim4 complex	Candida_glabrata@Seq_4889	19_4888	OG3290
Mon1-Ccz1 complex	Candida_glabrata@Seq_3701	19_3700	OG4015
Mon1-Ccz1 complex	Candida_glabrata@Seq_4705	19_4704	OG6166
Mpp10 complex	Candida_glabrata@Seq_3430	19_3429	OG2583
Mpp10 complex	Candida_glabrata@Seq_3709	19_3708	OG3824
Mpp10 complex	Candida_glabrata@Seq_3996	19_3995	OG1757
Mre11 complex	Candida_glabrata@Seq_1506	19_1505	OG2164
Mre11 complex	Candida_glabrata@Seq_2304	19_2303	OG7421
Mre11 complex	Candida_glabrata@Seq_4951	19_4950	OG1700
Mre11 complex	Candida_glabrata@Seq_575	19_574	OG6431
MutLalpha complex	Candida_glabrata@Seq_156	19_155	OG1991
MutLalpha complex	Candida_glabrata@Seq_1926	19_1925	OG2832
MutLbeta complex	Candida_glabrata@Seq_156	19_155	OG1991
MutLbeta complex	Candida_glabrata@Seq_5061	19_5060	OG5281
MutLgamma complex	Candida_glabrata@Seq_156	19_155	OG1991
MutLgamma complex	Candida_glabrata@Seq_4365	19_4364	OG4446
MutSalpha complex	Candida_glabrata@Seq_1652	19_1651	OG2337
MutSalpha complex	Candida_glabrata@Seq_4932	19_4931	OG1606
MutSbeta complex	Candida_glabrata@Seq_4932	19_4931	OG1606
MutSbeta complex	Candida_glabrata@Seq_862	19_861	OG1940
MutSgamma complex	Candida_glabrata@Seq_1667	19_1666	OG5355
MutSgamma complex	Candida_glabrata@Seq_3525	19_3524	OG5315
Myo2p-Vac17p-Vac8p transport complex	Candida_glabrata@Seq_4749	19_4748	OG1739
Myo2p-Vac17p-Vac8p transport complex	Candida_glabrata@Seq_758	19_757	OG6672
Myo2p-Vac17p-Vac8p transport complex	Candida_glabrata@Seq_850	19_849	OG1238
NLS-dependent protein nuclear import complex	Candida_glabrata@Seq_1276	19_1275	OG1484
NLS-dependent protein nuclear import complex	Candida_glabrata@Seq_1829	19_1828	OG1797
NMS complex	Candida_glabrata@Seq_2098	19_2097	OG2563
NMS complex	Candida_glabrata@Seq_4848	19_4847	OG4654
NVT complex	Candida_glabrata@Seq_1135	19_1134	OG1469
NVT complex	Candida_glabrata@Seq_288	19_287	OG1041
NatA complex	Candida_glabrata@Seq_1279	19_1278	OG3793
NatA complex	Candida_glabrata@Seq_3926	19_3925	OG1823
NatB complex	Candida_glabrata@Seq_3572	19_3571	OG1970
NatC complex	Candida_glabrata@Seq_4140	19_4139	OG7876
NatC complex	Candida_glabrata@Seq_4460	19_4459	OG2456
Nbp35-Cfd1 ATPase complex	Candida_glabrata@Seq_3717	19_3716	OG2019
Nbp35-Cfd1 ATPase complex	Candida_glabrata@Seq_5119	19_5118	OG1839
Ndc80 complex	Candida_glabrata@Seq_1043	19_1042	OG3885
Ndc80 complex	Candida_glabrata@Seq_2098	19_2097	OG2563
Ndc80 complex	Candida_glabrata@Seq_3429	19_3428	OG6942
Ndc80 complex	Candida_glabrata@Seq_4929	19_4928	OG3834
Nem1-Spo7 phosphatase complex	Candida_glabrata@Seq_2684	19_2683	OG3769
Nem1-Spo7 phosphatase complex	Candida_glabrata@Seq_4151	19_4150	OG2824
Noc1p-Noc2p complex	Candida_glabrata@Seq_1708	19_1707	OG2060
Noc2p-Noc3p complex	Candida_glabrata@Seq_1708	19_1707	OG2060
Noc2p-Noc3p complex	Candida_glabrata@Seq_68	19_67	OG1809
Nrd1 complex	Candida_glabrata@Seq_2024	19_2023	OG2744
Nrd1 complex	Candida_glabrata@Seq_737	19_736	OG1347
NuA3 histone acetyltransferase complex	Candida_glabrata@Seq_103	19_102	OG5479
NuA3 histone acetyltransferase complex	Candida_glabrata@Seq_1496	19_1495	OG4601
NuA3 histone acetyltransferase complex	Candida_glabrata@Seq_3180	19_3179	OG3444
NuA3 histone acetyltransferase complex	Candida_glabrata@Seq_3443	19_3442	OG2855
NuA3 histone acetyltransferase complex	Candida_glabrata@Seq_493	19_492	OG3903
NuA3a histone acetyltransferase complex	Candida_glabrata@Seq_1496	19_1495	OG4601
NuA3a histone acetyltransferase complex	Candida_glabrata@Seq_3180	19_3179	OG3444
NuA3a histone acetyltransferase complex	Candida_glabrata@Seq_3443	19_3442	OG2855
NuA3a histone acetyltransferase complex	Candida_glabrata@Seq_493	19_492	OG3903
NuA3b histone acetyltransferase complex	Candida_glabrata@Seq_103	19_102	OG5479
NuA3b histone acetyltransferase complex	Candida_glabrata@Seq_3180	19_3179	OG3444
NuA3b histone acetyltransferase complex	Candida_glabrata@Seq_3443	19_3442	OG2855
NuA3b histone acetyltransferase complex	Candida_glabrata@Seq_493	19_492	OG3903
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_1296	19_1295	OG1896
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_2337	19_2336	OG1427
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_2600	19_2599	OG2949
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_2993	19_2992	OG3983
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_3782	19_3781	OG2653
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4003	19_4002	OG2180
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4621	19_4620	OG3717
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4671	19_4670	OG6541
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4787	19_4786	OG3071
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4905	19_4904	OG2141
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_493	19_492	OG3903
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_5044	19_5043	OG144628
NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_945	19_944	OG1191
P-TEFb complex	Candida_glabrata@Seq_1245	19_1244	OG3344
P-TEFb complex	Candida_glabrata@Seq_3290	19_3289	OG3277
P-TEFb-cap methyltransferase complex	Candida_glabrata@Seq_3290	19_3289	OG3277
P-TEFb-cap methyltransferase complex	Candida_glabrata@Seq_3326	19_3325	OG2292
PAM complex, Tim23 associated import motor	Candida_glabrata@Seq_2631	19_2630	OG2440
PAM complex, Tim23 associated import motor	Candida_glabrata@Seq_4698	19_4697	OG3126
PAM complex, Tim23 associated import motor	Candida_glabrata@Seq_4816	19_4815	OG3131
PAM complex, Tim23 associated import motor	Candida_glabrata@Seq_4850	19_4849	OG1002
PAM complex, Tim23 associated import motor	Candida_glabrata@Seq_731	19_730	OG2858
PAN complex	Candida_glabrata@Seq_3193	19_3192	OG2055
PAN complex	Candida_glabrata@Seq_557	19_556	OG1816
PAS complex	Candida_glabrata@Seq_1622	19_1621	OG2957
PAS complex	Candida_glabrata@Seq_3048	19_3047	OG1495
PAS complex	Candida_glabrata@Seq_4294	19_4293	OG2213
PAS complex	Candida_glabrata@Seq_856	19_855	OG5089
PCNA complex	Candida_glabrata@Seq_3980	19_3979	OG2159
PTW/PP1 phosphatase complex	Candida_glabrata@Seq_3091	19_3090	OG1452
PTW/PP1 phosphatase complex	Candida_glabrata@Seq_4708	19_4707	OG3661
PeBoW complex	Candida_glabrata@Seq_1945	19_1944	OG2193
PeBoW complex	Candida_glabrata@Seq_259	19_258	OG1722
Pex17p-Pex14p docking complex	Candida_glabrata@Seq_2864	19_2863	OG3547
Pex17p-Pex14p docking complex	Candida_glabrata@Seq_3330	19_3329	OG2756
Pex17p-Pex14p docking complex	Candida_glabrata@Seq_3959	19_3958	OG6724
Pex17p-Pex14p docking complex	Candida_glabrata@Seq_488	19_487	OG3607
Pho85-Pho80 CDK-cyclin complex	Candida_glabrata@Seq_4221	19_4220	OG3226
Pho85-Pho80 CDK-cyclin complex	Candida_glabrata@Seq_4739	19_4738	OG3452
Piccolo NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_2993	19_2992	OG3983
Piccolo NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4003	19_4002	OG2180
Piccolo NuA4 histone acetyltransferase complex	Candida_glabrata@Seq_4905	19_4904	OG2141
Pip2-Oaf1 complex	Candida_glabrata@Seq_3024	19_3023	OG5740
Pip2-Oaf1 complex	Candida_glabrata@Seq_3669	19_3668	OG5740
Prp19 complex	Candida_glabrata@Seq_1572	19_1571	OG2650
Prp19 complex	Candida_glabrata@Seq_226	19_225	OG3004
Prp19 complex	Candida_glabrata@Seq_2841	19_2840	OG3741
Prp19 complex	Candida_glabrata@Seq_3347	19_3346	OG4990
Prp19 complex	Candida_glabrata@Seq_338	19_337	OG2773
Prp19 complex	Candida_glabrata@Seq_3682	19_3681	OG1790
Prp19 complex	Candida_glabrata@Seq_3777	19_3776	OG2708
Prp19 complex	Candida_glabrata@Seq_395	19_394	OG143223
Prp19 complex	Candida_glabrata@Seq_4286	19_4285	OG3223
Prp19 complex	Candida_glabrata@Seq_494	19_493	OG6441
Prp19 complex	Candida_glabrata@Seq_4964	19_4963	OG3916
Prp19 complex	Candida_glabrata@Seq_638	19_637	OG3229
Prp19 complex	Candida_glabrata@Seq_77	19_76	OG7329
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_1163	19_1162	OG2553
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_1876	19_1875	OG2027
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_3805	19_3804	OG1961
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_3913	19_3912	OG2750
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_50	19_49	OG2036
Pwp2p-containing subcomplex of 90S preribosome	Candida_glabrata@Seq_590	19_589	OG1868
R2TP complex	Candida_glabrata@Seq_1993	19_1992	OG1721
R2TP complex	Candida_glabrata@Seq_242	19_241	OG4467
R2TP complex	Candida_glabrata@Seq_3235	19_3234	OG7269
R2TP complex	Candida_glabrata@Seq_4490	19_4489	OG2118
RAVE complex	Candida_glabrata@Seq_2921	19_2920	OG2575
RAVE complex	Candida_glabrata@Seq_4237	19_4236	OG2287
RAVE complex	Candida_glabrata@Seq_613	19_612	OG4414
RENT complex	Candida_glabrata@Seq_1248	19_1247	OG1414
RENT complex	Candida_glabrata@Seq_41	19_40	OG7385
RENT complex	Candida_glabrata@Seq_4723	19_4722	OG1690
RES complex	Candida_glabrata@Seq_4552	19_4551	OG4792
RES complex	Candida_glabrata@Seq_4878	19_4877	OG3465
RES complex	Candida_glabrata@Seq_548	19_547	OG3264
RIC1-RGP1 guanyl-nucleotide exchange factor complex	Candida_glabrata@Seq_1067	19_1066	OG4737
RIC1-RGP1 guanyl-nucleotide exchange factor complex	Candida_glabrata@Seq_4293	19_4292	OG1254
RNA N6-methyladenosine methyltransferase complex	Candida_glabrata@Seq_4087	19_4086	OG3722
RNA N6-methyladenosine methyltransferase complex	Candida_glabrata@Seq_4986	19_4985	OG4854
RNA polymerase I complex	Candida_glabrata@Seq_1307	19_1306	OG4213
RNA polymerase I complex	Candida_glabrata@Seq_1319	19_1318	OG3400
RNA polymerase I complex	Candida_glabrata@Seq_1416	19_1415	OG2273
RNA polymerase I complex	Candida_glabrata@Seq_1691	19_1690	OG2030
RNA polymerase I complex	Candida_glabrata@Seq_1830	19_1829	OG1568
RNA polymerase I complex	Candida_glabrata@Seq_2390	19_2389	OG3189
RNA polymerase I complex	Candida_glabrata@Seq_3	19_2	OG3302
RNA polymerase I complex	Candida_glabrata@Seq_3488	19_3487	OG3160
RNA polymerase I complex	Candida_glabrata@Seq_3632	19_3631	OG2828
RNA polymerase I complex	Candida_glabrata@Seq_3975	19_3974	OG28683
RNA polymerase I complex	Candida_glabrata@Seq_4264	19_4263	OG2847
RNA polymerase I complex	Candida_glabrata@Seq_4518	19_4517	OG3002
RNA polymerase I complex	Candida_glabrata@Seq_4550	19_4549	OG2018
RNA polymerase I complex	Candida_glabrata@Seq_830	19_829	OG2731
RNA polymerase I core factor complex	Candida_glabrata@Seq_3835	19_3834	OG3349
RNA polymerase I core factor complex	Candida_glabrata@Seq_4885	19_4884	OG4241
RNA polymerase I transcription factor complex	Candida_glabrata@Seq_3254	19_3253	OG1941
RNA polymerase I upstream activating factor complex	Candida_glabrata@Seq_1206	19_1205	OG6773
RNA polymerase I upstream activating factor complex	Candida_glabrata@Seq_2397	19_2396	OG21864
RNA polymerase I upstream activating factor complex	Candida_glabrata@Seq_4194	19_4193	OG6437
RNA polymerase II transcription factor complex	Candida_glabrata@Seq_2264	19_2263	OG2423
RNA polymerase II transcription factor complex	Candida_glabrata@Seq_3381	19_3380	OG6895
RNA polymerase II transcription factor complex	Candida_glabrata@Seq_3431	19_3430	OG3671
RNA polymerase II transcription factor complex	Candida_glabrata@Seq_4801	19_4800	OG1934
RNA polymerase II, core complex	Candida_glabrata@Seq_1416	19_1415	OG2273
RNA polymerase II, core complex	Candida_glabrata@Seq_2365	19_2364	OG1720
RNA polymerase II, core complex	Candida_glabrata@Seq_2680	19_2679	OG3080
RNA polymerase II, core complex	Candida_glabrata@Seq_2741	19_2740	OG3317
RNA polymerase II, core complex	Candida_glabrata@Seq_2951	19_2950	OG2299
RNA polymerase II, core complex	Candida_glabrata@Seq_3	19_2	OG3302
RNA polymerase II, core complex	Candida_glabrata@Seq_3632	19_3631	OG2828
RNA polymerase II, core complex	Candida_glabrata@Seq_4318	19_4317	OG2391
RNA polymerase II, core complex	Candida_glabrata@Seq_4518	19_4517	OG3002
RNA polymerase II, core complex	Candida_glabrata@Seq_4828	19_4827	OG1028
RNA polymerase II, core complex	Candida_glabrata@Seq_505	19_504	OG1033
RNA polymerase II, core complex	Candida_glabrata@Seq_830	19_829	OG2731
RNA polymerase III complex	Candida_glabrata@Seq_1142	19_1141	OG2029
RNA polymerase III complex	Candida_glabrata@Seq_1319	19_1318	OG3400
RNA polymerase III complex	Candida_glabrata@Seq_1396	19_1395	OG3086
RNA polymerase III complex	Candida_glabrata@Seq_1416	19_1415	OG2273
RNA polymerase III complex	Candida_glabrata@Seq_1453	19_1452	OG1033
RNA polymerase III complex	Candida_glabrata@Seq_1552	19_1551	OG3417
RNA polymerase III complex	Candida_glabrata@Seq_186	19_185	OG3192
RNA polymerase III complex	Candida_glabrata@Seq_1938	19_1937	OG1028
RNA polymerase III complex	Candida_glabrata@Seq_2711	19_2710	OG3190
RNA polymerase III complex	Candida_glabrata@Seq_3	19_2	OG3302
RNA polymerase III complex	Candida_glabrata@Seq_3372	19_3371	OG3142
RNA polymerase III complex	Candida_glabrata@Seq_3632	19_3631	OG2828
RNA polymerase III complex	Candida_glabrata@Seq_3822	19_3821	OG4203
RNA polymerase III complex	Candida_glabrata@Seq_4264	19_4263	OG2847
RNA polymerase III complex	Candida_glabrata@Seq_4518	19_4517	OG3002
RNA polymerase III complex	Candida_glabrata@Seq_830	19_829	OG2731
RNA polymerase complex	Candida_glabrata@Seq_1416	19_1415	OG2273
RNA polymerase complex	Candida_glabrata@Seq_1552	19_1551	OG3417
RNA polymerase complex	Candida_glabrata@Seq_2680	19_2679	OG3080
RQC complex	Candida_glabrata@Seq_1426	19_1425	OG1884
RQC complex	Candida_glabrata@Seq_1821	19_1820	OG4176
RQC complex	Candida_glabrata@Seq_2535	19_2534	OG1505
RQC complex	Candida_glabrata@Seq_3489	19_3488	OG2255
RQC complex	Candida_glabrata@Seq_3532	19_3531	OG3371
RSC-type complex	Candida_glabrata@Seq_1164	19_1163	OG1415
RSC-type complex	Candida_glabrata@Seq_1271	19_1270	OG3693
RSC-type complex	Candida_glabrata@Seq_1419	19_1418	OG4121
RSC-type complex	Candida_glabrata@Seq_1727	19_1726	OG27264
RSC-type complex	Candida_glabrata@Seq_1752	19_1751	OG1718
RSC-type complex	Candida_glabrata@Seq_1854	19_1853	OG1051
RSC-type complex	Candida_glabrata@Seq_1856	19_1855	OG1718
RSC-type complex	Candida_glabrata@Seq_2124	19_2123	OG6997
RSC-type complex	Candida_glabrata@Seq_2493	19_2492	OG3922
RSC-type complex	Candida_glabrata@Seq_260	19_259	OG6184
RSC-type complex	Candida_glabrata@Seq_3155	19_3154	OG3708
RSC-type complex	Candida_glabrata@Seq_3627	19_3626	OG26482
RSC-type complex	Candida_glabrata@Seq_3657	19_3656	OG7002
RSC-type complex	Candida_glabrata@Seq_3675	19_3674	OG4684
RSC-type complex	Candida_glabrata@Seq_4942	19_4941	OG3955
RSC-type complex	Candida_glabrata@Seq_616	19_615	OG2710
RSC-type complex	Candida_glabrata@Seq_989	19_988	OG1415
Rab-protein geranylgeranyltransferase complex	Candida_glabrata@Seq_2005	19_2004	OG3510
Rab-protein geranylgeranyltransferase complex	Candida_glabrata@Seq_3037	19_3036	OG2777
Rab-protein geranylgeranyltransferase complex	Candida_glabrata@Seq_879	19_878	OG1864
Rad17 RFC-like complex	Candida_glabrata@Seq_1113	19_1112	OG2839
Rad17 RFC-like complex	Candida_glabrata@Seq_1285	19_1284	OG4177
Rad17 RFC-like complex	Candida_glabrata@Seq_1943	19_1942	OG2996
Rad17 RFC-like complex	Candida_glabrata@Seq_732	19_731	OG2291
Rad6-Rad18 complex	Candida_glabrata@Seq_3216	19_3215	OG3492
Rad6-Rad18 complex	Candida_glabrata@Seq_3564	19_3563	OG3437
RecQ family helicase-topoisomerase III complex	Candida_glabrata@Seq_2117	19_2116	OG5973
RecQ family helicase-topoisomerase III complex	Candida_glabrata@Seq_2972	19_2971	OG1396
RecQ family helicase-topoisomerase III complex	Candida_glabrata@Seq_4232	19_4231	OG1801
Rhp55-Rhp57 complex	Candida_glabrata@Seq_1092	19_1091	OG4095
Rhp55-Rhp57 complex	Candida_glabrata@Seq_4914	19_4913	OG6726
Rix1 complex	Candida_glabrata@Seq_2173	19_2172	OG2135
Rix1 complex	Candida_glabrata@Seq_3696	19_3695	OG4276
Rix1 complex	Candida_glabrata@Seq_5110	19_5109	OG2351
Rpd3L complex	Candida_glabrata@Seq_1273	19_1272	OG6424
Rpd3L complex	Candida_glabrata@Seq_2482	19_2481	OG3697
Rpd3L complex	Candida_glabrata@Seq_2717	19_2716	OG2296
Rpd3L complex	Candida_glabrata@Seq_2817	19_2816	OG4249
Rpd3L complex	Candida_glabrata@Seq_2983	19_2982	OG1453
Rpd3L complex	Candida_glabrata@Seq_3866	19_3865	OG5504
Rpd3L complex	Candida_glabrata@Seq_45	19_44	OG24090
Rpd3L complex	Candida_glabrata@Seq_852	19_851	OG4857
Rpd3L complex	Candida_glabrata@Seq_937	19_936	OG1363
Rpd3L-Expanded complex	Candida_glabrata@Seq_1335	19_1334	OG2000
Rpd3L-Expanded complex	Candida_glabrata@Seq_937	19_936	OG1363
Rpd3S complex	Candida_glabrata@Seq_1125	19_1124	OG2728
Rpd3S complex	Candida_glabrata@Seq_2983	19_2982	OG1453
Rpd3S complex	Candida_glabrata@Seq_3866	19_3865	OG5504
Rpd3S complex	Candida_glabrata@Seq_937	19_936	OG1363
Rpd3S complex	Candida_glabrata@Seq_945	19_944	OG1191
Rvs161p-Rvs167p complex	Candida_glabrata@Seq_2331	19_2330	OG1866
Rvs161p-Rvs167p complex	Candida_glabrata@Seq_3247	19_3246	OG2754
SAGA complex	Candida_glabrata@Seq_1645	19_1644	OG5065
SAGA complex	Candida_glabrata@Seq_175	19_174	OG2371
SAGA complex	Candida_glabrata@Seq_2138	19_2137	OG3068
SAGA complex	Candida_glabrata@Seq_2195	19_2194	OG4031
SAGA complex	Candida_glabrata@Seq_2265	19_2264	OG1493
SAGA complex	Candida_glabrata@Seq_2337	19_2336	OG1427
SAGA complex	Candida_glabrata@Seq_2967	19_2966	OG2792
SAGA complex	Candida_glabrata@Seq_3260	19_3259	OG2418
SAGA complex	Candida_glabrata@Seq_3653	19_3652	OG1703
SAGA complex	Candida_glabrata@Seq_3902	19_3901	OG2280
SAGA complex	Candida_glabrata@Seq_4193	19_4192	OG3528
SAGA complex	Candida_glabrata@Seq_4798	19_4797	OG3289
SAGA complex	Candida_glabrata@Seq_5067	19_5066	OG2545
SAGA complex	Candida_glabrata@Seq_512	19_511	OG1099
SAGA complex	Candida_glabrata@Seq_552	19_551	OG2165
SAGA complex	Candida_glabrata@Seq_642	19_641	OG1560
SAGA complex	Candida_glabrata@Seq_687	19_686	OG7721
SAGA complex	Candida_glabrata@Seq_936	19_935	OG3031
SAGA-type complex	Candida_glabrata@Seq_4193	19_4192	OG3528
SAM complex	Candida_glabrata@Seq_1152	19_1151	OG2368
SAM complex	Candida_glabrata@Seq_1794	19_1793	OG3173
SAM complex	Candida_glabrata@Seq_2570	19_2569	OG2043
SAM complex	Candida_glabrata@Seq_4206	19_4205	OG4839
SAS acetyltransferase complex	Candida_glabrata@Seq_1443	19_1442	OG9259
SAS acetyltransferase complex	Candida_glabrata@Seq_1625	19_1624	OG6387
SAS acetyltransferase complex	Candida_glabrata@Seq_1757	19_1756	OG3504
SBF transcription complex	Candida_glabrata@Seq_1168	19_1167	OG6767
SBF transcription complex	Candida_glabrata@Seq_1241	19_1240	OG2185
SBF transcription complex	Candida_glabrata@Seq_3446	19_3445	OG6812
SCF ubiquitin ligase complex	Candida_glabrata@Seq_100	19_99	OG4657
