complex type	sequence id	index	ortholog
RNA polymerase I complex	Yarrowia_lipolytica@Seq_6116	144_6115	OG3400
RNA polymerase I complex	Yarrowia_lipolytica@Seq_6415	144_6414	OG2731
RNA polymerase I complex	Yarrowia_lipolytica@Seq_773	144_772	OG2847
RNA polymerase I complex	Yarrowia_lipolytica@Seq_896	144_895	OG2828
RNA polymerase I complex	Yarrowia_lipolytica@Seq_949	144_948	OG3002
RNA polymerase I core factor complex	Yarrowia_lipolytica@Seq_182	144_181	OG3349
RNA polymerase I upstream activating factor complex	Yarrowia_lipolytica@Seq_3792	144_3791	OG23545
RNA polymerase I upstream activating factor complex	Yarrowia_lipolytica@Seq_5862	144_5861	OG23335
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_1057	144_1056	OG3317
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_1617	144_1616	OG3302
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_2203	144_2202	OG2299
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_2802	144_2801	OG2273
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_3534	144_3533	OG3080
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_431	144_430	OG2391
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_4378	144_4377	OG1033
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_6415	144_6414	OG2731
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_650	144_649	OG1028
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_896	144_895	OG2828
RNA polymerase II, core complex	Yarrowia_lipolytica@Seq_949	144_948	OG3002
RNA polymerase II, holoenzyme	Yarrowia_lipolytica@Seq_1759	144_1758	OG21749
RNA polymerase III complex	Yarrowia_lipolytica@Seq_1617	144_1616	OG3302
RNA polymerase III complex	Yarrowia_lipolytica@Seq_1687	144_1686	OG8779
RNA polymerase III complex	Yarrowia_lipolytica@Seq_2090	144_2089	OG3142
RNA polymerase III complex	Yarrowia_lipolytica@Seq_253	144_252	OG2856
RNA polymerase III complex	Yarrowia_lipolytica@Seq_2802	144_2801	OG2273
RNA polymerase III complex	Yarrowia_lipolytica@Seq_2983	144_2982	OG3190
RNA polymerase III complex	Yarrowia_lipolytica@Seq_3642	144_3641	OG3037
RNA polymerase III complex	Yarrowia_lipolytica@Seq_4438	144_4437	OG3417
RNA polymerase III complex	Yarrowia_lipolytica@Seq_4920	144_4919	OG1028
RNA polymerase III complex	Yarrowia_lipolytica@Seq_5828	144_5827	OG1033
RNA polymerase III complex	Yarrowia_lipolytica@Seq_6116	144_6115	OG3400
RNA polymerase III complex	Yarrowia_lipolytica@Seq_6415	144_6414	OG2731
RNA polymerase III complex	Yarrowia_lipolytica@Seq_773	144_772	OG2847
RNA polymerase III complex	Yarrowia_lipolytica@Seq_810	144_809	OG2029
RNA polymerase III complex	Yarrowia_lipolytica@Seq_896	144_895	OG2828
RNA polymerase III complex	Yarrowia_lipolytica@Seq_949	144_948	OG3002
RNA polymerase transcription factor SL1 complex	Yarrowia_lipolytica@Seq_182	144_181	OG3349
RQC complex	Yarrowia_lipolytica@Seq_3598	144_3597	OG3371
RQC complex	Yarrowia_lipolytica@Seq_474	144_473	OG1884
RQC complex	Yarrowia_lipolytica@Seq_4866	144_4865	OG2255
RSC-type complex	Yarrowia_lipolytica@Seq_1230	144_1229	OG1415
RSC-type complex	Yarrowia_lipolytica@Seq_1400	144_1399	OG20161
RSC-type complex	Yarrowia_lipolytica@Seq_4323	144_4322	OG3052
RSC-type complex	Yarrowia_lipolytica@Seq_4460	144_4459	OG3708
RSC-type complex	Yarrowia_lipolytica@Seq_5731	144_5730	OG4684
RSC-type complex	Yarrowia_lipolytica@Seq_6037	144_6036	OG4992
RSC-type complex	Yarrowia_lipolytica@Seq_634	144_633	OG3693
RZZ complex	Yarrowia_lipolytica@Seq_1559	144_1558	OG6993
Rab-protein geranylgeranyltransferase complex	Yarrowia_lipolytica@Seq_1880	144_1879	OG3510
Rab-protein geranylgeranyltransferase complex	Yarrowia_lipolytica@Seq_5567	144_5566	OG2777
Rab-protein geranylgeranyltransferase complex	Yarrowia_lipolytica@Seq_5791	144_5790	OG1864
Rad17 RFC-like complex	Yarrowia_lipolytica@Seq_124	144_123	OG2996
Rad17 RFC-like complex	Yarrowia_lipolytica@Seq_1430	144_1429	OG2330
Rad17 RFC-like complex	Yarrowia_lipolytica@Seq_3864	144_3863	OG2291
Rad6-Rad18 complex	Yarrowia_lipolytica@Seq_4085	144_4084	OG3437
Rix1 complex	Yarrowia_lipolytica@Seq_118	144_117	OG2351
Rix1 complex	Yarrowia_lipolytica@Seq_6075	144_6074	OG2135
Rpd3L complex	Yarrowia_lipolytica@Seq_2248	144_2247	OG22390
Rpd3L complex	Yarrowia_lipolytica@Seq_5253	144_5252	OG3697
Rpd3L complex	Yarrowia_lipolytica@Seq_5876	144_5875	OG3094
Rpd3L-Expanded complex	Yarrowia_lipolytica@Seq_2248	144_2247	OG22390
Rpd3S complex	Yarrowia_lipolytica@Seq_396	144_395	OG3397
Rpd3S complex	Yarrowia_lipolytica@Seq_4785	144_4784	OG2728
Rvs161p-Rvs167p complex	Yarrowia_lipolytica@Seq_162	144_161	OG1866
Rvs161p-Rvs167p complex	Yarrowia_lipolytica@Seq_3372	144_3371	OG2754
SAGA complex	Yarrowia_lipolytica@Seq_1312	144_1311	OG1427
SAGA complex	Yarrowia_lipolytica@Seq_1993	144_1992	OG4031
SAGA complex	Yarrowia_lipolytica@Seq_2050	144_2049	OG1493
SAGA complex	Yarrowia_lipolytica@Seq_2848	144_2847	OG3068
SAGA complex	Yarrowia_lipolytica@Seq_3689	144_3688	OG2280
SAGA complex	Yarrowia_lipolytica@Seq_4082	144_4081	OG5065
SAGA complex	Yarrowia_lipolytica@Seq_4089	144_4088	OG1493
SAGA complex	Yarrowia_lipolytica@Seq_4479	144_4478	OG2371
SAGA complex	Yarrowia_lipolytica@Seq_4990	144_4989	OG2792
SAGA complex	Yarrowia_lipolytica@Seq_5171	144_5170	OG2545
SAGA complex	Yarrowia_lipolytica@Seq_5208	144_5207	OG3528
SAGA complex	Yarrowia_lipolytica@Seq_6003	144_6002	OG4164
SAGA-type complex	Yarrowia_lipolytica@Seq_2862	144_2861	OG1099
SAGA-type complex	Yarrowia_lipolytica@Seq_4308	144_4307	OG2373
SAM complex	Yarrowia_lipolytica@Seq_22	144_21	OG19383
SAM complex	Yarrowia_lipolytica@Seq_5106	144_5105	OG2368
SAM complex	Yarrowia_lipolytica@Seq_845	144_844	OG2043
SAS acetyltransferase complex	Yarrowia_lipolytica@Seq_2808	144_2807	OG18802
SBF transcription complex	Yarrowia_lipolytica@Seq_1118	144_1117	OG2991
SBF transcription complex	Yarrowia_lipolytica@Seq_1128	144_1127	OG2185
SBF transcription complex	Yarrowia_lipolytica@Seq_4010	144_4009	OG4844
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_1261	144_1260	OG2623
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_1287	144_1286	OG5361
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_2335	144_2334	OG20335
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_3086	144_3085	OG20241
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_3105	144_3104	OG3351
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_3723	144_3722	OG23780
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_3828	144_3827	OG3587
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_4818	144_4817	OG2479
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_5562	144_5561	OG7754
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_6299	144_6298	OG4490
SCF ubiquitin ligase complex	Yarrowia_lipolytica@Seq_731	144_730	OG3206
SLIK (SAGA-like) complex	Yarrowia_lipolytica@Seq_3689	144_3688	OG2280
SLIK (SAGA-like) complex	Yarrowia_lipolytica@Seq_790	144_789	OG4482
SMN complex	Yarrowia_lipolytica@Seq_6417	144_6416	OG5050
SMN-Sm protein complex	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
SMN-Sm protein complex	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
SNARE complex	Yarrowia_lipolytica@Seq_1895	144_1894	OG4194
SNARE complex	Yarrowia_lipolytica@Seq_2433	144_2432	OG2334
SNARE complex	Yarrowia_lipolytica@Seq_2543	144_2542	OG1324
SNARE complex	Yarrowia_lipolytica@Seq_2746	144_2745	OG3844
SNARE complex	Yarrowia_lipolytica@Seq_2966	144_2965	OG2995
SNARE complex	Yarrowia_lipolytica@Seq_307	144_306	OG1324
SNARE complex	Yarrowia_lipolytica@Seq_3292	144_3291	OG3849
SNARE complex	Yarrowia_lipolytica@Seq_3652	144_3651	OG1324
SNARE complex	Yarrowia_lipolytica@Seq_3943	144_3942	OG2474
SNARE complex	Yarrowia_lipolytica@Seq_4423	144_4422	OG3461
SNARE complex	Yarrowia_lipolytica@Seq_4728	144_4727	OG2767
SNARE complex	Yarrowia_lipolytica@Seq_5037	144_5036	OG1413
SNARE complex	Yarrowia_lipolytica@Seq_5604	144_5603	OG3827
SNARE complex	Yarrowia_lipolytica@Seq_5606	144_5605	OG4104
SNARE complex	Yarrowia_lipolytica@Seq_6364	144_6363	OG3761
SNARE complex	Yarrowia_lipolytica@Seq_6416	144_6415	OG2698
SNARE complex	Yarrowia_lipolytica@Seq_65	144_64	OG3515
SNARE complex	Yarrowia_lipolytica@Seq_717	144_716	OG4038
SPOTS complex	Yarrowia_lipolytica@Seq_5671	144_5670	OG3178
SUMO activating enzyme complex	Yarrowia_lipolytica@Seq_3909	144_3908	OG1713
SUMO activating enzyme complex	Yarrowia_lipolytica@Seq_6257	144_6256	OG3105
SUMO-targeted ubiquitin ligase complex	Yarrowia_lipolytica@Seq_651	144_650	OG13957
SWI/SNF complex	Yarrowia_lipolytica@Seq_1308	144_1307	OG1718
SWI/SNF complex	Yarrowia_lipolytica@Seq_1574	144_1573	OG4037
SWI/SNF complex	Yarrowia_lipolytica@Seq_4323	144_4322	OG3052
SWI/SNF complex	Yarrowia_lipolytica@Seq_4460	144_4459	OG3708
SWI/SNF complex	Yarrowia_lipolytica@Seq_4695	144_4694	OG3183
SWI/SNF complex	Yarrowia_lipolytica@Seq_4985	144_4984	OG2949
SWI/SNF complex	Yarrowia_lipolytica@Seq_5651	144_5650	OG3922
SWI/SNF complex	Yarrowia_lipolytica@Seq_5664	144_5663	OG2710
SWI/SNF superfamily-type complex	Yarrowia_lipolytica@Seq_1230	144_1229	OG1415
SWI/SNF superfamily-type complex	Yarrowia_lipolytica@Seq_6037	144_6036	OG4992
Sec61 translocon complex	Yarrowia_lipolytica@Seq_1940	144_1939	OG1391
Sec61 translocon complex	Yarrowia_lipolytica@Seq_247	144_246	OG20264
Sec62/Sec63 complex	Yarrowia_lipolytica@Seq_2419	144_2418	OG2641
Sec62/Sec63 complex	Yarrowia_lipolytica@Seq_9	144_8	OG2962
Seh1-associated complex	Yarrowia_lipolytica@Seq_4529	144_4528	OG2333
Set1C/COMPASS complex	Yarrowia_lipolytica@Seq_3380	144_3379	OG2143
Set1C/COMPASS complex	Yarrowia_lipolytica@Seq_5102	144_5101	OG2555
Set1C/COMPASS complex	Yarrowia_lipolytica@Seq_6301	144_6300	OG8211
Set1C/COMPASS complex	Yarrowia_lipolytica@Seq_872	144_871	OG4300
Set3 complex	Yarrowia_lipolytica@Seq_1484	144_1483	OG1414
Set3 complex	Yarrowia_lipolytica@Seq_434	144_433	OG3482
Set3 complex	Yarrowia_lipolytica@Seq_4664	144_4663	OG27583
Sin3-type complex	Yarrowia_lipolytica@Seq_1	144_0	OG4453
Sin3-type complex	Yarrowia_lipolytica@Seq_1236	144_1235	OG2296
Sin3-type complex	Yarrowia_lipolytica@Seq_41	144_40	OG20320
Sin3-type complex	Yarrowia_lipolytica@Seq_5460	144_5459	OG4237
Sin3-type complex	Yarrowia_lipolytica@Seq_658	144_657	OG1453
Sin3-type complex	Yarrowia_lipolytica@Seq_966	144_965	OG1363
Ski complex	Yarrowia_lipolytica@Seq_1884	144_1883	OG1036
Ski complex	Yarrowia_lipolytica@Seq_1973	144_1972	OG1036
Smc5-Smc6 complex	Yarrowia_lipolytica@Seq_1561	144_1560	OG18060
Smc5-Smc6 complex	Yarrowia_lipolytica@Seq_3751	144_3750	OG18060
Ste12p-Dig1p-Dig2p complex	Yarrowia_lipolytica@Seq_2537	144_2536	OG3216
Swr1 complex	Yarrowia_lipolytica@Seq_1540	144_1539	OG2118
Swr1 complex	Yarrowia_lipolytica@Seq_2176	144_2175	OG2813
Swr1 complex	Yarrowia_lipolytica@Seq_3700	144_3699	OG1721
Swr1 complex	Yarrowia_lipolytica@Seq_5206	144_5205	OG5589
Swr1 complex	Yarrowia_lipolytica@Seq_5324	144_5323	OG2653
Swr1 complex	Yarrowia_lipolytica@Seq_582	144_581	OG1949
Swr1 complex	Yarrowia_lipolytica@Seq_918	144_917	OG26538
THO complex	Yarrowia_lipolytica@Seq_2159	144_2158	OG6703
THO complex part of transcription export complex	Yarrowia_lipolytica@Seq_2095	144_2094	OG3822
THO complex part of transcription export complex	Yarrowia_lipolytica@Seq_2159	144_2158	OG6703
THO complex part of transcription export complex	Yarrowia_lipolytica@Seq_281	144_280	OG2611
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_1530	144_1529	OG2858
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_2117	144_2116	OG2694
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_2950	144_2949	OG2395
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_3772	144_3771	OG5228
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_3925	144_3924	OG3077
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_5959	144_5958	OG2080
TIM23 mitochondrial import inner membrane translocase complex	Yarrowia_lipolytica@Seq_6394	144_6393	OG3555
TORC1 complex	Yarrowia_lipolytica@Seq_4093	144_4092	OG2387
TORC1 complex	Yarrowia_lipolytica@Seq_5583	144_5582	OG1034
TORC1 complex	Yarrowia_lipolytica@Seq_6087	144_6086	OG2955
TORC1 complex	Yarrowia_lipolytica@Seq_6162	144_6161	OG1035
TORC1 complex	Yarrowia_lipolytica@Seq_861	144_860	OG2745
TORC2 complex	Yarrowia_lipolytica@Seq_1033	144_1032	OG3133
TORC2 complex	Yarrowia_lipolytica@Seq_3217	144_3216	OG5111
TORC2 complex	Yarrowia_lipolytica@Seq_4093	144_4092	OG2387
TORC2 complex	Yarrowia_lipolytica@Seq_4548	144_4547	OG6119
TORC2 complex	Yarrowia_lipolytica@Seq_6087	144_6086	OG2955
TORC2 complex	Yarrowia_lipolytica@Seq_6162	144_6161	OG1035
TORC2 complex	Yarrowia_lipolytica@Seq_861	144_860	OG2745
TRAMP complex	Yarrowia_lipolytica@Seq_2641	144_2640	OG1295
TRAPP complex	Yarrowia_lipolytica@Seq_1343	144_1342	OG3975
TRAPP complex	Yarrowia_lipolytica@Seq_1369	144_1368	OG4039
TRAPP complex	Yarrowia_lipolytica@Seq_1612	144_1611	OG3309
TRAPP complex	Yarrowia_lipolytica@Seq_3385	144_3384	OG4059
TRAPP complex	Yarrowia_lipolytica@Seq_4934	144_4933	OG3083
TRAPPI protein complex	Yarrowia_lipolytica@Seq_1612	144_1611	OG3309
TRAPPII protein complex	Yarrowia_lipolytica@Seq_1612	144_1611	OG3309
TRAPPII protein complex	Yarrowia_lipolytica@Seq_4317	144_4316	OG2318
TRAPPIII protein complex	Yarrowia_lipolytica@Seq_1612	144_1611	OG3309
TRAPPIII protein complex	Yarrowia_lipolytica@Seq_5495	144_5494	OG3730
TRC complex	Yarrowia_lipolytica@Seq_1025	144_1024	OG3316
TRC complex	Yarrowia_lipolytica@Seq_1439	144_1438	OG2536
TRC complex	Yarrowia_lipolytica@Seq_3497	144_3496	OG4818
TSC1-TSC2 complex	Yarrowia_lipolytica@Seq_2972	144_2971	OG6702
TSC1-TSC2 complex	Yarrowia_lipolytica@Seq_3157	144_3156	OG4458
Tec1p-Ste12p-Dig1p complex	Yarrowia_lipolytica@Seq_2537	144_2536	OG3216
U1 snRNP	Yarrowia_lipolytica@Seq_1215	144_1214	OG3423
U1 snRNP	Yarrowia_lipolytica@Seq_1654	144_1653	OG2378
U1 snRNP	Yarrowia_lipolytica@Seq_1730	144_1729	OG4441
U1 snRNP	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U1 snRNP	Yarrowia_lipolytica@Seq_4607	144_4606	OG5367
U1 snRNP	Yarrowia_lipolytica@Seq_4823	144_4822	OG2778
U1 snRNP	Yarrowia_lipolytica@Seq_4991	144_4990	OG2974
U1 snRNP	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
U1 snRNP	Yarrowia_lipolytica@Seq_5109	144_5108	OG4047
U1 snRNP	Yarrowia_lipolytica@Seq_5117	144_5116	OG4179
U1 snRNP	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
U1 snRNP	Yarrowia_lipolytica@Seq_6210	144_6209	OG4990
U1 snRNP	Yarrowia_lipolytica@Seq_967	144_966	OG4627
U12-type spliceosomal complex	Yarrowia_lipolytica@Seq_2669	144_2668	OG3632
U12-type spliceosomal complex	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
U12-type spliceosomal complex	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
U2 snRNP	Yarrowia_lipolytica@Seq_1215	144_1214	OG3423
U2 snRNP	Yarrowia_lipolytica@Seq_1536	144_1535	OG4089
U2 snRNP	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U2 snRNP	Yarrowia_lipolytica@Seq_3226	144_3225	OG4840
U2 snRNP	Yarrowia_lipolytica@Seq_3235	144_3234	OG2975
U2 snRNP	Yarrowia_lipolytica@Seq_382	144_381	OG1592
U2 snRNP	Yarrowia_lipolytica@Seq_4933	144_4932	OG4084
U2 snRNP	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
U2 snRNP	Yarrowia_lipolytica@Seq_5079	144_5078	OG2660
U2 snRNP	Yarrowia_lipolytica@Seq_5095	144_5094	OG5082
U2 snRNP	Yarrowia_lipolytica@Seq_532	144_531	OG3852
U2 snRNP	Yarrowia_lipolytica@Seq_6163	144_6162	OG3264
U2 snRNP	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
U2 snRNP	Yarrowia_lipolytica@Seq_6210	144_6209	OG4990
U2 snRNP	Yarrowia_lipolytica@Seq_6393	144_6392	OG4608
U2-type catalytic step 1 spliceosome	Yarrowia_lipolytica@Seq_1473	144_1472	OG3741
U2-type catalytic step 1 spliceosome	Yarrowia_lipolytica@Seq_318	144_317	OG3223
U2-type catalytic step 1 spliceosome	Yarrowia_lipolytica@Seq_3315	144_3314	OG3004
U2-type catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_1473	144_1472	OG3741
U2-type catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_256	144_255	OG2650
U2-type catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_3315	144_3314	OG3004
U2-type catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4727	144_4726	OG1025
U2-type catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4986	144_4985	OG1790
U2-type post-mRNA release spliceosomal complex	Yarrowia_lipolytica@Seq_412	144_411	OG5282
U2-type post-spliceosomal complex	Yarrowia_lipolytica@Seq_1764	144_1763	OG4256
U2-type prespliceosome	Yarrowia_lipolytica@Seq_1536	144_1535	OG4089
U2-type prespliceosome	Yarrowia_lipolytica@Seq_1654	144_1653	OG2378
U2-type prespliceosome	Yarrowia_lipolytica@Seq_2669	144_2668	OG3632
U2-type prespliceosome	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U2-type prespliceosome	Yarrowia_lipolytica@Seq_382	144_381	OG1592
U2-type prespliceosome	Yarrowia_lipolytica@Seq_4607	144_4606	OG5367
U2-type prespliceosome	Yarrowia_lipolytica@Seq_4823	144_4822	OG2778
U2-type prespliceosome	Yarrowia_lipolytica@Seq_4991	144_4990	OG2974
U2-type prespliceosome	Yarrowia_lipolytica@Seq_5079	144_5078	OG2660
U2-type prespliceosome	Yarrowia_lipolytica@Seq_5109	144_5108	OG4047
U2-type prespliceosome	Yarrowia_lipolytica@Seq_5117	144_5116	OG4179
U2-type prespliceosome	Yarrowia_lipolytica@Seq_91	144_90	OG3385
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_3140	144_3139	OG3465
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_3226	144_3225	OG4840
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_3235	144_3234	OG2975
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_5095	144_5094	OG5082
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_5309	144_5308	OG3598
U2-type spliceosomal complex	Yarrowia_lipolytica@Seq_5556	144_5555	OG5789
U2AF	Yarrowia_lipolytica@Seq_289	144_288	OG3947
U2AF	Yarrowia_lipolytica@Seq_91	144_90	OG3385
U4 snRNP	Yarrowia_lipolytica@Seq_1215	144_1214	OG3423
U4 snRNP	Yarrowia_lipolytica@Seq_2435	144_2434	OG3971
U4 snRNP	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U4 snRNP	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
U4 snRNP	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_1215	144_1214	OG3423
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_1507	144_1506	OG2388
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_1764	144_1763	OG4256
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2033	144_2032	OG4421
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2062	144_2061	OG4588
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2544	144_2543	OG4071
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2591	144_2590	OG1006
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_2970	144_2969	OG3330
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_3693	144_3692	OG4936
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_4160	144_4159	OG4593
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_4620	144_4619	OG1882
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_4727	144_4726	OG1025
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_5059	144_5058	OG16985
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_5457	144_5456	OG2153
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_6205	144_6204	OG4066
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_6210	144_6209	OG4990
U4/U6 x U5 tri-snRNP complex	Yarrowia_lipolytica@Seq_6240	144_6239	OG2895
U5 snRNP	Yarrowia_lipolytica@Seq_1215	144_1214	OG3423
U5 snRNP	Yarrowia_lipolytica@Seq_1764	144_1763	OG4256
U5 snRNP	Yarrowia_lipolytica@Seq_226	144_225	OG1538
U5 snRNP	Yarrowia_lipolytica@Seq_2544	144_2543	OG4071
U5 snRNP	Yarrowia_lipolytica@Seq_2591	144_2590	OG1006
U5 snRNP	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
U5 snRNP	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
U5 snRNP	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
U5 snRNP	Yarrowia_lipolytica@Seq_6210	144_6209	OG4990
U5 snRNP	Yarrowia_lipolytica@Seq_6298	144_6297	OG3777
U6 snRNP	Yarrowia_lipolytica@Seq_2033	144_2032	OG4421
U6 snRNP	Yarrowia_lipolytica@Seq_2062	144_2061	OG4588
U6 snRNP	Yarrowia_lipolytica@Seq_2669	144_2668	OG3632
U6 snRNP	Yarrowia_lipolytica@Seq_4160	144_4159	OG4593
U6 snRNP	Yarrowia_lipolytica@Seq_4938	144_4937	OG3888
U6 snRNP	Yarrowia_lipolytica@Seq_5457	144_5456	OG2153
UDP-N-acetylglucosamine transferase complex	Yarrowia_lipolytica@Seq_5349	144_5348	OG4021
UTP-C complex	Yarrowia_lipolytica@Seq_2108	144_2107	OG2667
UTP-C complex	Yarrowia_lipolytica@Seq_4519	144_4518	OG1845
UTP-C complex	Yarrowia_lipolytica@Seq_5766	144_5765	OG1712
UTP-C complex	Yarrowia_lipolytica@Seq_6128	144_6127	OG3615
Ubp3-Bre5 deubiquitination complex	Yarrowia_lipolytica@Seq_4956	144_4955	OG7119
VCP-NPL4-UFD1 AAA ATPase complex	Yarrowia_lipolytica@Seq_3793	144_3792	OG1505
VCP-NPL4-UFD1 AAA ATPase complex	Yarrowia_lipolytica@Seq_594	144_593	OG2940
VCP-NPL4-UFD1 AAA ATPase complex	Yarrowia_lipolytica@Seq_6327	144_6326	OG4771
Vma12-Vma22 assembly complex	Yarrowia_lipolytica@Seq_2020	144_2019	OG8651
Vps55/Vps68 complex	Yarrowia_lipolytica@Seq_1073	144_1072	OG5099
XPC complex	Yarrowia_lipolytica@Seq_3737	144_3736	OG1906
acetolactate synthase complex	Yarrowia_lipolytica@Seq_3030	144_3029	OG2577
alpha DNA polymerase:primase complex	Yarrowia_lipolytica@Seq_2024	144_2023	OG2681
alpha DNA polymerase:primase complex	Yarrowia_lipolytica@Seq_2354	144_2353	OG2475
alpha DNA polymerase:primase complex	Yarrowia_lipolytica@Seq_4324	144_4323	OG1911
alpha DNA polymerase:primase complex	Yarrowia_lipolytica@Seq_5161	144_5160	OG3209
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Yarrowia_lipolytica@Seq_3477	144_3476	OG1753
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Yarrowia_lipolytica@Seq_5142	144_5141	OG1634
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Yarrowia_lipolytica@Seq_5738	144_5737	OG1314
alpha-1,6-mannosyltransferase complex	Yarrowia_lipolytica@Seq_3223	144_3222	OG2675
alpha-1,6-mannosyltransferase complex	Yarrowia_lipolytica@Seq_4096	144_4095	OG4403
alpha-1,6-mannosyltransferase complex	Yarrowia_lipolytica@Seq_4993	144_4992	OG2749
alpha-1,6-mannosyltransferase complex	Yarrowia_lipolytica@Seq_75	144_74	OG1450
alpha-1,6-mannosyltransferase complex	Yarrowia_lipolytica@Seq_798	144_797	OG1205
aminoacyl-tRNA synthetase multienzyme complex	Yarrowia_lipolytica@Seq_2871	144_2870	OG1662
aminoacyl-tRNA synthetase multienzyme complex	Yarrowia_lipolytica@Seq_4906	144_4905	OG2433
anaphase-promoting complex	Yarrowia_lipolytica@Seq_2094	144_2093	OG4262
anaphase-promoting complex	Yarrowia_lipolytica@Seq_226	144_225	OG1538
anaphase-promoting complex	Yarrowia_lipolytica@Seq_2507	144_2506	OG2691
anaphase-promoting complex	Yarrowia_lipolytica@Seq_2847	144_2846	OG2049
anaphase-promoting complex	Yarrowia_lipolytica@Seq_3280	144_3279	OG4432
anaphase-promoting complex	Yarrowia_lipolytica@Seq_3923	144_3922	OG2853
