complex type	sequence id	index	ortholog
Rab-protein geranylgeranyltransferase complex	Candida_parapsilosis@Seq_838	24_837	OG2777
Rad17 RFC-like complex	Candida_parapsilosis@Seq_175	24_174	OG2996
Rad17 RFC-like complex	Candida_parapsilosis@Seq_1782	24_1781	OG2839
Rad17 RFC-like complex	Candida_parapsilosis@Seq_3052	24_3051	OG2291
Rad17 RFC-like complex	Candida_parapsilosis@Seq_4320	24_4319	OG4080
Rad17 RFC-like complex	Candida_parapsilosis@Seq_518	24_517	OG2330
Rad6-Rad18 complex	Candida_parapsilosis@Seq_4936	24_4935	OG3437
Rad6-Rad18 complex	Candida_parapsilosis@Seq_735	24_734	OG3492
RecQ family helicase-topoisomerase III complex	Candida_parapsilosis@Seq_1459	24_1458	OG1801
RecQ family helicase-topoisomerase III complex	Candida_parapsilosis@Seq_2293	24_2292	OG5120
RecQ family helicase-topoisomerase III complex	Candida_parapsilosis@Seq_3747	24_3746	OG1396
Rhp55-Rhp57 complex	Candida_parapsilosis@Seq_18	24_17	OG4095
Rix1 complex	Candida_parapsilosis@Seq_1472	24_1471	OG2135
Rix1 complex	Candida_parapsilosis@Seq_3637	24_3636	OG2351
Rix1 complex	Candida_parapsilosis@Seq_769	24_768	OG1297
Rpd3L complex	Candida_parapsilosis@Seq_1071	24_1070	OG1363
Rpd3L complex	Candida_parapsilosis@Seq_1353	24_1352	OG51461
Rpd3L complex	Candida_parapsilosis@Seq_1810	24_1809	OG3094
Rpd3L complex	Candida_parapsilosis@Seq_2008	24_2007	OG3088
Rpd3L complex	Candida_parapsilosis@Seq_232	24_231	OG3697
Rpd3L complex	Candida_parapsilosis@Seq_2614	24_2613	OG3812
Rpd3L complex	Candida_parapsilosis@Seq_2815	24_2814	OG4249
Rpd3L complex	Candida_parapsilosis@Seq_4019	24_4018	OG2296
Rpd3L complex	Candida_parapsilosis@Seq_421	24_420	OG1496
Rpd3L complex	Candida_parapsilosis@Seq_4875	24_4874	OG6231
Rpd3L complex	Candida_parapsilosis@Seq_5009	24_5008	OG1453
Rpd3L-Expanded complex	Candida_parapsilosis@Seq_1071	24_1070	OG1363
Rpd3L-Expanded complex	Candida_parapsilosis@Seq_2008	24_2007	OG3088
Rpd3L-Expanded complex	Candida_parapsilosis@Seq_4423	24_4422	OG3482
Rpd3L-Expanded complex	Candida_parapsilosis@Seq_762	24_761	OG2000
Rpd3S complex	Candida_parapsilosis@Seq_1071	24_1070	OG1363
Rpd3S complex	Candida_parapsilosis@Seq_2605	24_2604	OG2728
Rpd3S complex	Candida_parapsilosis@Seq_2930	24_2929	OG3397
Rpd3S complex	Candida_parapsilosis@Seq_5009	24_5008	OG1453
Rvs161p-Rvs167p complex	Candida_parapsilosis@Seq_1750	24_1749	OG2754
Rvs161p-Rvs167p complex	Candida_parapsilosis@Seq_5258	24_5257	OG1866
SAGA complex	Candida_parapsilosis@Seq_1177	24_1176	OG6366
SAGA complex	Candida_parapsilosis@Seq_1188	24_1187	OG2418
SAGA complex	Candida_parapsilosis@Seq_1265	24_1264	OG3528
SAGA complex	Candida_parapsilosis@Seq_127	24_126	OG3289
SAGA complex	Candida_parapsilosis@Seq_1485	24_1484	OG2371
SAGA complex	Candida_parapsilosis@Seq_15	24_14	OG3044
SAGA complex	Candida_parapsilosis@Seq_1700	24_1699	OG2280
SAGA complex	Candida_parapsilosis@Seq_1736	24_1735	OG2545
SAGA complex	Candida_parapsilosis@Seq_1926	24_1925	OG1703
SAGA complex	Candida_parapsilosis@Seq_1930	24_1929	OG1493
SAGA complex	Candida_parapsilosis@Seq_2058	24_2057	OG1560
SAGA complex	Candida_parapsilosis@Seq_2130	24_2129	OG2165
SAGA complex	Candida_parapsilosis@Seq_2416	24_2415	OG4031
SAGA complex	Candida_parapsilosis@Seq_2799	24_2798	OG2792
SAGA complex	Candida_parapsilosis@Seq_2825	24_2824	OG1099
SAGA complex	Candida_parapsilosis@Seq_2911	24_2910	OG3068
SAGA complex	Candida_parapsilosis@Seq_3224	24_3223	OG4164
SAGA complex	Candida_parapsilosis@Seq_395	24_394	OG1427
SAGA complex	Candida_parapsilosis@Seq_4338	24_4337	OG3031
SAGA complex	Candida_parapsilosis@Seq_4409	24_4408	OG1542
SAM complex	Candida_parapsilosis@Seq_1514	24_1513	OG2368
SAM complex	Candida_parapsilosis@Seq_1872	24_1871	OG4839
SAM complex	Candida_parapsilosis@Seq_2327	24_2326	OG3173
SAM complex	Candida_parapsilosis@Seq_445	24_444	OG2043
SAS acetyltransferase complex	Candida_parapsilosis@Seq_1878	24_1877	OG5443
SAS acetyltransferase complex	Candida_parapsilosis@Seq_2823	24_2822	OG3504
SBF transcription complex	Candida_parapsilosis@Seq_1289	24_1288	OG4929
SBF transcription complex	Candida_parapsilosis@Seq_1939	24_1938	OG5986
SBF transcription complex	Candida_parapsilosis@Seq_3342	24_3341	OG2185
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_1360	24_1359	OG2479
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_1414	24_1413	OG3206
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_2738	24_2737	OG1648
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_2798	24_2797	OG2949
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_3093	24_3092	OG4309
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_3266	24_3265	OG1763
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_3281	24_3280	OG3595
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_3370	24_3369	OG1339
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_4041	24_4040	OG1489
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_4166	24_4165	OG2024
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_4210	24_4209	OG3368
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_4347	24_4346	OG3051
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_512	24_511	OG2575
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_5259	24_5258	OG5446
SCF ubiquitin ligase complex	Candida_parapsilosis@Seq_922	24_921	OG4464
SHREC complex	Candida_parapsilosis@Seq_3433	24_3432	OG1736
SHREC2 complex	Candida_parapsilosis@Seq_3433	24_3432	OG1736
SLAC complex	Candida_parapsilosis@Seq_342	24_341	OG1627
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1188	24_1187	OG2418
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1265	24_1264	OG3528
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_127	24_126	OG3289
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_15	24_14	OG3044
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1700	24_1699	OG2280
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1736	24_1735	OG2545
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1926	24_1925	OG1703
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_1930	24_1929	OG1493
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_2058	24_2057	OG1560
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_2130	24_2129	OG2165
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_2799	24_2798	OG2792
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_2825	24_2824	OG1099
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_2911	24_2910	OG3068
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_395	24_394	OG1427
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_4338	24_4337	OG3031
SLIK (SAGA-like) complex	Candida_parapsilosis@Seq_4409	24_4408	OG1542
SMC loading complex	Candida_parapsilosis@Seq_3119	24_3118	OG2802
SNARE complex	Candida_parapsilosis@Seq_1314	24_1313	OG5174
SNARE complex	Candida_parapsilosis@Seq_1316	24_1315	OG4194
SNARE complex	Candida_parapsilosis@Seq_1733	24_1732	OG2995
SNARE complex	Candida_parapsilosis@Seq_1885	24_1884	OG2836
SNARE complex	Candida_parapsilosis@Seq_2157	24_2156	OG1413
SNARE complex	Candida_parapsilosis@Seq_2645	24_2644	OG4872
SNARE complex	Candida_parapsilosis@Seq_2698	24_2697	OG3515
SNARE complex	Candida_parapsilosis@Seq_3379	24_3378	OG3849
SNARE complex	Candida_parapsilosis@Seq_3416	24_3415	OG4038
SNARE complex	Candida_parapsilosis@Seq_3526	24_3525	OG5323
SNARE complex	Candida_parapsilosis@Seq_3741	24_3740	OG2040
SNARE complex	Candida_parapsilosis@Seq_3806	24_3805	OG2767
SNARE complex	Candida_parapsilosis@Seq_3947	24_3946	OG3087
SNARE complex	Candida_parapsilosis@Seq_400	24_399	OG5023
SNARE complex	Candida_parapsilosis@Seq_4453	24_4452	OG2700
SNARE complex	Candida_parapsilosis@Seq_4506	24_4505	OG1894
SNARE complex	Candida_parapsilosis@Seq_4736	24_4735	OG5856
SNARE complex	Candida_parapsilosis@Seq_4811	24_4810	OG2334
SNARE complex	Candida_parapsilosis@Seq_4814	24_4813	OG2698
SNARE complex	Candida_parapsilosis@Seq_641	24_640	OG2799
SNARE complex	Candida_parapsilosis@Seq_714	24_713	OG3461
SPOTS complex	Candida_parapsilosis@Seq_3906	24_3905	OG2382
SPOTS complex	Candida_parapsilosis@Seq_4438	24_4437	OG3178
SPOTS complex	Candida_parapsilosis@Seq_4871	24_4870	OG1743
SPOTS complex	Candida_parapsilosis@Seq_5191	24_5190	OG1683
SUMO activating enzyme complex	Candida_parapsilosis@Seq_3162	24_3161	OG1672
SUMO activating enzyme complex	Candida_parapsilosis@Seq_4613	24_4612	OG1713
SUMO-targeted ubiquitin ligase complex	Candida_parapsilosis@Seq_1225	24_1224	OG4606
SUMO-targeted ubiquitin ligase complex	Candida_parapsilosis@Seq_5110	24_5109	OG5209
SWI/SNF complex	Candida_parapsilosis@Seq_1165	24_1164	OG3183
SWI/SNF complex	Candida_parapsilosis@Seq_1299	24_1298	OG8031
SWI/SNF complex	Candida_parapsilosis@Seq_1753	24_1752	OG1464
SWI/SNF complex	Candida_parapsilosis@Seq_2653	24_2652	OG2163
SWI/SNF complex	Candida_parapsilosis@Seq_2744	24_2743	OG2422
SWI/SNF complex	Candida_parapsilosis@Seq_2934	24_2933	OG6012
SWI/SNF complex	Candida_parapsilosis@Seq_3105	24_3104	OG1718
SWI/SNF complex	Candida_parapsilosis@Seq_3696	24_3695	OG3922
SWI/SNF complex	Candida_parapsilosis@Seq_4319	24_4318	OG4037
SWI/SNF complex	Candida_parapsilosis@Seq_77	24_76	OG3955
SWI/SNF complex	Candida_parapsilosis@Seq_914	24_913	OG1051
Sec61 translocon complex	Candida_parapsilosis@Seq_1270	24_1269	OG4207
Sec61 translocon complex	Candida_parapsilosis@Seq_5070	24_5069	OG1391
Sec62/Sec63 complex	Candida_parapsilosis@Seq_2056	24_2055	OG2876
Sec62/Sec63 complex	Candida_parapsilosis@Seq_2348	24_2347	OG2962
Sec62/Sec63 complex	Candida_parapsilosis@Seq_509	24_508	OG3936
Seh1-associated complex	Candida_parapsilosis@Seq_1132	24_1131	OG3845
Seh1-associated complex	Candida_parapsilosis@Seq_1481	24_1480	OG3106
Seh1-associated complex	Candida_parapsilosis@Seq_1780	24_1779	OG2333
Seh1-associated complex	Candida_parapsilosis@Seq_2271	24_2270	OG3742
Seh1-associated complex	Candida_parapsilosis@Seq_4247	24_4246	OG1138
Seh1-associated complex	Candida_parapsilosis@Seq_4730	24_4729	OG3561
Seh1-associated complex	Candida_parapsilosis@Seq_4734	24_4733	OG1504
Seh1-associated complex	Candida_parapsilosis@Seq_4940	24_4939	OG3646
Set1C/COMPASS complex	Candida_parapsilosis@Seq_116	24_115	OG4541
Set1C/COMPASS complex	Candida_parapsilosis@Seq_1651	24_1650	OG1097
Set1C/COMPASS complex	Candida_parapsilosis@Seq_3934	24_3933	OG2555
Set1C/COMPASS complex	Candida_parapsilosis@Seq_4348	24_4347	OG4300
Set1C/COMPASS complex	Candida_parapsilosis@Seq_5181	24_5180	OG2874
Set1C/COMPASS complex	Candida_parapsilosis@Seq_572	24_571	OG3650
Set1C/COMPASS complex	Candida_parapsilosis@Seq_954	24_953	OG2143
Set1C/COMPASS complex	Candida_parapsilosis@Seq_968	24_967	OG5457
Set3 complex	Candida_parapsilosis@Seq_2538	24_2537	OG1414
Set3 complex	Candida_parapsilosis@Seq_2977	24_2976	OG3542
Set3 complex	Candida_parapsilosis@Seq_3630	24_3629	OG2805
Set3 complex	Candida_parapsilosis@Seq_4039	24_4038	OG1234
Set3 complex	Candida_parapsilosis@Seq_4423	24_4422	OG3482
Set3 complex	Candida_parapsilosis@Seq_5216	24_5215	OG3850
Set3 complex	Candida_parapsilosis@Seq_762	24_761	OG2000
Sid2-Mob1 complex	Candida_parapsilosis@Seq_1739	24_1738	OG3432
Sid2-Mob1 complex	Candida_parapsilosis@Seq_4255	24_4254	OG1541
Sin3-type complex	Candida_parapsilosis@Seq_1071	24_1070	OG1363
Sin3-type complex	Candida_parapsilosis@Seq_1939	24_1938	OG5986
Sin3-type complex	Candida_parapsilosis@Seq_5009	24_5008	OG1453
Ski complex	Candida_parapsilosis@Seq_3085	24_3084	OG2483
Ski complex	Candida_parapsilosis@Seq_4169	24_4168	OG1036
Ski complex	Candida_parapsilosis@Seq_4372	24_4371	OG1990
Slx1-Slx4 complex	Candida_parapsilosis@Seq_2282	24_2281	OG31971
Smc5-Smc6 complex	Candida_parapsilosis@Seq_1705	24_1704	OG4635
Smc5-Smc6 complex	Candida_parapsilosis@Seq_2445	24_2444	OG3119
Smc5-Smc6 complex	Candida_parapsilosis@Seq_2836	24_2835	OG3326
Smc5-Smc6 complex	Candida_parapsilosis@Seq_3012	24_3011	OG1841
Smc5-Smc6 complex	Candida_parapsilosis@Seq_4851	24_4850	OG5997
Smc5-Smc6 complex	Candida_parapsilosis@Seq_602	24_601	OG4687
Ssh1 translocon complex	Candida_parapsilosis@Seq_1270	24_1269	OG4207
Ssh1 translocon complex	Candida_parapsilosis@Seq_4831	24_4830	OG4221
Ssh1 translocon complex	Candida_parapsilosis@Seq_506	24_505	OG2011
Ste12p-Dig1p-Dig2p complex	Candida_parapsilosis@Seq_5146	24_5145	OG39750
Ste12p-Dig1p-Dig2p complex	Candida_parapsilosis@Seq_551	24_550	OG3216
Swr1 complex	Candida_parapsilosis@Seq_1190	24_1189	OG2481
Swr1 complex	Candida_parapsilosis@Seq_1484	24_1483	OG2623
Swr1 complex	Candida_parapsilosis@Seq_1552	24_1551	OG1721
Swr1 complex	Candida_parapsilosis@Seq_180	24_179	OG3709
Swr1 complex	Candida_parapsilosis@Seq_2252	24_2251	OG4049
Swr1 complex	Candida_parapsilosis@Seq_2299	24_2298	OG2118
Swr1 complex	Candida_parapsilosis@Seq_248	24_247	OG4208
Swr1 complex	Candida_parapsilosis@Seq_2781	24_2780	OG1949
Swr1 complex	Candida_parapsilosis@Seq_2798	24_2797	OG2949
Swr1 complex	Candida_parapsilosis@Seq_3058	24_3057	OG3609
Swr1 complex	Candida_parapsilosis@Seq_3850	24_3849	OG6284
Swr1 complex	Candida_parapsilosis@Seq_4034	24_4033	OG1896
Swr1 complex	Candida_parapsilosis@Seq_5157	24_5156	OG3717
Swr1 complex	Candida_parapsilosis@Seq_56	24_55	OG2885
Swr1 complex	Candida_parapsilosis@Seq_788	24_787	OG2813
TACC/TOG complex	Candida_parapsilosis@Seq_3162	24_3161	OG1672
THO complex part of transcription export complex	Candida_parapsilosis@Seq_4514	24_4513	OG2611
TIM22 mitochondrial import inner membrane insertion complex	Candida_parapsilosis@Seq_2158	24_2157	OG3016
TIM22 mitochondrial import inner membrane insertion complex	Candida_parapsilosis@Seq_2323	24_2322	OG4297
TIM22 mitochondrial import inner membrane insertion complex	Candida_parapsilosis@Seq_2515	24_2514	OG3490
TIM22 mitochondrial import inner membrane insertion complex	Candida_parapsilosis@Seq_3452	24_3451	OG4069
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_1197	24_1196	OG3077
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_2450	24_2449	OG3555
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_2732	24_2731	OG2694
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_3630	24_3629	OG2805
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_3887	24_3886	OG2080
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_429	24_428	OG2395
TIM23 mitochondrial import inner membrane translocase complex	Candida_parapsilosis@Seq_511	24_510	OG2440
TORC1 complex	Candida_parapsilosis@Seq_185	24_184	OG6322
TORC1 complex	Candida_parapsilosis@Seq_2142	24_2141	OG2387
TORC1 complex	Candida_parapsilosis@Seq_3127	24_3126	OG2171
TORC1 complex	Candida_parapsilosis@Seq_4130	24_4129	OG2955
TORC1 complex	Candida_parapsilosis@Seq_4253	24_4252	OG1035
TORC1 complex	Candida_parapsilosis@Seq_4466	24_4465	OG1034
TORC2 complex	Candida_parapsilosis@Seq_165	24_164	OG2745
TORC2 complex	Candida_parapsilosis@Seq_2142	24_2141	OG2387
TORC2 complex	Candida_parapsilosis@Seq_3127	24_3126	OG2171
TORC2 complex	Candida_parapsilosis@Seq_3825	24_3824	OG3133
TORC2 complex	Candida_parapsilosis@Seq_4130	24_4129	OG2955
TORC2 complex	Candida_parapsilosis@Seq_4253	24_4252	OG1035
TORC2 complex	Candida_parapsilosis@Seq_5141	24_5140	OG4027
TORC2 complex	Candida_parapsilosis@Seq_700	24_699	OG1286
TRAMP complex	Candida_parapsilosis@Seq_2125	24_2124	OG1295
TRAMP complex	Candida_parapsilosis@Seq_238	24_237	OG5169
TRAMP complex	Candida_parapsilosis@Seq_3073	24_3072	OG1036
TRAPP complex	Candida_parapsilosis@Seq_297	24_296	OG1823
TRAPPI protein complex	Candida_parapsilosis@Seq_1579	24_1578	OG4059
TRAPPI protein complex	Candida_parapsilosis@Seq_2174	24_2173	OG1615
TRAPPI protein complex	Candida_parapsilosis@Seq_297	24_296	OG1823
TRAPPI protein complex	Candida_parapsilosis@Seq_4259	24_4258	OG3975
TRAPPI protein complex	Candida_parapsilosis@Seq_4356	24_4355	OG1925
TRAPPI protein complex	Candida_parapsilosis@Seq_4711	24_4710	OG4039
TRAPPII protein complex	Candida_parapsilosis@Seq_1248	24_1247	OG2318
TRAPPII protein complex	Candida_parapsilosis@Seq_1579	24_1578	OG4059
TRAPPII protein complex	Candida_parapsilosis@Seq_2174	24_2173	OG1615
TRAPPII protein complex	Candida_parapsilosis@Seq_297	24_296	OG1823
TRAPPII protein complex	Candida_parapsilosis@Seq_3648	24_3647	OG5306
TRAPPII protein complex	Candida_parapsilosis@Seq_3768	24_3767	OG2234
TRAPPII protein complex	Candida_parapsilosis@Seq_4180	24_4179	OG4634
TRAPPII protein complex	Candida_parapsilosis@Seq_4259	24_4258	OG3975
TRAPPII protein complex	Candida_parapsilosis@Seq_4356	24_4355	OG1925
TRAPPII protein complex	Candida_parapsilosis@Seq_4711	24_4710	OG4039
TRAPPIII protein complex	Candida_parapsilosis@Seq_1579	24_1578	OG4059
TRAPPIII protein complex	Candida_parapsilosis@Seq_2174	24_2173	OG1615
TRAPPIII protein complex	Candida_parapsilosis@Seq_297	24_296	OG1823
TRAPPIII protein complex	Candida_parapsilosis@Seq_4259	24_4258	OG3975
TRAPPIII protein complex	Candida_parapsilosis@Seq_4356	24_4355	OG1925
TRAPPIII protein complex	Candida_parapsilosis@Seq_4711	24_4710	OG4039
TRAPPIII protein complex	Candida_parapsilosis@Seq_4803	24_4802	OG1228
TRC complex	Candida_parapsilosis@Seq_1376	24_1375	OG1917
TRC complex	Candida_parapsilosis@Seq_2140	24_2139	OG4818
TRC complex	Candida_parapsilosis@Seq_2179	24_2178	OG1037
TRC complex	Candida_parapsilosis@Seq_3594	24_3593	OG5637
TRC complex	Candida_parapsilosis@Seq_5041	24_5040	OG2536
TRC complex	Candida_parapsilosis@Seq_989	24_988	OG3372
Tec1p-Ste12p-Dig1p complex	Candida_parapsilosis@Seq_3774	24_3773	OG4821
Tec1p-Ste12p-Dig1p complex	Candida_parapsilosis@Seq_551	24_550	OG3216
Tor2-Mei2-Ste11 complex	Candida_parapsilosis@Seq_4253	24_4252	OG1035
U1 snRNP	Candida_parapsilosis@Seq_1182	24_1181	OG1066
U1 snRNP	Candida_parapsilosis@Seq_1396	24_1395	OG2733
U1 snRNP	Candida_parapsilosis@Seq_1502	24_1501	OG2974
U1 snRNP	Candida_parapsilosis@Seq_1606	24_1605	OG4441
U1 snRNP	Candida_parapsilosis@Seq_1922	24_1921	OG2905
U1 snRNP	Candida_parapsilosis@Seq_24	24_23	OG4924
U1 snRNP	Candida_parapsilosis@Seq_2775	24_2774	OG2778
U1 snRNP	Candida_parapsilosis@Seq_3328	24_3327	OG4179
U1 snRNP	Candida_parapsilosis@Seq_3411	24_3410	OG1084
U1 snRNP	Candida_parapsilosis@Seq_3818	24_3817	OG2378
U1 snRNP	Candida_parapsilosis@Seq_4156	24_4155	OG5290
U1 snRNP	Candida_parapsilosis@Seq_4165	24_4164	OG2590
U1 snRNP	Candida_parapsilosis@Seq_432	24_431	OG4627
U1 snRNP	Candida_parapsilosis@Seq_4776	24_4775	OG3454
U1 snRNP	Candida_parapsilosis@Seq_718	24_717	OG3543
U1 snRNP	Candida_parapsilosis@Seq_938	24_937	OG1351
U2 snRNP	Candida_parapsilosis@Seq_1129	24_1128	OG2975
U2 snRNP	Candida_parapsilosis@Seq_1182	24_1181	OG1066
U2 snRNP	Candida_parapsilosis@Seq_1396	24_1395	OG2733
U2 snRNP	Candida_parapsilosis@Seq_1740	24_1739	OG5778
U2 snRNP	Candida_parapsilosis@Seq_2105	24_2104	OG2009
U2 snRNP	Candida_parapsilosis@Seq_2219	24_2218	OG2660
U2 snRNP	Candida_parapsilosis@Seq_3727	24_3726	OG3264
U2 snRNP	Candida_parapsilosis@Seq_3813	24_3812	OG1592
U2 snRNP	Candida_parapsilosis@Seq_3938	24_3937	OG4608
U2 snRNP	Candida_parapsilosis@Seq_432	24_431	OG4627
U2 snRNP	Candida_parapsilosis@Seq_4390	24_4389	OG3664
U2 snRNP	Candida_parapsilosis@Seq_4776	24_4775	OG3454
U2 snRNP	Candida_parapsilosis@Seq_5057	24_5056	OG2146
U2 snRNP	Candida_parapsilosis@Seq_718	24_717	OG3543
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_1169	24_1168	OG3223
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_1889	24_1888	OG1862
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_1897	24_1896	OG4013
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_2101	24_2100	OG1004
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_2301	24_2300	OG1790
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_3467	24_3466	OG4163
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_4136	24_4135	OG3004
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_4211	24_4210	OG4987
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_856	24_855	OG2650
U2-type catalytic step 1 spliceosome	Candida_parapsilosis@Seq_992	24_991	OG3390
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_1889	24_1888	OG1862
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_1897	24_1896	OG4013
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_204	24_203	OG1004
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_2301	24_2300	OG1790
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_4136	24_4135	OG3004
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_4211	24_4210	OG4987
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_604	24_603	OG1004
U2-type catalytic step 2 spliceosome	Candida_parapsilosis@Seq_856	24_855	OG2650
U2-type post-mRNA release spliceosomal complex	Candida_parapsilosis@Seq_1889	24_1888	OG1862
U2-type post-mRNA release spliceosomal complex	Candida_parapsilosis@Seq_2301	24_2300	OG1790
U2-type post-mRNA release spliceosomal complex	Candida_parapsilosis@Seq_4211	24_4210	OG4987
U2-type post-mRNA release spliceosomal complex	Candida_parapsilosis@Seq_4765	24_4764	OG6180
U2-type post-mRNA release spliceosomal complex	Candida_parapsilosis@Seq_856	24_855	OG2650
U2-type post-spliceosomal complex	Candida_parapsilosis@Seq_3152	24_3151	OG4256
U2-type post-spliceosomal complex	Candida_parapsilosis@Seq_3633	24_3632	OG3796
U2-type post-spliceosomal complex	Candida_parapsilosis@Seq_604	24_603	OG1004
U2-type prespliceosome	Candida_parapsilosis@Seq_1075	24_1074	OG4590
U2-type prespliceosome	Candida_parapsilosis@Seq_1129	24_1128	OG2975
U2-type prespliceosome	Candida_parapsilosis@Seq_1182	24_1181	OG1066
U2-type prespliceosome	Candida_parapsilosis@Seq_1396	24_1395	OG2733
U2-type prespliceosome	Candida_parapsilosis@Seq_1502	24_1501	OG2974
U2-type prespliceosome	Candida_parapsilosis@Seq_1606	24_1605	OG4441
U2-type prespliceosome	Candida_parapsilosis@Seq_1922	24_1921	OG2905
U2-type prespliceosome	Candida_parapsilosis@Seq_2105	24_2104	OG2009
U2-type prespliceosome	Candida_parapsilosis@Seq_2219	24_2218	OG2660
U2-type prespliceosome	Candida_parapsilosis@Seq_2301	24_2300	OG1790
U2-type prespliceosome	Candida_parapsilosis@Seq_24	24_23	OG4924
U2-type prespliceosome	Candida_parapsilosis@Seq_2775	24_2774	OG2778
U2-type prespliceosome	Candida_parapsilosis@Seq_3328	24_3327	OG4179
U2-type prespliceosome	Candida_parapsilosis@Seq_3411	24_3410	OG1084
U2-type prespliceosome	Candida_parapsilosis@Seq_3428	24_3427	OG3074
U2-type prespliceosome	Candida_parapsilosis@Seq_3813	24_3812	OG1592
U2-type prespliceosome	Candida_parapsilosis@Seq_3818	24_3817	OG2378
U2-type prespliceosome	Candida_parapsilosis@Seq_4156	24_4155	OG5290
U2-type prespliceosome	Candida_parapsilosis@Seq_4165	24_4164	OG2590
U2-type prespliceosome	Candida_parapsilosis@Seq_4211	24_4210	OG4987
U2-type prespliceosome	Candida_parapsilosis@Seq_4241	24_4240	OG3385
U2-type prespliceosome	Candida_parapsilosis@Seq_4740	24_4739	OG1394
U2-type prespliceosome	Candida_parapsilosis@Seq_4776	24_4775	OG3454
U2-type prespliceosome	Candida_parapsilosis@Seq_5057	24_5056	OG2146
U2-type prespliceosome	Candida_parapsilosis@Seq_718	24_717	OG3543
U2-type prespliceosome	Candida_parapsilosis@Seq_856	24_855	OG2650
U2-type prespliceosome	Candida_parapsilosis@Seq_938	24_937	OG1351
U2-type spliceosomal complex	Candida_parapsilosis@Seq_1735	24_1734	OG1004
U2-type spliceosomal complex	Candida_parapsilosis@Seq_2584	24_2583	OG4549
U2-type spliceosomal complex	Candida_parapsilosis@Seq_3828	24_3827	OG2726
U2-type spliceosomal complex	Candida_parapsilosis@Seq_3928	24_3927	OG4600
U2-type spliceosomal complex	Candida_parapsilosis@Seq_4075	24_4074	OG3598
U2-type spliceosomal complex	Candida_parapsilosis@Seq_4390	24_4389	OG3664
U2-type spliceosomal complex	Candida_parapsilosis@Seq_4424	24_4423	OG3930
U2-type spliceosomal complex	Candida_parapsilosis@Seq_584	24_583	OG43797
U2-type spliceosomal complex	Candida_parapsilosis@Seq_829	24_828	OG4462
U2-type spliceosomal complex	Candida_parapsilosis@Seq_992	24_991	OG3390
