rxnID	source	panID_kegg_web	panID_eggnog_web	panID_RAVEN_kegg	panID_RAVEN_biocyc	panID_inter	panID_union	seedID	keggID	rxn_name_seed	rxn_name_kegg	formula_MNX	balance_MNX	Equation_MNX	EC_MNX	biocycID	reverse_biocyc	formula_biocyc	seed_equation	seed_definition	seed_direction	seed_reversibility	reverse_correction	dead_met_num	exist_panYeast	kegg_pathway_name
MNXR100389	eggnog_web	NA	yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212;Metschnikowia_mauinuiana@Seq_1166;yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575;Metschnikowia_santaceciliae@Seq_821;Metschnikowia_cerradonensis@Seq_557;Saitoella_complicata@Seq_1191;yHMPu5000035274_Wickerhamomyces_alni@Seq_4229	NA	NA	NA	yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212;Metschnikowia_mauinuiana@Seq_1166;yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575;Metschnikowia_santaceciliae@Seq_821;Metschnikowia_cerradonensis@Seq_557;Saitoella_complicata@Seq_1191;yHMPu5000035274_Wickerhamomyces_alni@Seq_4229	rxn01115	kegg:R01528	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)	1 `CO2` + 1 `D-ribulose 5-phosphate` + 1 `NADPH` = 1 `6-phospho-D-gluconate` + 1 `NADP(+)`	TRUE	1 MNXM13@MNXD1 + 1 MNXM145@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM325@MNXD1 + 1 MNXM5@MNXD1	1.1.1.351;1.1.1.44	RXN-9952	LEFT-TO-RIGHT	CPD-2961 + NADP => RIBULOSE-5P + CARBON-DIOXIDE + NADPH	(1) cpd00006[0] + (1) cpd00284[0] => (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00171[0]	(1) NADP[0] + (1) 6-Phospho-D-gluconate[0] => (1) NADPH[0] + (1) CO2[0] + (1) D-Ribulose5-phosphate[0]	>	=	0	0	TRUE	Pentose phosphate pathway;Glutathione metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism
MNXR113581	eggnog_web	NA	yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212;Metschnikowia_mauinuiana@Seq_1166;yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575;Metschnikowia_santaceciliae@Seq_821;Metschnikowia_cerradonensis@Seq_557;Saitoella_complicata@Seq_1191;yHMPu5000035274_Wickerhamomyces_alni@Seq_4229	NA	NA	NA	yHMPu5000034631_Martiniozyma_abiesophila@Seq_8212;Metschnikowia_mauinuiana@Seq_1166;yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2575;Metschnikowia_santaceciliae@Seq_821;Metschnikowia_cerradonensis@Seq_557;Saitoella_complicata@Seq_1191;yHMPu5000035274_Wickerhamomyces_alni@Seq_4229	rxn11040	kegg:R10221	RXN-3341.c	6-phospho-D-gluconate:NAD+ 2-oxidoreductase (decarboxylating)	1 `NADH` + 1 `CO2` + 1 `D-ribulose 5-phosphate` = 1 `6-phospho-D-gluconate` + 1 `NAD(+)`	TRUE	1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM145@MNXD1 = 1 MNXM325@MNXD1 + 1 MNXM8@MNXD1	1.1.1.343;1.1.1.351	RXN-3341	LEFT-TO-RIGHT	CPD-2961 + NAD => RIBULOSE-5P + CARBON-DIOXIDE + NADH	(1) cpd00003[0] + (1) cpd00284[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00171[0]	(1) NAD[0] + (1) 6-Phospho-D-gluconate[0] => (1) NADH[0] + (1) CO2[0] + (1) D-Ribulose5-phosphate[0]	>	=	0	0	FALSE	Pentose phosphate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism
MNXR100830	eggnog_web	NA	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_2883;Metschnikowia_santaceciliae@Seq_3053;yHMPu5000035301_Pichia_terricola@Seq_3803;yHMPu5000034890_Ogataea_ramenticola@Seq_2766;Metschnikowia_lockheadii@Seq_6129;Saccharomyces_kudriavzevii@Seq_2203	NA	NA	NA	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_2883;Metschnikowia_santaceciliae@Seq_3053;yHMPu5000035301_Pichia_terricola@Seq_3803;yHMPu5000034890_Ogataea_ramenticola@Seq_2766;Metschnikowia_lockheadii@Seq_6129;Saccharomyces_kudriavzevii@Seq_2203	rxn00834	kegg:R01130	IMP:NAD+ oxidoreductase	IMP:NAD+ oxidoreductase	1 `IMP` + 1 `H2O` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `XMP`	TRUE	1 MNXM125@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM298@MNXD1	1.1.1.205	IMP-DEHYDROG-RXN	REVERSIBLE	IMP + WATER + NAD <=> XANTHOSINE-5-PHOSPHATE + NADH + PROTON	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00114[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00497[0]	(1) H2O[0] + (1) NAD[0] + (1) IMP[0] <=> (1) NADH[0] + (1) H+[0] + (1) XMP[0]	=	=	1	0	TRUE	Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
MNXR100354	eggnog_web;RAVEN_biocyc	NA	Metschnikowia_cerradonensis@Seq_6442;Metschnikowia_santaceciliae@Seq_3050;yHMPu5000035659_Saturnispora_dispora@Seq_2102;Metschnikowia_matae_maris@Seq_6223;yHMPu5000034754_Lipomyces_arxii@Seq_6876;Metschnikowia_santaceciliae@Seq_2936;Metschnikowia_matae@Seq_2387;Metschnikowia_cerradonensis@Seq_4081;Metschnikowia_borealis@Seq_2776;Metschnikowia_ipomoeae@Seq_2512;Metschnikowia_santaceciliae@Seq_1133;Schizosaccharomyces_pombe@Seq_5026;Metschnikowia_matae@Seq_3362;Metschnikowia_cerradonensis@Seq_3899;Metschnikowia_borealis@Seq_465;Metschnikowia_matae@Seq_565;Candida_sojae@Seq_2693;Metschnikowia_borealis@Seq_3506;Metschnikowia_santaceciliae@Seq_2327;Metschnikowia_santaceciliae@Seq_3222;Metschnikowia_continentalis@Seq_5233;Metschnikowia_matae_maris@Seq_6332;Metschnikowia_continentalis@Seq_587;Metschnikowia_lockheadii@Seq_850;Pichia_membranifaciens@Seq_1402;Metschnikowia_borealis@Seq_295;Metschnikowia_mauinuiana@Seq_1741	NA	yHMPu5000035659_Saturnispora_dispora@Seq_2102	yHMPu5000035659_Saturnispora_dispora@Seq_2102	Metschnikowia_cerradonensis@Seq_6442;Metschnikowia_santaceciliae@Seq_3050;yHMPu5000035659_Saturnispora_dispora@Seq_2102;Metschnikowia_matae_maris@Seq_6223;yHMPu5000034754_Lipomyces_arxii@Seq_6876;Metschnikowia_santaceciliae@Seq_2936;Metschnikowia_matae@Seq_2387;Metschnikowia_cerradonensis@Seq_4081;Metschnikowia_borealis@Seq_2776;Metschnikowia_ipomoeae@Seq_2512;Metschnikowia_santaceciliae@Seq_1133;Schizosaccharomyces_pombe@Seq_5026;Metschnikowia_matae@Seq_3362;Metschnikowia_cerradonensis@Seq_3899;Metschnikowia_borealis@Seq_465;Metschnikowia_matae@Seq_565;Candida_sojae@Seq_2693;Metschnikowia_borealis@Seq_3506;Metschnikowia_santaceciliae@Seq_2327;Metschnikowia_santaceciliae@Seq_3222;Metschnikowia_continentalis@Seq_5233;Metschnikowia_matae_maris@Seq_6332;Metschnikowia_continentalis@Seq_587;Metschnikowia_lockheadii@Seq_850;Pichia_membranifaciens@Seq_1402;Metschnikowia_borealis@Seq_295;Metschnikowia_mauinuiana@Seq_1741	rxn08659	kegg:R09796	(R)-lactate hydro-lyase	(R)-lactate hydro-lyase	1 `H(+)` + 1 `(R)-lactate` = 1 `H2O` + 1 `2-oxopropanal`	TRUE	1 MNXM1@MNXD1 + 1 MNXM285@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM310@MNXD1	4.2.1.130	GLYOXIII-RXN	PHYSIOL-RIGHT-TO-LEFT	METHYL-GLYOXAL + WATER => D-LACTATE + PROTON	(1) cpd00001[0] + (1) cpd00428[0] <= (1) cpd00067[0] + (1) cpd00221[0]	(1) H2O[0] + (1) 2-Oxopropanal[0] <= (1) H+[0] + (1) D-Lactate[0]	<	>	0	0	FALSE	Pyruvate metabolism;Microbial metabolism in diverse environments
MNXR99239	eggnog_web	NA	Kuraishia_capsulata@Seq_4498	NA	NA	NA	Kuraishia_capsulata@Seq_4498	rxn04791	kegg:R06982	S-(hydroxymethyl)glutathione synthase	S-(hydroxymethyl)glutathione formaldehyde-lyase (glutathione-forming);S-(hydroxymethyl)glutathione synthase	1 `S-(hydroxymethyl)glutathione` = 1 `formaldehyde` + 1 `glutathione`	TRUE	1 MNXM1051@MNXD1 = 1 MNXM56@MNXD1 + 1 MNXM57@MNXD1	4.4.1.22	RXN-2961	PHYSIOL-RIGHT-TO-LEFT	FORMALDEHYDE + GLUTATHIONE => S-HYDROXYMETHYLGLUTATHIONE	(1) cpd00042[0] + (1) cpd00055[0] <=> (1) cpd09879[0]	(1) GSH[0] + (1) Formaldehyde[0] <=> (1) S-(Hydroxymethyl)glutathione[0]	=	=	0	1	TRUE	Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism
MNXR97153	eggnog_web;RAVEN_kegg	NA	Metschnikowia_matae@Seq_2628;yHMPu5000035675_Kregervanrija_fluxuum@Seq_5298;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4825;Metschnikowia_ipomoeae@Seq_1703;yHMPu5000034612_Saturnispora_saitoi@Seq_4659;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1906;yHMPu5000034611_Saturnispora_mendoncae@Seq_3603;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2100	Metschnikowia_matae@Seq_2628	NA	Metschnikowia_matae@Seq_2628	Metschnikowia_matae@Seq_2628;yHMPu5000035675_Kregervanrija_fluxuum@Seq_5298;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_4825;Metschnikowia_ipomoeae@Seq_1703;yHMPu5000034612_Saturnispora_saitoi@Seq_4659;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1906;yHMPu5000034611_Saturnispora_mendoncae@Seq_3603;yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2100	rxn00263	kegg:R00359	D-Aspartate:oxygen oxidoreductase (deaminating)	D-Aspartate:oxygen oxidoreductase (deaminating)	1 `NH4(+)` + 1 `H2O2` + 1 `oxaloacetate` = 1 `H2O` + 1 `O2` + 1 `D-aspartate`	TRUE	1 MNXM15@MNXD1 + 1 MNXM22@MNXD1 + 1 MNXM46@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM974@MNXD1	1.4.3.1;1.4.3.15	D-ASPARTATE-OXIDASE-RXN	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE + WATER + CPD-302 => AMMONIUM + HYDROGEN-PEROXIDE + OXALACETIC_ACID	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00320[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) D-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	>	>	0	0	TRUE	"Alanine, aspartate and glutamate metabolism"
MNXR102527	eggnog_web	NA	Metschnikowia_hawaiiensis@Seq_593;Coccidioides_immitis@Seq_418;yHAB155_Kazachstania_spencerorum@Seq_2282;yHMPu5000034952_Citeromyces_siamensis@Seq_2485;Metschnikowia_hawaiiensis@Seq_5071;yHMPu5000034625_Pichia_kudriavzevii@Seq_4487;yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2158;yHMPu5000035274_Wickerhamomyces_alni@Seq_5055;Metschnikowia_borealis@Seq_1508;Metschnikowia_borealis@Seq_268	NA	NA	NA	Metschnikowia_hawaiiensis@Seq_593;Coccidioides_immitis@Seq_418;yHAB155_Kazachstania_spencerorum@Seq_2282;yHMPu5000034952_Citeromyces_siamensis@Seq_2485;Metschnikowia_hawaiiensis@Seq_5071;yHMPu5000034625_Pichia_kudriavzevii@Seq_4487;yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_2158;yHMPu5000035274_Wickerhamomyces_alni@Seq_5055;Metschnikowia_borealis@Seq_1508;Metschnikowia_borealis@Seq_268	rxn01101	kegg:R01513	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase	1 `3-phospho-D-glycerate` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `3-phosphonooxypyruvate`	TRUE	1 MNXM126@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM541@MNXD1	1.1.1.95	PGLYCDEHYDROG-RXN	REVERSIBLE	G3P + NAD <=> PROTON + 3-P-HYDROXYPYRUVATE + NADH	(1) cpd00003[0] + (1) cpd00169[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02069[0]	(1) NAD[0] + (1) 3-Phosphoglycerate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Phosphonooxypyruvate[0]	=	=	1	0	TRUE	"Glycine, serine and threonine metabolism;Methane metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids"
MNXR108414	eggnog_web;RAVEN_kegg;RAVEN_biocyc	NA	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003;Meyerozyma_guilliermondii@Seq_230;yHMPu5000035707_Candida_heveicola@Seq_1808;yHMPu5000034978_Cyberlindnera_mrakii@Seq_710;yHMPu5000034918_Nakazawaea_holstii@Seq_2059;yHMPu5000034978_Cyberlindnera_mrakii@Seq_5582;Nakazawaea_peltata@Seq_3739	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003 or yHMPu5000034918_Nakazawaea_holstii@Seq_2059 or Nakazawaea_peltata@Seq_3739	yHMPu5000034918_Nakazawaea_holstii@Seq_2059 or Nakazawaea_peltata@Seq_3739 or yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003;yHMPu5000034918_Nakazawaea_holstii@Seq_2059;Nakazawaea_peltata@Seq_3739	yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3003;Meyerozyma_guilliermondii@Seq_230;yHMPu5000035707_Candida_heveicola@Seq_1808;yHMPu5000034978_Cyberlindnera_mrakii@Seq_710;yHMPu5000034918_Nakazawaea_holstii@Seq_2059;yHMPu5000034978_Cyberlindnera_mrakii@Seq_5582;Nakazawaea_peltata@Seq_3739	rxn02675	kegg:R03772	"L-rhamno-1,4-lactone lactonohydrolase"	"L-rhamno-1,4-lactone lactonohydrolase"	"1 `L-rhamnono-1,4-lactone` + 1 `H2O` = 1 `H(+)` + 1 `L-rhamnonate`"	TRUE	1 MNXM1929@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM2248@MNXD1	3.1.1.65	L-RHAMNONO-14-LACTONASE-RXN	PHYSIOL-LEFT-TO-RIGHT	WATER + L-RHAMNONO-14-LACTONE => L-RHAMNONATE + PROTON	(1) cpd00001[0] + (1) cpd01916[0] <=> (1) cpd00067[0] + (1) cpd01328[0]	"(1) H2O[0] + (1) L-Rhamno-1,4-lactone[0] <=> (1) H+[0] + (1) L-Rhamnonate[0]"	=	=	0	0	TRUE	Fructose and mannose metabolism;Microbial metabolism in diverse environments
MNXR103398	eggnog_web;RAVEN_kegg	NA	yHMPu5000034998_Cephaloascus_albidus@Seq_111;Metschnikowia_arizonensis@Seq_2839;yHMPu5000035318_Hyphopichia_heimii@Seq_2775;Metschnikowia_matae_maris@Seq_4805;yHMPu5000035318_Hyphopichia_heimii@Seq_397;yHMPu5000035318_Hyphopichia_heimii@Seq_912;yHMPu5000034998_Cephaloascus_albidus@Seq_6955;yHMPu5000034998_Cephaloascus_albidus@Seq_7191;Fusarium_graminearum@Seq_4372	Fusarium_graminearum@Seq_4372 or Metschnikowia_matae_maris@Seq_4805	NA	Metschnikowia_matae_maris@Seq_4805;Fusarium_graminearum@Seq_4372	yHMPu5000034998_Cephaloascus_albidus@Seq_111;Metschnikowia_arizonensis@Seq_2839;yHMPu5000035318_Hyphopichia_heimii@Seq_2775;Metschnikowia_matae_maris@Seq_4805;yHMPu5000035318_Hyphopichia_heimii@Seq_397;yHMPu5000035318_Hyphopichia_heimii@Seq_912;yHMPu5000034998_Cephaloascus_albidus@Seq_6955;yHMPu5000034998_Cephaloascus_albidus@Seq_7191;Fusarium_graminearum@Seq_4372	rxn47642	kegg:R01872	NA	L-quinate:NAD+ 3-oxidoreductase;Quinate:NAD+ 5-oxidoreductase	1 `H(+)` + 1 `NADH` + 1 `3-dehydroquinate` = 1 `L-quinate` + 1 `NAD(+)`	TRUE	1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM478@MNXD1 = 1 MNXM474@MNXD1 + 1 MNXM8@MNXD1	1.1.1.24;1.1.1.282	QUINATE-5-DEHYDROGENASE-RXN	PHYSIOL-LEFT-TO-RIGHT	QUINATE + NAD => DEHYDROQUINATE + NADH + PROTON	(1) cpd00003[0] + (1) cpd00248[0] <=> (1) cpd00004[0] + (1) cpd00067[0]	(1) NAD[0] + (1) Quinate[0] <=> (1) NADH[0] + (1) H+[0]	=	<	0	0	TRUE	"Phenylalanine, tyrosine and tryptophan biosynthesis"
MNXR102391	eggnog_web	NA	Metschnikowia_matae@Seq_404;yHMPu5000034655_Botryozyma_nematodophila@Seq_5483;Metschnikowia_matae@Seq_1396;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_359;yHMPu5000034631_Martiniozyma_abiesophila@Seq_6258;yHMPu5000035261_Candida_ponderosae@Seq_5303;yHMPu5000034631_Martiniozyma_abiesophila@Seq_4191;yHMPu5000034952_Citeromyces_siamensis@Seq_2785;Metschnikowia_borealis@Seq_2711;yHMPu5000034673_Blastobotrys_nivea@Seq_6066	NA	NA	NA	Metschnikowia_matae@Seq_404;yHMPu5000034655_Botryozyma_nematodophila@Seq_5483;Metschnikowia_matae@Seq_1396;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_359;yHMPu5000034631_Martiniozyma_abiesophila@Seq_6258;yHMPu5000035261_Candida_ponderosae@Seq_5303;yHMPu5000034631_Martiniozyma_abiesophila@Seq_4191;yHMPu5000034952_Citeromyces_siamensis@Seq_2785;Metschnikowia_borealis@Seq_2711;yHMPu5000034673_Blastobotrys_nivea@Seq_6066	rxn00250	kegg:R00344	Pyruvate:carbon-dioxide ligase (ADP-forming)	Pyruvate:carbon-dioxide ligase (ADP-forming)	1 `H(+)` + 1 `oxaloacetate` + 1 `ADP` + 1 `phosphate` = 1 `pyruvate` + 1 `ATP` + 1 `hydrogencarbonate`	TRUE	1 MNXM1@MNXD1 + 1 MNXM46@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM60@MNXD1	6.4.1.1	PYRUVATE-CARBOXYLASE-RXN	PHYSIOL-LEFT-TO-RIGHT	PYRUVATE + HCO3 + ATP => PROTON + OXALACETIC_ACID + ADP + Pi	(1) cpd00002[0] + (1) cpd00020[0] + (1) cpd00242[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00032[0] + (1) cpd00067[0]	(1) ATP[0] + (1) Pyruvate[0] + (1) H2CO3[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Oxaloacetate[0] + (1) H+[0]	=	>	0	0	TRUE	Citrate cycle (TCA cycle);Pyruvate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids
MNXR97778	eggnog_web	NA	Schizosaccharomyces_pombe@Seq_4165	NA	NA	NA	Schizosaccharomyces_pombe@Seq_4165	rxn10785	kegg:R09249	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)"	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)"	"7 `diphosphate` + 1 `all-trans-decaprenyl diphosphate` = 1 `(2E,6E)-farnesyl diphosphate` + 7 `isopentenyl diphosphate`"	TRUE	7 MNXM11@MNXD1 + 1 MNXM1721@MNXD1 = 1 MNXM34@MNXD1 + 7 MNXM83@MNXD1	2.5.1.91	RXN-9106	PHYSIOL-LEFT-TO-RIGHT	FARNESYL-PP + 7 DELTA3-ISOPENTENYL-PP => CPD-9610 + 7 PPI	(7) cpd00113[0] + (1) cpd00350[0] => (7) cpd00012[0] + (7) cpd00067[0] + (1) cpd02746[0]	(7) Isopentenyldiphosphate[0] + (1) Farnesyldiphosphate[0] => (7) PPi[0] + (7) H+[0] + (1) all trans Decaprenyl diphosphate[0]	>	>	0	0	FALSE	Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites
MNXR113863	eggnog_web;RAVEN_kegg;RAVEN_biocyc	NA	yHMPu5000034952_Citeromyces_siamensis@Seq_8682;Kuraishia_capsulata@Seq_4121;yHMPu5000034952_Citeromyces_siamensis@Seq_5260	Kuraishia_capsulata@Seq_4121	Kuraishia_capsulata@Seq_4121 or yHMPu5000034952_Citeromyces_siamensis@Seq_8682	yHMPu5000034952_Citeromyces_siamensis@Seq_8682;Kuraishia_capsulata@Seq_4121	yHMPu5000034952_Citeromyces_siamensis@Seq_8682;Kuraishia_capsulata@Seq_4121;yHMPu5000034952_Citeromyces_siamensis@Seq_5260	rxn21749	kegg:R10532	L-galactonate dehydratase	L-galactonate hydro-lyase (2-dehydro-3-deoxy-L-galactonate-forming)	1 `H2O` + 1 `2-dehydro-3-deoxy-L-galactonate` = 1 `L-galactonate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM91910@MNXD1 = 1 MNXM636@MNXD1	4.2.1.146	RXN-11380	LEFT-TO-RIGHT	CPD0-1083 => CPD-12349 + WATER	(1) cpd14659[0] => (1) cpd00001[0] + (1) cpd23364[0]	(1) L-Galactonate[0] => (1) H2O[0] + (1) 2-keto-3-deoxy-L-galactonate[0]	>	>	0	0	TRUE	Pentose and glucuronate interconversions;Metabolic pathways
MNXR110112	eggnog_web;RAVEN_kegg;RAVEN_biocyc	NA	Aspergillus_nidulans@Seq_8578;Aspergillus_nidulans@Seq_4230;Botrytis_cinerea@Seq_14243	Fusarium_graminearum@Seq_9660 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_8229 or Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_65 or Aspergillus_nidulans@Seq_67 or Fusarium_graminearum@Seq_714 or Aspergillus_nidulans@Seq_6622 or Aspergillus_nidulans@Seq_8578 or Aspergillus_nidulans@Seq_4230 or Stagonospora_nodorum@Seq_4785 or Fusarium_graminearum@Seq_8050 or Arthrobotrys_oligospora@Seq_8979 or Xylona_heveae@Seq_5608 or Fusarium_graminearum@Seq_8303 or Aspergillus_nidulans@Seq_1151	Stagonospora_nodorum@Seq_4785	Aspergillus_nidulans@Seq_8578;Aspergillus_nidulans@Seq_4230;Stagonospora_nodorum@Seq_4785	Aspergillus_nidulans@Seq_8578;Aspergillus_nidulans@Seq_4230;Botrytis_cinerea@Seq_14243;Fusarium_graminearum@Seq_9660;Aspergillus_nidulans@Seq_6050;Fusarium_graminearum@Seq_8229;Fusarium_graminearum@Seq_10270;Aspergillus_nidulans@Seq_65;Aspergillus_nidulans@Seq_67;Fusarium_graminearum@Seq_714;Aspergillus_nidulans@Seq_6622;Stagonospora_nodorum@Seq_4785;Fusarium_graminearum@Seq_8050;Arthrobotrys_oligospora@Seq_8979;Xylona_heveae@Seq_5608;Fusarium_graminearum@Seq_8303;Aspergillus_nidulans@Seq_1151	rxn04165	kegg:R06291	"ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)"	"ent-kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)"	1 `Kaur-16-en-18-ol` + 1 `H2O` + 1 `NADP(+)` = 1 `H(+)` + 1 `ent-kaur-16-ene` + 1 `O2` + 1 `NADPH`	TRUE	1 MNXM162842@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM1188@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM6@MNXD1	1.14.13.78	1.14.13.78-RXN	PHYSIOL-LEFT-TO-RIGHT	CPD1F-128 + OXYGEN-MOLECULE + Red-NADPH-Hemoprotein-Reductases => ENT-KAUR-16-EN-19-OL + WATER + Ox-NADPH-Hemoprotein-Reductases	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03630[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd08670[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) ent-Kaurene[0] => (1) H2O[0] + (1) NADP[0] + (1) Kaurenol[0]	>	?	0	0	FALSE	Diterpenoid biosynthesis;Biosynthesis of secondary metabolites
